season_id,team_name,team_id,player_name,player_id,game_type,GS,GP,PG_Min,SG_Min,SF_Min,PF_Min,C_Min,Min,OEPM,DEPM,EPM,PLUS,Poss,player_PLUS_per_Poss,team_Poss,team_PLUS,team_PLUS_per_Poss,RAPM,pRAPM,RAPM_abs_diff
2050,American International,540,J`waun Peoples,224188,College,40,40,28.15,0.95,0.802,0.0,0.0,29.899,4.2,1.0,5.2,6.924,64.969,0.107,86.936,5.756,0.0662,7.1,3.5,3.6
2050,American International,540,Ray Cushman,231181,College,25,36,10.916,18.61,2.776,0.304,0.027,32.638,3.2,1.9,5.0,4.557,70.753,0.064,86.936,5.756,0.0662,2.4,2.0,0.4
2050,American International,540,Allen Thomas,234928,College,26,41,0.0,2.487,22.439,0.341,0.073,25.414,0.9,1.9,2.9,2.563,55.076,0.047,86.936,5.756,0.0662,0.4,1.2,0.8
2050,American International,540,Andy Schmitt,234319,College,4,41,0.0,0.877,0.073,9.732,7.805,18.512,-0.2,3.5,3.4,4.854,40.402,0.12,86.936,5.756,0.0662,2.8,3.9,1.1
2050,Seton Hall,28,Caleb Jakobsen,222708,College,44,44,0.0,0.0,30.068,1.909,0.0,32.021,2.4,2.2,4.5,10.545,60.355,0.175,75.623,12.5226,0.1656,1.4,3.9,2.5
2050,Seton Hall,28,Stuart Beckenbauer,229843,College,42,44,0.0,0.0,0.0,14.75,9.727,24.478,2.5,2.9,5.3,4.546,46.127,0.099,75.623,12.5226,0.1656,-1.9,1.3,3.2
2050,Seton Hall,28,Elwood Richard,224893,College,44,44,0.0,0.0,0.0,0.091,28.41,28.498,0.3,6.3,6.7,11.977,53.727,0.223,75.623,12.5226,0.1656,8.7,5.7,3.0
2050,Seton Hall,28,Justin Coombs,228095,College,38,38,9.185,18.761,1.42,0.131,0.0,29.577,3.0,2.1,5.1,9.895,55.416,0.179,75.623,12.5226,0.1656,3.7,4.1,0.4
2050,Seton Hall,28,Stan Beall,224357,College,44,44,28.749,0.182,0.0,0.0,0.0,28.953,3.3,4.9,8.2,11.545,54.478,0.212,75.623,12.5226,0.1656,8.3,5.4,2.9
2050,Seton Hall,28,Stan Sheehan,233721,College,6,44,2.909,16.182,3.5,0.0,0.0,22.683,0.6,-2.3,-1.8,5.636,42.832,0.132,75.623,12.5226,0.1656,1.5,2.0,0.5
2050,Seton Hall,28,Rich Walker,230349,College,0,43,0.048,5.999,5.07,0.0,0.0,11.141,1.3,4.6,5.9,1.979,21.164,0.094,75.623,12.5226,0.1656,0.0,1.1,1.1
2050,Seton Hall,28,Kingsley McGregor,240938,College,2,44,0.0,0.0,0.09,22.5,2.022,24.658,0.2,2.7,2.9,8.296,46.477,0.178,75.623,12.5226,0.1656,6.5,3.9,2.6
2050,Yale,123,Nathan Knepper,235865,College,38,41,0.0,0.61,26.024,0.0,0.0,26.634,-0.8,-2.6,-3.4,2.561,53.223,0.048,80.151,6.023,0.0752,1.0,0.8,0.2
2050,Yale,123,Jean Gandy,221156,College,42,42,0.0,0.0,0.0,23.0,2.81,25.834,2.1,4.6,6.7,3.428,51.686,0.066,80.151,6.023,0.0752,3.5,2.0,1.5
2050,Yale,123,Dylan Lee,219632,College,36,41,0.0,0.0,1.415,0.196,23.634,25.243,1.7,4.2,5.9,7.001,50.435,0.139,80.151,6.023,0.0752,7.2,4.5,2.7
2050,Yale,123,Jimmy Haynes,224288,College,42,42,1.262,30.57,0.0,0.0,0.0,31.832,3.2,1.2,4.5,5.285,63.581,0.083,80.151,6.023,0.0752,0.9,2.4,1.5
2050,Yale,123,Simon Fox,225560,College,43,43,32.0,0.0,0.0,0.0,0.0,32.0,5.5,-0.9,4.7,3.929,63.795,0.062,80.151,6.023,0.0752,1.5,1.7,0.2
2050,Yale,123,Andy Fagan,235535,College,0,30,0.0,0.266,12.6,0.0,0.0,12.867,-1.6,-3.6,-5.2,3.867,25.981,0.149,80.151,6.023,0.0752,2.7,4.2,1.5
2050,Yale,123,Willard Plunkett,232868,College,8,39,0.0,0.0,0.0,0.975,15.64,16.616,-1.7,-0.5,-2.1,-0.231,33.177,-0.007,80.151,6.023,0.0752,-2.8,-1.1,1.7
2050,Yale,123,Cliff Edmonds,229225,College,2,42,0.0,0.0,0.0,15.929,0.643,16.57,0.5,0.3,0.7,2.166,32.894,0.066,80.151,6.023,0.0752,-0.4,1.6,2.0
2050,St. Marys,65,Douglas Armetta,223593,College,44,44,0.0,0.0,28.66,1.409,0.047,30.113,4.9,1.4,6.3,7.818,59.151,0.132,79.314,7.468000000000001,0.0941999999999999,6.2,3.9,2.3
2050,St. Marys,65,Nicholas Howell,232928,College,42,47,0.0,0.0,0.0,23.787,3.171,26.956,-0.6,0.7,0.1,4.853,53.351,0.091,79.314,7.468000000000001,0.0941999999999999,3.7,2.1,1.6
2050,St. Marys,65,Joseph Balwin,225724,College,45,45,0.0,0.0,0.0,2.023,26.288,28.312,2.1,1.3,3.4,3.399,55.86,0.061,79.314,7.468000000000001,0.0941999999999999,-2.0,1.2,3.2
2050,St. Marys,65,Derrick Hardy,221591,College,41,41,3.145,25.83,0.0,0.0,0.0,28.975,3.9,0.3,4.1,2.999,57.695,0.052,79.314,7.468000000000001,0.0941999999999999,-1.5,0.9,2.4
2050,St. Marys,65,Juan Arcia,227035,College,41,47,25.021,0.0,1.659,0.0,0.0,26.66,1.5,-1.0,0.5,6.256,52.881,0.118,79.314,7.468000000000001,0.0941999999999999,3.8,3.1,0.7
2050,St. Marys,65,Arnold Harlow,233361,College,8,42,13.642,1.308,0.0,0.0,0.0,14.929,0.5,1.0,1.6,1.644,29.105,0.056,79.314,7.468000000000001,0.0941999999999999,-0.6,0.9,1.5
2050,St. Marys,65,Isaiah Pfeifer,233089,College,7,47,0.106,14.682,0.0,0.0,0.0,14.787,4.2,2.4,6.6,5.063,28.835,0.176,79.314,7.468000000000001,0.0941999999999999,4.0,5.5,1.5
2050,St. Marys,65,Bryan Irwin,239121,College,7,47,0.0,0.0,5.085,12.64,0.064,17.83,-0.5,-2.1,-2.5,2.255,35.201,0.064,79.314,7.468000000000001,0.0941999999999999,1.0,1.0,0.0
2050,St. Marys,65,Clay Kohl,235998,College,0,46,0.0,0.0,0.0,0.108,11.763,11.847,2.3,0.9,3.2,3.545,23.385,0.152,79.314,7.468000000000001,0.0941999999999999,3.5,4.4,0.9
2050,Temple,25,Lucius Graham,222803,College,46,47,0.596,0.212,28.722,0.0,0.0,29.555,3.2,0.0,3.2,7.491,58.527,0.128,79.214,6.4198,0.081,5.9,3.8,2.1
2050,Temple,25,Lincoln Dexter,227447,College,45,50,0.06,0.021,1.361,18.96,11.397,31.84,0.8,0.8,1.5,4.919,62.999,0.078,79.214,6.4198,0.081,2.0,2.0,0.0
2050,Temple,25,Gerald Peck,221453,College,50,50,0.0,0.12,0.04,10.12,21.84,32.06,1.8,1.8,3.6,6.86,63.406,0.108,79.214,6.4198,0.081,5.4,3.2,2.2
2050,Temple,25,Anthony Steele,225104,College,47,49,1.837,26.327,0.694,0.0,0.0,28.857,2.9,0.0,2.9,5.387,57.079,0.094,79.214,6.4198,0.081,2.6,2.6,0.0
2050,Temple,25,Rahsaan Bundy,232242,College,49,49,26.388,1.858,0.489,0.0,0.0,28.755,0.7,1.2,1.8,6.552,56.823,0.115,79.214,6.4198,0.081,4.7,3.3,1.4
2050,Temple,25,Raul Solano,236307,College,5,45,13.2,9.354,0.199,0.0,0.0,22.735,-1.6,-1.8,-3.4,1.443,44.851,0.032,79.214,6.4198,0.081,-3.1,0.1,3.2
2050,Temple,25,Jody Carter,229220,College,0,48,0.0,0.563,1.458,3.77,6.77,12.542,0.1,-2.2,-2.1,0.689,24.623,0.028,79.214,6.4198,0.081,-1.9,0.0,1.9
2050,Temple,25,Óscar Agosto,249778,College,8,50,0.0,0.418,8.141,7.38,0.379,16.28,-2.9,-2.3,-5.3,-0.32,31.838,-0.01,79.214,6.4198,0.081,-2.7,-1.5,1.2
