,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
337,77.0,230,83.0,35.0,9,10,11,7,8,3,10,0,1,11,6,9,7,7,7,2.735,2.8114121313833613,5.754399424598417,0.505,0.1906497242867418,0.44842963318149126,0.425,2.618077199712299,5.305969791416927,0.493,1.5305682090625747,2.239462958523136,0.683,2.4274274754255574,5.602973116463149,8.030400591888707,0.06175976983936706,0.9595057676528791,0.4513731357691009,2.7496523615439945,2.121724021429606,-3.786,5.564,4.731335411172381,0.0,2.0434428194677534,0.05907456245504675,0.05907456245504675,1.0,2.298537520978183,4.218460800767202,0.545,0.2550947015104292,1.0257492208103574,0.249,20.855,20.719,10.230223466383514,4.886722332158889,8.87880689222453,0.576,0.4513731357691009,0.9000434383898838,0.502,4.438052029538105,7.978763453834645,0.556,0.6459771224479945,1.0297794295091462,0.627,3.278536608909697,5.92190742796467,0.554,0.5135382981804142,1.0297794295091462,0.499,-3.0,-1.0,-4.0,-9.5,-7.6,-17.2,0.545,0.078,0.389,9.6,22.5,16.0,0.4,1.7,1.4,29.0,15.6
338,76.0,185,79.0,28.0,11,5,13,14,12,10,5,5,7,11,13,6,12,9,10,7.684,3.0008751008081815,5.882599220988693,0.516,0.0701453353695156,0.1181900856226085,0.593,2.929768870433604,5.764409135366083,0.508,1.3116216819094357,1.943890595240138,0.675,2.181231661490417,6.189397465735712,8.37062912722613,0.8446267094493729,0.7530385311611069,0.562848030342212,1.969834760376808,2.8489957762261877,-5.513,4.192,5.671202319875084,0.048044750253092884,2.2263937267283245,0.23253659122496959,0.46891676247018654,0.496,2.5992209886923248,4.970709861184989,0.523,0.0932068154910002,0.3295869867362172,0.283,58.279,58.005,11.160417205413328,5.48656150331868,9.750883544522022,0.572,0.18825963279027672,0.5898801827428669,0.319,5.297336436514094,9.15907249375054,0.578,0.3774846995948625,0.728902680803379,0.518,4.357969140591329,7.465701232652358,0.584,0.5657443323851392,0.9635031462804932,0.587,-1.3,-0.8,-2.1,-3.0,-5.3,-8.4,0.548,0.02,0.33,8.1,25.5,16.4,5.1,1.3,1.7,22.6,14.0
339,77.0,215,83.0,28.0,15,9,9,12,8,6,12,11,8,9,12,5,17,8,10,14.171,5.657353381868181,10.256482575049798,0.562,0.2161857251141392,0.7225933825732871,0.299,5.440180507324297,9.534876341906259,0.571,2.45602778120538,3.514251969891943,0.699,1.7827918701193395,5.5811441198134055,7.363935989932745,0.8430256130021683,0.668794500368279,0.7424502823471644,1.4451867651465742,2.465995580653082,-0.513,5.222,9.969222090994027,0.23987731142801744,3.1045849565477974,0.48074177228577974,0.6732359110860406,0.714,4.50140139963687,7.4638368383013995,0.603,0.45606303654215663,1.3958292936593277,0.327,56.729,57.022,9.678369752025535,4.718880432113922,9.031180947704396,0.536,0.23962681070464034,0.8377117603731894,0.286,4.480235698502333,8.192487110238156,0.547,0.3584581389639087,0.5499631721090107,0.652,3.8330468941811935,6.9933709796219015,0.548,0.28774858826417876,0.6471888043211393,0.445,1.5,-0.5,1.1,1.8,-1.0,0.8,0.593,0.07,0.343,6.9,21.1,14.0,5.3,1.2,2.3,10.9,21.4
340,73.5,180,75.0,30.0,9,12,15,12,11,8,9,7,11,14,15,13,11,10,12,11.514,3.543802276586379,7.11049619520785,0.524,0.36186403370857184,0.8813282183510471,0.411,3.1836991384189677,6.231809320168543,0.511,2.686246148041004,3.8827746682598585,0.692,1.9176152443242562,5.8493682725384835,7.76698351686274,0.8804477705804667,0.15979454986445998,0.09055024492319398,1.2625621030123895,2.8905058575482316,-2.974,6.575,5.552984089051004,0.06779447833469594,2.8684988365511606,0.13470850889881142,0.31608074963838756,0.426,2.6422237595119804,5.034400352179109,0.525,0.4058864222375952,0.8813282183510471,0.461,63.604,63.081,10.858039663290056,5.303403560501577,9.03726954233446,0.601,0.25123254228690095,0.819390941804981,0.307,5.05394651321317,8.218766348028725,0.615,0.34267053470934195,0.455414467113711,0.752,4.324218068832137,6.920879504129611,0.625,0.387945657170939,0.8442478717838969,0.46,0.7,-1.3,-0.6,1.4,-5.4,-4.0,0.575,0.124,0.546,7.1,23.7,15.0,4.9,0.3,0.3,12.5,16.1
341,77.5,230,80.0,27.0,10,12,13,10,11,11,5,18,6,14,5,9,7,13,11,10.187,4.105698920571053,8.21464773474678,0.529,0.4799009556234766,1.2317096761713158,0.39,3.6279645606840254,6.97968816497079,0.52,2.343173288969706,3.401555306225094,0.689,2.216427438387434,7.332236905752377,9.54866434413981,0.8558053158973962,1.1333707408625662,0.7302981638062807,1.108213719193717,2.2678250101580795,12.674,6.782,6.045885402561227,0.1018299996131079,2.7710759469184043,0.0,0.04874840407010485,0.0,3.0202344566100514,5.669981042287307,0.533,0.6044802104693002,1.2587921228769297,0.48,51.694,51.683,7.98560455081942,3.780430702552097,8.291159568910475,0.482,0.42799373101406657,1.4367587020877273,0.298,3.3513534431050833,6.852233809956853,0.489,0.15061045217963356,0.3023044327922141,0.498,2.645976433256584,5.316874020470949,0.498,0.554766557668866,1.2330553566936904,0.45,1.2,1.9,3.1,5.7,6.4,12.0,0.568,0.15,0.414,8.5,28.7,18.5,4.4,2.0,2.6,10.2,17.0
342,73.5,180,77.25,31.0,11,17,9,12,12,11,9,19,11,6,12,13,5,8,11,17.203,6.1536930451657845,12.262800842608105,0.51,0.20806448937617147,1.1146311930866328,0.187,5.943770837134469,11.146311930866329,0.533,3.4600009952064226,4.018245451077311,0.861,2.2292623861732657,6.507094797148758,8.736357183322024,0.7189371195408782,0.6052894544001066,0.32549463726600497,1.019887541674269,2.6104856438611685,0.848,5.163,9.892351838643867,0.04737182570618189,3.0652357809882402,0.045514107051037506,0.0938147920847916,0.485,4.899732952943324,9.218928826154025,0.531,0.9966660584849641,1.8326394532999388,0.544,60.289,60.044,9.349810139231232,4.451535540603557,7.879954699886752,0.593,0.4420758110718807,0.9102658050762775,0.486,4.009459729531677,6.971554193591367,0.575,0.490573579375125,0.6052894544001066,0.81,3.123442808607022,5.432682699353808,0.575,0.3963759909399774,0.9326493904470057,0.425,2.6,-0.2,2.4,5.0,-0.4,4.6,0.569,0.091,0.328,8.2,25.0,16.4,4.5,1.1,1.1,6.8,23.8
343,78.0,220,81.0,29.0,11,12,13,10,7,7,9,19,8,13,12,8,8,13,11,12.415,4.893113049935029,9.685390755522556,0.534,0.5582327826248377,1.0894375348060148,0.512,4.333840727677743,8.595953220716542,0.504,2.559346575088176,3.7007610915166143,0.692,1.4719881195470579,5.653617241506785,7.125605361053842,0.9376647484685355,0.6313999482459061,0.4802779934198367,1.6258399851494343,3.130087612287901,-7.318,6.57,7.5054761462780775,0.0,3.193465750881753,0.04989790235752739,0.20167068869500654,0.247,3.677891219602748,6.819379988862076,0.539,0.5831817338036014,1.5717839242621126,0.371,53.87,54.102,8.432812095671142,4.16723965842298,8.103656057077373,0.52,0.10040294258992276,0.5299619237736128,0.189,4.064766552068316,7.574729215186131,0.537,0.30327899153450893,0.5299619237736128,0.572,3.4064544748807815,6.486858156814907,0.525,0.3529629218882852,0.557909134597612,0.633,0.7,0.1,0.8,-1.4,0.0,-1.3,0.57,0.112,0.382,5.7,21.8,13.8,6.4,1.1,1.5,12.6,21.2
344,80.0,230,85.25,27.5,0,3,3,4,9,9,5,9,4,1,7,2,3,7,5,1.39,1.0075365745529778,2.4743608689227132,0.407,0.0,0.04551499926112014,0.0,1.0075365745529778,2.42057041525048,0.416,0.8585783951529481,1.5661297473030886,0.548,2.2695433722476723,5.831186989476783,8.100730361724455,0.6537608984779075,0.5006990948561336,0.5522113474133491,2.3709176887838037,2.6168224299065423,-1.293,5.066,2.0233486035170682,0.0,1.7647406531697944,0.0,0.04758386286389833,0.0,1.0075365745529778,2.3191960987143494,0.434,0.0,0.04551499926112014,0.0,27.068,27.178,7.842225329310472,3.7686363970858783,7.5372727941717566,0.52,0.3008315549341379,0.7500183972330562,0.401,3.4657443520494517,6.785193906836413,0.511,0.3544042975936419,0.5027595849584223,0.705,2.9629847670910294,5.480903672087719,0.541,0.15041577746706894,0.8056516299948489,0.187,-4.1,0.4,-3.7,-6.9,-3.7,-10.5,0.455,0.018,0.633,8.7,21.6,15.3,3.2,0.9,1.8,42.8,8.8
345,77.0,235,80.0,30.0,9,13,16,16,9,10,10,6,14,13,5,10,14,13,12,13.025,4.6754407747703,10.996771790414703,0.499,1.6240377452197667,4.6029302210081955,0.353,3.0523963248075487,6.396821455177553,0.477,1.9637447231189473,2.7385150235907627,0.717,1.4283585795877825,5.7746518897414045,7.203010469329187,0.7747703004718154,1.114947428246661,0.26555839727195224,1.6001986590514032,3.276214833759591,-4.242,11.765,4.70027315619568,0.09833623044449964,2.2299478519990075,0.02185249565433325,0.02185249565433325,1.0,2.3253041966724615,4.820461882294512,0.482,0.7022597467097095,1.5515271914576612,0.453,56.378,56.304,10.383631713554987,5.070474566638249,8.953395851094061,0.58,0.24168797953964194,0.8493890309747087,0.285,4.827791986359761,8.101023017902813,0.596,0.19494174481386758,0.21881216254617794,0.891,4.100738846263144,6.6489059391872685,0.617,0.5331059960215971,1.2362887183859053,0.431,0.0,-0.9,-0.9,-2.3,-1.2,-3.5,0.53,0.419,0.249,5.2,23.9,13.9,4.9,2.0,0.8,11.6,22.1
346,80.0,235,86.0,33.0,13,14,11,4,8,9,15,7,10,6,10,10,10,11,10,15.002,7.341486192022058,13.040601236269849,0.584,0.5565882509894606,1.57139680704407,0.354,6.7824076132876785,11.469204429225776,0.591,3.4403877796059947,4.587183706141326,0.75,1.9013652332458757,7.013911638166372,8.91527687141225,0.719704718281674,1.2547991875778026,0.7056716678678285,2.65593453995642,2.574417436502217,-5.105,6.121,11.271223373504693,0.0,3.7043625205674395,0.13074220660826258,0.13074220660826258,1.0,5.438875794903724,9.044870369546851,0.601,1.149286254280251,2.293591853070663,0.501,44.974,45.789,6.499028150865929,3.0575028937080964,6.53327218327546,0.497,0.3852453646072201,1.0297669746008866,0.374,2.6685885256284263,5.504728209832057,0.485,0.19201118172486842,0.35589333682762236,0.54,2.220970101989561,4.411365175042041,0.503,0.25683024307148006,0.7411387014348425,0.347,1.4,2.0,3.4,-8.8,0.8,-8.0,0.62,0.121,0.352,7.7,26.1,17.4,6.4,2.2,2.4,15.0,29.1
347,79.0,235,82.0,31.5,12,8,10,8,5,10,10,16,11,11,9,14,9,15,11,14.073,5.370535940214916,9.262639383255454,0.596,0.30229929654683785,1.0816646704566542,0.279,5.069181328969787,8.180030027497091,0.62,2.258742556385904,3.156193593009329,0.716,1.957387945140775,5.494443596138512,7.451831541279287,1.4283641761838086,0.9957075719787586,1.4593576627474936,1.405691728942796,2.6184828896693304,1.56,4.878,9.170060223687985,0.047234265085443414,2.60449737681135,0.11525160680848193,0.1842136338332293,0.626,4.445689029841934,6.981224379628536,0.637,0.48367887447494057,1.0145920140353246,0.477,59.279,58.941,8.6202812982474,4.149098250793166,8.99082132980438,0.479,0.32398500195110363,0.6954751361531023,0.466,3.8232130435520273,8.296296296296296,0.461,0.5795626134609185,0.9273001815374697,0.625,3.0346278481871702,6.765680935172461,0.449,0.20807247925891995,0.604265282231384,0.344,2.1,0.3,2.4,4.1,3.5,7.6,0.624,0.117,0.341,7.3,20.5,13.9,8.2,1.8,4.3,11.7,19.1
348,76.0,195,83.25,33.0,9,13,8,14,11,4,10,13,11,9,15,6,11,8,11,4.692,4.194193061840121,8.05316742081448,0.521,0.0,0.0,,4.194193061840121,8.05316742081448,0.521,3.9988687782805434,5.1444193061840116,0.777,2.502262443438914,7.266023823028929,9.768286266467841,1.6919306184012068,1.4902628096048403,1.2202684817545852,1.2854449472096532,2.9249385517110986,1.769,2.547,7.7153092006033175,0.13725490196078433,4.326168929110106,0.6757164404223229,0.8789592760180996,0.769,3.1806184012066367,6.358597285067873,0.5,0.33785822021116146,0.8103318250377074,0.417,21.216,21.156,8.618642465494423,4.274910190962375,9.097750047267915,0.473,0.06352807714123654,0.8788050671204387,0.072,4.206088107392702,8.218944980147477,0.512,0.33881641141992824,0.6088107392701836,0.557,3.66874645490641,7.260729816600492,0.505,0.20381924749480054,0.33881641141992824,0.602,2.8,1.7,4.5,6.8,7.1,13.9,0.6,0.0,0.639,9.2,29.6,18.9,9.1,2.6,3.9,11.1,18.5
349,82.0,220,83.25,29.0,11,12,7,7,9,17,6,12,9,7,13,7,12,6,10,10.09,5.189532848060444,10.026905003224915,0.528,0.20381461347092975,0.7907491016308856,0.258,4.984428268681472,9.236155901594032,0.54,2.431585736662674,3.985994655855524,0.61,1.9052796461807797,5.980645460017596,7.885925106198376,0.8771768174698241,1.063110617215354,1.120155577163495,1.435732055652815,2.3569940269481875,-0.295,5.723,8.268681470561138,0.1767253294020087,3.135907122454621,0.08513774993089471,0.17543536349396482,0.485,4.046623053533586,7.092232562425137,0.571,0.8539574311250347,1.9646180779507973,0.435,43.412,43.194,8.073158309024404,3.8881326110107888,8.397277399638838,0.481,0.29559661064036674,1.000879751817382,0.295,3.595128953095338,7.3951011714589985,0.486,0.43950548687317686,0.7662175302125295,0.574,2.767977033847293,5.656526369403158,0.489,0.3811640505625781,0.9723572718433116,0.392,1.1,0.9,1.9,3.4,4.2,7.6,0.552,0.079,0.398,7.2,22.9,15.0,5.1,1.9,3.5,10.9,20.9
350,78.0,215,81.0,28.5,13,16,13,15,5,13,9,11,8,13,7,9,13,8,11,17.83,6.0449486090848,11.552874448797601,0.598,1.7239807878301066,4.05291543038867,0.425,4.321885808894645,7.500877006048883,0.576,2.5520056390669312,3.1780732095142867,0.803,1.2760028195334656,5.441983243429358,6.717986062962823,0.40391456157893874,0.896132216228624,0.9842763686445543,0.9859187253085915,2.5084356708366813,10.294,10.658,6.538825959379047,0.08904480107535696,2.3950297526351165,0.13310820779305937,0.15605789879186274,0.853,3.1349277904365365,5.307804534203236,0.591,1.052013835385145,2.037932560693737,0.516,61.003,60.991,7.949500746011707,3.8305979570756343,8.082635142889936,0.492,0.2901411683691037,0.784115689200046,0.37,3.538620452197866,7.300355790198554,0.485,0.448066108114312,0.6050728796051877,0.741,2.7333868931481695,5.888213015035006,0.464,0.3590037874440492,0.805233559049696,0.446,2.4,0.4,2.8,3.7,5.2,9.0,0.632,0.351,0.275,5.0,21.1,13.1,2.4,1.6,3.3,7.1,22.6
351,80.0,205,83.0,30.5,9,12,7,11,12,8,10,11,5,7,12,15,13,7,11,4.386,4.15029800466442,9.548587717025137,0.448,0.24669603524229075,1.2407359419538744,0.199,3.9084391465837443,8.307851775071263,0.47,2.0461259393625295,3.4126284875183557,0.6,2.602401312948087,6.502046147148454,9.10444746009654,0.4958106590653883,0.4363952982150632,2.2502394427514156,1.676081886499093,2.752459730082717,-2.256,6.226,5.332987820678933,0.0,2.7281679191500388,0.12576660620195218,0.18623132072212145,0.675,2.5395180098471113,6.017448389047249,0.422,1.2383173533730676,2.111427831044312,0.586,23.154,22.97,8.876621680452764,4.437091858946452,9.378841967784066,0.473,0.0,0.4997823247714411,0.0,4.437091858946452,8.874183717892905,0.5,0.43883326077492385,0.938615585546365,0.468,3.6252503265128437,7.313887679582065,0.496,0.3730082716586853,0.6241184153243363,0.598,-0.6,1.0,0.4,0.1,-0.2,-0.1,0.48,0.13,0.357,9.7,25.5,17.3,3.0,0.8,7.4,13.2,20.3
352,77.0,195,81.25,29.5,5,7,9,10,9,13,10,9,6,11,10,12,8,9,9,3.25,2.269958168856419,4.744476521534202,0.491,0.12372591763388913,0.28869380781240794,0.429,2.14623225122253,4.452483355918224,0.482,0.7011135332587052,1.191068167088906,0.589,1.8971307370529666,6.370217166494314,8.26734790354728,1.3626347728745656,0.5377456049638057,0.6601861427094108,1.35768573616921,2.5646328852119966,-3.152,5.037,3.7942614741059333,0.0,1.5688446355977141,0.0841336239910446,0.16166853237494846,0.52,1.8162964708654925,3.7926117952041487,0.479,0.24910151416956347,0.4949036705355565,0.503,33.946,33.845,5.58593588417787,2.7747673216132376,6.661427094105481,0.419,0.03805584281282317,0.332574974146846,0.114,2.7284384694932786,6.328852119958635,0.431,0.16380558428128236,0.37063081695966915,0.442,2.3180972078593594,5.046535677352637,0.459,0.2481902792140641,0.9116856256463292,0.272,-1.2,2.5,1.2,2.4,6.6,9.0,0.509,0.061,0.251,7.0,24.2,15.5,7.5,1.0,2.1,20.5,10.6
353,82.0,230,83.0,33.0,12,11,10,7,13,7,10,13,13,12,6,13,14,4,11,9.698,4.088937093275488,8.094360086767896,0.532,0.4295010845986985,1.2603036876355749,0.341,3.657266811279827,6.834056399132322,0.535,1.9164859002169197,2.724511930585684,0.703,1.9425162689804776,7.216567817209529,9.159084086190006,1.0845986984815619,1.0650072921730678,0.45845405930967437,1.7386117136659438,2.911891103548858,4.952,6.331,6.206073752711498,0.3015184381778743,2.5726681127982647,0.10086767895878526,0.12581344902386118,0.802,3.003253796095445,5.018438177874187,0.598,0.5574837310195229,1.6898047722342735,0.33,51.632,51.425,9.242041808458922,4.405950413223141,8.484122508507536,0.545,0.43122994652406427,0.8352357802625183,0.516,3.9758094312105015,7.6467087992221705,0.52,0.17641225085075357,0.2537287311618863,0.695,3.2897617890131263,6.355196888672826,0.518,0.5052795333009238,1.0399611084103064,0.486,0.1,0.8,1.0,-1.1,0.3,-0.8,0.566,0.156,0.337,7.7,28.5,18.2,6.1,1.9,1.6,15.8,17.9
354,81.0,235,81.0,28.5,14,10,9,10,18,12,7,8,8,11,5,6,10,13,10,8.658,6.255412613743333,11.960840916222153,0.532,0.2126137433322874,1.2001255098839037,0.177,6.0410417320363985,10.757201129588955,0.562,2.4881079385001565,3.900847191716348,0.638,2.528522121117038,6.645459081836328,9.173981202953366,0.3865704424223408,0.8068862275449104,0.2148203592814371,1.7184813304047695,3.0668662674650697,-3.585,4.846,11.140257295262002,0.0,3.1277063068716666,0.0,0.0,,5.573642924380295,9.771446501411987,0.57,0.470913084405397,0.9822403514276752,0.479,31.87,32.064,8.18063872255489,3.9628243512974057,6.6035429141716575,0.619,0.25499001996007986,0.9396207584830342,0.271,3.7060878243512976,5.665668662674651,0.654,0.3423153692614771,0.42614770459081835,0.803,2.8974550898203595,4.385479041916168,0.661,0.46806387225548907,0.8522954091816367,0.549,1.2,0.1,1.3,-1.6,-2.0,-3.6,0.556,0.1,0.326,10.3,26.5,18.5,2.5,1.4,0.8,11.2,24.6
355,75.5,210,81.0,27.5,11,11,6,9,13,5,9,10,7,4,14,12,10,16,11,5.39,5.28990995539847,11.086425986703697,0.477,0.0,0.0,,5.28990995539847,11.086425986703697,0.477,2.1230329041487845,3.1621644365900874,0.671,1.7271732727425737,7.57749558489614,9.304668857638713,0.9778675418665322,0.5721974602640653,0.11773610293499287,1.7860809559875455,1.8931965351946856,-3.098,3.645,9.658503744845579,0.0,3.159808129260288,0.2874694942354625,0.40292855339560724,0.713,4.538247917192629,9.828157872591097,0.462,0.4594799293107802,0.8624084827063875,0.533,23.766,23.782,11.257926162644017,5.512404339416365,10.452611218568666,0.538,0.22840803969388615,1.2032629719956272,0.19,5.283996299722481,9.24463880245564,0.572,0.2872760911613826,0.4026574720376756,0.713,4.709444117399715,8.154402489277606,0.578,0.2872760911613826,0.6922882852577581,0.415,0.1,0.5,0.6,-2.0,-4.6,-6.6,0.509,0.0,0.285,6.7,29.4,18.1,7.1,1.0,0.3,12.5,22.8
356,80.0,235,81.0,33.0,5,7,6,11,15,10,7,8,9,11,13,16,9,12,11,5.283,2.960129893559445,5.07162186541584,0.584,0.0,0.03463828251849179,0.0,2.960129893559445,5.034097059354141,0.588,1.7001623669493056,2.2572614107883817,0.753,2.5156052679054666,7.464457536854563,9.98006280476003,1.2599675266101389,1.773547042630374,0.9249530474156784,1.2974923326718384,2.4391674599295072,10.206,3.269,5.552228035359914,0.0,2.2962294786216852,0.22226231282698902,0.3319502074688797,0.67,2.551686812195562,4.404834926934873,0.579,0.18473750676528958,0.2958686631787841,0.624,38.801,38.869,7.645990377936146,3.767526820859812,7.944222902570172,0.481,0.11093673621652217,0.48120610254958973,0.231,3.6594715583112514,7.460135326352621,0.491,0.4077285240165685,0.6296019964496129,0.648,2.806555352594613,6.0971982814067776,0.46,0.4423062080321079,0.7390979958321542,0.598,0.9,2.2,3.1,6.7,9.0,15.7,0.629,0.007,0.445,9.7,29.3,19.4,6.4,3.2,3.3,17.6,11.6
357,77.5,250,81.0,31.5,16,10,11,10,14,12,13,15,7,8,13,14,9,11,12,20.34,8.673048320048817,14.819572098699515,0.591,0.15697341825254568,0.23492620418748333,0.668,8.51714274817894,14.583578048129363,0.584,4.216925365165325,5.988482514015484,0.704,2.446436062697838,7.84514574075469,10.291581803452527,0.938636970367263,0.8741432552534459,0.5124651653234918,1.7694214560848176,2.9071326353845,-1.075,3.948,15.886350634987226,0.10464894550169714,3.986270546508524,0.18260173143663477,0.2883185233210023,0.633,7.763243202013654,12.99782616986385,0.597,0.5734335074939935,1.3027725868578621,0.44,52.442,53.108,7.407546885591626,3.628379905099044,7.2525419899073595,0.511,0.15289598553890188,0.412291933418694,0.371,3.4733750094147777,6.841304511561348,0.508,0.5388265421405438,0.9247570987421859,0.583,2.675152519394442,5.351359493861566,0.5,0.25728703773442796,0.566242374030278,0.454,4.0,2.2,6.2,-1.0,2.2,1.2,0.622,0.016,0.404,10.3,30.2,20.8,8.4,1.6,1.6,9.2,31.2
358,85.0,245,84.0,31.0,17,11,9,6,9,10,10,9,7,6,8,10,13,5,9,14.071,6.2775624249818,10.302827571279591,0.614,0.1013754156746227,0.17961079081482068,0.564,6.175085102615062,10.12321678046477,0.61,2.844021172350013,4.074850947442987,0.698,1.0765628381968086,5.417795046901371,6.494357885098179,0.15426693689616502,1.174771380352447,1.2000470976097966,1.6164971173333862,2.378115310647985,10.861,3.485,11.686822376576613,0.10357922905885364,2.999390015938294,0.05178961452942682,0.05178961452942682,1.0,5.7662777198402235,9.1491312646347,0.63,0.3338777277109856,0.9233978079927591,0.362,50.821,50.958,8.614623807841753,4.064994701518898,8.842105263157896,0.487,0.4846344048039563,1.176969268809608,0.412,3.5770634640292007,7.666234938576868,0.467,0.20330468228737392,0.3318811570312806,0.613,3.24518230699792,6.463989952509912,0.502,0.12637858628674598,0.8703638290356767,0.145,1.2,0.2,1.4,1.3,3.0,4.3,0.641,0.017,0.396,4.5,22.8,13.7,0.9,2.1,4.3,11.8,22.5
359,79.5,215,84.0,39.5,9,13,8,14,13,15,6,15,5,14,15,6,10,8,11,8.882,5.009196012647535,10.256281528324203,0.508,0.39603195674736313,1.6692814559146536,0.237,4.611812410996598,8.585648427505975,0.537,1.5908860515073255,2.4262026019164393,0.656,1.827423909632884,6.518826028190771,8.346249937823655,0.7934155583983008,0.9961382506275344,1.0339833944776984,1.5489850594965122,2.4639891871017574,-2.882,6.748,7.0772127151167,0.07974704931090247,2.2667085032946352,0.15814245371823035,0.2784388501363713,0.568,3.3804639038401203,6.081050421182208,0.556,1.0718544085346724,2.2288624459945456,0.481,41.431,41.432,8.824676578490056,4.294072214713266,8.34890905580228,0.529,0.23923537362425182,0.47847074724850364,0.5,4.054836841089013,7.871789920834138,0.515,0.5163158910986677,0.7163545085923925,0.721,3.2181888395443137,6.3214906352577716,0.509,0.31492566132458005,0.8339447769839737,0.378,0.1,0.6,0.7,1.1,1.3,2.5,0.53,0.163,0.237,7.4,26.9,17.1,4.8,1.8,3.4,12.0,21.2
360,78.0,240,80.0,27.5,10,15,10,8,12,6,6,18,11,5,9,4,6,12,12,14.597,5.012487638076401,11.482726830821838,0.517,1.8576241639987263,4.912988819792488,0.378,3.1558021421746933,6.571615347223387,0.48,1.815384099632914,2.4358437117618474,0.745,1.3986154645568987,6.894448892447293,8.29306435700419,0.6195209440319148,0.41846810781958904,0.1578596210301575,1.138604401682898,2.941419802508674,5.68,12.808,3.795973784341004,0.0,2.09698452873833,0.04036272817177626,0.04036272817177626,1.0,1.8576241639987263,3.814747146281366,0.487,1.2540605776161184,2.7165054727702445,0.462,59.659,59.952,10.21510541766747,4.970242860955432,9.162396583933814,0.558,0.2774219375500401,0.9144649052575395,0.303,4.690952762209768,8.2497998398719,0.569,0.49599679743795044,0.5968775020016014,0.831,3.6559914598345347,6.676808113157192,0.548,0.5370963437416599,0.9742460635174807,0.551,0.9,0.1,1.0,-0.6,-1.4,-2.0,0.546,0.428,0.212,5.3,25.4,15.4,3.5,0.7,0.5,8.3,21.9
