,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
276,73.0,180,76.0,29.0,4,7,10,14,6,5,12,9,16,8,8,6,15,11,9,8.82,3.225,7.954,0.47,1.023,3.999,0.256,2.203,3.954,0.557,1.342,2.18,0.616,0.592,1.613,2.205,6.09,1.159,0.342,3.453,1.909,9.75,11.705,2.364,2.978,1.771,0.932,1.113,0.837,0.249,0.5,0.498,1.021,2.341,0.436,57.749,57.634,8.388,3.499,10.023,0.418,1.385,5.342,0.259,2.112,4.681,0.451,0.91,1.181,0.771,0.158,0.774,0.204,1.047,2.727,0.384,-0.2,1.5,1.2,0.495,0.503,0.274,2.3,5.7,4.1,30.3,2.0,1.1,27.9,19.1
277,73.5,175,76.25,33.0,11,13,7,12,11,4,10,9,11,15,11,12,12,8,10,5.634,2.027,4.92,0.468,0.549,1.631,0.337,1.475,3.288,0.449,1.026,1.394,0.736,0.42,0.869,1.289,1.607,0.366,0.053,1.369,1.053,0.343,9.827,1.895,0.87,1.183,0.5,0.764,0.654,0.447,0.709,0.63,0.529,1.816,0.291,23.485,23.374,4.0,1.79,3.948,0.507,0.422,1.764,0.239,1.37,2.184,0.627,0.369,0.394,0.937,0.343,0.368,0.932,0.658,1.42,0.463,-0.1,0.7,0.5,0.509,0.332,0.283,3.8,8.5,6.1,21.8,1.6,0.4,19.8,26.6
278,70.5,185,74.0,37.5,8,14,15,12,6,3,14,17,12,16,12,13,10,8,12,7.405,2.339,5.21,0.539,0.935,2.49,0.376,1.405,2.721,0.516,1.788,2.15,0.832,0.489,0.914,1.403,3.701,0.638,0.171,2.256,1.425,7.043,12.419,1.618,1.487,1.767,0.574,0.852,0.674,0.235,0.425,0.553,0.597,1.448,0.412,36.746,36.667,6.211,2.638,6.256,0.496,0.935,2.957,0.316,1.703,3.298,0.516,0.638,0.702,0.909,0.361,0.661,0.546,0.703,1.935,0.363,0.9,0.2,1.1,0.601,0.478,0.413,3.0,5.5,4.2,28.7,1.7,0.9,26.8,20.7
279,76.5,200,78.0,27.5,9,12,14,14,11,8,9,9,17,6,6,10,15,6,11,12.829,4.609,11.439,0.505,2.341,7.022,0.333,2.266,4.416,0.513,1.27,1.659,0.766,0.903,2.195,3.098,4.05,1.22,0.171,4.071,2.319,-11.512,15.801,2.146,1.951,1.611,0.536,0.708,0.757,0.536,1.0,0.536,1.195,2.706,0.442,54.791,54.967,10.586,4.462,9.829,0.538,1.659,4.828,0.344,2.805,4.998,0.561,1.194,1.439,0.83,0.341,0.582,0.586,1.269,2.976,0.426,-1.0,0.0,-1.0,0.527,0.614,0.145,3.6,9.0,6.3,27.7,2.2,0.6,25.1,26.8
280,72.0,165,75.0,29.5,7,10,12,12,7,6,8,7,11,10,8,9,13,8,12,4.423,1.602,3.301,0.591,0.701,1.849,0.379,0.9,1.449,0.621,0.524,0.798,0.657,0.199,1.15,1.349,2.075,0.601,0.024,2.325,1.475,-0.852,13.131,1.1,2.325,1.025,0.474,0.65,0.729,0.074,0.15,0.493,0.352,0.65,0.542,28.592,28.365,5.574,2.298,5.1,0.546,0.972,2.724,0.357,1.326,2.376,0.558,0.375,0.425,0.882,0.2,0.324,0.617,0.75,1.625,0.462,-2.6,-0.1,-2.7,0.606,0.56,0.242,1.6,8.9,5.3,22.6,2.1,0.2,38.9,19.2
281,71.5,180,74.25,29.0,7,8,12,11,4,4,8,14,14,14,11,7,11,12,10,8.563,3.205,8.101,0.453,0.923,3.052,0.302,2.282,5.05,0.452,1.228,1.949,0.63,0.742,1.283,2.025,5.104,1.077,0.0,3.409,2.487,-8.925,11.297,2.513,1.874,2.075,1.077,1.639,0.657,0.178,0.514,0.346,1.025,2.899,0.354,56.216,56.985,13.462,5.539,11.309,0.595,2.385,5.332,0.447,3.154,5.976,0.528,1.101,1.309,0.841,0.384,0.693,0.554,1.666,3.974,0.419,-0.9,-2.2,-3.2,0.478,0.377,0.241,2.7,5.2,3.9,29.8,1.9,0.0,27.6,19.6
282,76.5,200,76.0,33.5,11,15,13,11,9,12,17,12,14,18,11,13,8,15,13,19.026,6.873,16.027,0.523,3.026,8.437,0.359,3.846,7.589,0.507,2.256,2.947,0.766,0.847,1.872,2.719,3.41,1.204,0.204,3.871,3.0,0.642,14.53,4.564,3.819,2.59,1.436,2.001,0.718,0.847,1.54,0.55,1.564,4.053,0.386,59.882,59.683,7.386,3.257,8.153,0.453,0.871,3.387,0.257,2.385,4.77,0.5,1.13,1.361,0.83,0.284,0.564,0.504,0.973,2.848,0.342,0.2,2.0,2.2,0.549,0.526,0.184,3.0,7.1,5.0,22.9,2.0,0.6,18.3,31.8
283,75.5,185,81.0,29.0,10,10,8,13,10,7,14,13,8,16,11,8,11,14,11,10.274,3.752,8.449,0.475,0.524,1.548,0.339,3.225,6.902,0.467,2.251,3.201,0.703,1.0,2.799,3.799,3.275,1.15,0.174,3.926,2.198,-2.073,10.918,2.951,1.925,2.725,0.827,1.252,0.661,0.626,1.451,0.431,1.751,4.2,0.417,61.08,60.657,8.974,3.8,8.699,0.516,1.373,4.301,0.319,2.424,4.399,0.551,0.6,0.825,0.727,0.401,0.624,0.643,1.425,2.95,0.483,-2.4,1.6,-0.8,0.521,0.183,0.379,3.6,10.0,6.9,17.3,1.9,0.5,28.5,20.6
284,77.0,200,77.0,30.0,13,19,12,12,9,11,14,13,12,18,12,17,18,14,13,26.595,9.667,21.143,0.537,3.381,9.288,0.364,6.287,11.857,0.53,3.882,4.192,0.926,1.048,2.712,3.76,4.287,1.096,0.165,2.88,2.333,-0.072,12.262,7.191,2.809,3.288,2.523,3.738,0.675,1.07,1.835,0.583,2.69,6.283,0.428,54.852,54.889,7.763,3.261,8.119,0.478,1.24,4.047,0.306,2.024,4.071,0.497,0.689,0.975,0.707,0.476,0.855,0.557,0.856,2.239,0.382,5.1,2.2,7.2,0.578,0.439,0.198,4.0,10.7,7.3,39.1,2.0,0.5,11.1,42.4
285,74.5,205,81.0,36.0,4,14,17,10,6,8,16,12,13,17,6,11,16,18,12,16.776,5.499,13.675,0.511,2.974,7.927,0.375,2.526,5.75,0.439,2.799,3.325,0.842,0.776,1.749,2.525,4.948,1.374,0.175,2.751,2.475,4.55,16.361,2.25,1.952,2.647,0.649,1.124,0.577,0.475,0.85,0.559,1.399,3.775,0.371,59.213,59.166,7.273,3.051,7.45,0.488,1.176,3.776,0.311,1.877,3.674,0.511,0.751,0.849,0.885,0.475,0.9,0.528,0.652,1.925,0.339,2.0,1.7,3.7,0.554,0.58,0.243,2.9,6.4,4.7,28.1,2.3,0.5,15.4,27.4
286,76.5,210,78.0,35.5,6,14,17,7,7,5,11,13,16,14,7,12,18,13,11,21.359,7.332,16.821,0.549,3.822,10.973,0.348,3.512,5.846,0.601,2.872,4.024,0.714,0.743,1.49,2.233,6.052,2.128,0.178,2.796,2.357,9.409,14.908,4.359,5.359,2.716,1.59,2.0,0.795,0.588,1.027,0.573,1.332,2.82,0.472,65.447,65.381,11.208,4.743,10.743,0.521,1.717,5.205,0.33,3.025,5.539,0.546,0.999,1.205,0.829,0.692,1.053,0.657,1.334,3.281,0.407,3.3,0.0,3.3,0.574,0.652,0.239,2.5,5.2,3.8,31.7,3.3,0.5,13.1,29.6
287,69.0,155,71.0,33.5,6,15,15,14,5,6,15,15,10,17,9,13,9,7,11,15.0,5.242,12.541,0.503,2.134,6.378,0.335,3.108,6.161,0.504,2.379,2.838,0.838,0.57,1.321,1.891,3.0,1.297,0.241,4.351,2.837,-12.569,14.493,2.917,1.839,2.405,1.108,1.729,0.641,0.349,0.73,0.478,1.651,3.703,0.446,53.318,53.674,10.244,4.432,9.11,0.562,1.378,3.676,0.375,3.053,5.432,0.562,1.163,1.46,0.797,0.297,0.514,0.578,1.595,3.46,0.461,-1.3,-0.7,-2.0,0.544,0.509,0.226,2.3,5.4,3.8,24.4,2.4,0.8,24.0,30.7
288,70.5,175,71.0,30.5,4,14,12,14,8,9,14,13,16,19,8,11,14,16,12,13.93,4.512,10.814,0.519,2.21,6.023,0.367,2.301,4.792,0.48,2.697,3.558,0.758,0.651,1.813,2.464,4.953,0.953,0.093,2.837,2.211,1.392,14.405,2.602,3.698,2.395,1.048,1.396,0.751,0.255,0.487,0.524,0.999,2.905,0.344,52.413,52.467,8.791,3.698,8.697,0.506,1.397,4.092,0.341,2.304,4.607,0.5,0.838,1.114,0.752,0.209,0.442,0.473,1.257,3.047,0.413,1.8,0.7,2.5,0.563,0.557,0.329,2.6,7.7,5.1,33.3,1.8,0.3,18.6,26.2
289,71.0,185,74.0,31.5,5,14,5,18,9,7,13,6,16,7,14,12,16,10,11,11.559,4.301,8.744,0.5,0.139,0.395,0.352,4.163,8.348,0.499,2.814,3.558,0.791,0.696,2.142,2.838,4.747,0.721,0.232,3.44,2.698,3.627,10.16,3.302,1.254,2.976,1.049,1.558,0.673,0.604,1.071,0.564,2.511,5.72,0.439,55.65,55.155,9.535,3.907,10.142,0.47,1.72,5.466,0.315,2.187,4.674,0.468,0.766,1.002,0.764,0.348,0.605,0.575,1.069,3.069,0.348,0.1,0.9,1.0,0.561,0.045,0.407,2.6,8.2,5.3,27.7,1.3,0.8,25.0,22.0
290,72.5,180,74.0,30.0,4,11,14,11,9,8,11,9,15,15,7,9,15,10,11,7.826,2.699,7.351,0.473,1.552,4.874,0.318,1.149,2.475,0.464,0.876,1.574,0.557,0.626,1.323,1.949,3.626,0.924,0.2,3.824,2.275,-10.901,15.323,1.251,2.25,1.428,0.45,0.6,0.75,0.173,0.425,0.407,0.525,1.452,0.362,48.228,47.932,8.5,3.7,8.149,0.522,1.1,3.551,0.31,2.6,4.599,0.565,1.051,1.426,0.737,0.4,0.55,0.727,1.15,2.623,0.438,-2.6,0.0,-2.6,0.486,0.663,0.214,2.8,6.2,4.5,26.1,1.9,0.7,32.2,22.1
291,75.0,175,80.0,31.5,10,13,12,7,8,8,15,7,14,9,15,12,11,16,12,13.568,4.614,10.317,0.511,1.318,3.976,0.331,3.296,6.34,0.52,3.022,3.886,0.778,0.955,2.454,3.409,6.999,1.135,0.066,3.591,2.683,13.001,11.138,4.046,2.817,3.091,1.5,2.089,0.718,0.523,0.863,0.606,1.272,3.386,0.376,60.374,60.55,8.909,3.705,10.091,0.441,1.5,5.297,0.283,2.204,4.796,0.46,0.817,0.976,0.837,0.228,0.478,0.477,1.158,3.341,0.347,2.0,1.8,3.9,0.564,0.385,0.377,3.3,8.1,5.8,34.4,1.9,0.2,23.0,22.9
292,73.0,175,72.0,33.5,7,14,18,12,3,4,11,13,14,17,14,11,17,9,12,21.12,7.714,16.335,0.568,3.143,7.547,0.416,4.572,8.786,0.52,2.549,3.713,0.687,1.023,1.642,2.665,4.573,0.879,0.096,3.355,3.216,4.834,13.364,5.095,3.072,3.07,2.026,2.927,0.692,0.524,1.118,0.469,2.024,4.74,0.427,55.081,55.344,8.569,3.619,9.121,0.47,1.333,4.738,0.281,2.286,4.381,0.522,0.835,1.023,0.816,0.263,0.452,0.582,1.189,2.905,0.409,3.1,0.9,4.1,0.588,0.462,0.227,3.8,6.2,5.0,32.6,1.6,0.3,15.7,34.0
293,73.0,185,75.25,27.5,8,12,8,17,8,7,9,12,16,16,9,10,17,8,12,8.297,2.842,6.704,0.483,0.795,2.16,0.368,2.045,4.548,0.45,1.82,2.568,0.709,0.501,1.839,2.34,7.158,1.25,0.069,3.431,2.795,8.09,11.801,2.318,2.5,2.137,1.022,1.318,0.775,0.137,0.455,0.301,0.887,2.772,0.32,55.147,55.329,10.657,4.433,10.137,0.526,1.795,5.158,0.348,2.636,4.978,0.53,1.022,1.204,0.849,0.387,0.432,0.896,1.227,3.342,0.367,1.0,-0.2,0.8,0.53,0.322,0.383,2.2,6.8,4.7,35.3,2.3,0.3,30.5,18.5
294,74.0,205,77.0,35.0,8,10,12,15,6,4,14,13,15,13,13,8,16,16,12,11.244,4.511,8.924,0.508,0.049,0.17,0.288,4.464,8.754,0.51,2.173,3.611,0.602,0.829,2.146,2.975,7.39,1.268,0.146,3.364,2.708,5.145,8.972,4.341,2.732,3.022,1.681,2.34,0.718,0.487,0.754,0.646,2.293,5.658,0.405,60.994,60.79,9.953,4.194,10.486,0.474,1.561,5.097,0.306,2.634,5.389,0.489,0.952,1.073,0.887,0.586,0.853,0.687,1.097,3.461,0.317,1.7,1.0,2.7,0.535,0.019,0.405,2.8,7.7,5.2,36.3,2.1,0.5,24.2,20.3
295,70.0,170,73.0,34.5,8,11,13,11,7,5,8,11,11,16,15,10,13,13,10,14.417,5.244,12.66,0.463,1.243,3.705,0.335,3.999,8.951,0.447,2.686,4.122,0.652,0.706,1.879,2.585,4.657,1.537,0.121,3.486,3.342,-3.244,11.836,4.438,2.559,3.267,1.976,3.123,0.633,0.245,0.78,0.314,1.781,5.05,0.353,56.936,56.755,11.392,5.024,10.78,0.528,1.34,4.487,0.299,3.683,6.293,0.585,1.171,1.463,0.8,0.585,0.804,0.728,1.926,4.023,0.479,0.6,-0.4,0.2,0.498,0.293,0.326,2.7,7.0,4.9,26.9,2.7,0.4,19.4,28.5
296,73.0,190,77.0,26.0,7,17,6,11,10,10,12,16,19,15,10,14,17,15,13,16.335,5.898,13.846,0.481,1.514,4.567,0.332,4.386,9.284,0.472,3.027,3.924,0.771,0.717,2.411,3.128,7.642,1.488,0.127,3.821,3.153,-1.104,12.399,4.153,2.461,3.025,1.566,2.281,0.687,0.513,0.923,0.556,2.307,6.077,0.38,63.272,63.388,10.384,4.333,9.718,0.534,1.717,4.641,0.37,2.615,5.077,0.515,0.795,0.871,0.913,0.464,0.846,0.548,1.359,3.359,0.405,2.6,0.8,3.3,0.524,0.33,0.283,2.6,8.5,5.6,40.7,2.3,0.4,19.7,28.2
297,69.0,165,73.0,30.0,6,8,7,11,3,5,8,9,13,12,7,6,9,12,10,2.468,1.0,2.032,0.569,0.312,0.969,0.322,0.688,1.062,0.648,0.156,0.187,0.834,0.218,0.189,0.407,1.563,0.187,0.0,1.595,1.002,-3.937,13.374,0.688,0.72,0.373,0.249,0.281,0.886,0.093,0.187,0.497,0.345,0.593,0.582,19.262,19.205,4.218,1.78,3.782,0.557,0.656,1.657,0.396,1.124,2.125,0.529,0.407,0.47,0.866,0.063,0.187,0.337,0.658,1.469,0.448,-2.9,-2.2,-5.1,0.584,0.477,0.092,2.6,2.2,2.4,23.8,1.0,0.0,43.0,17.4
298,80.0,230,84.0,31.5,11,18,15,12,13,10,14,5,17,14,6,16,14,14,12,18.813,6.521,12.688,0.641,3.233,7.312,0.442,3.292,5.375,0.612,2.54,2.666,0.953,0.876,2.562,3.438,7.979,1.813,0.29,3.937,2.394,20.456,14.844,3.75,3.999,1.978,1.146,1.333,0.86,0.728,1.206,0.604,1.415,2.833,0.499,65.955,66.051,10.98,4.562,9.979,0.55,1.854,4.938,0.375,2.708,5.042,0.537,0.897,1.124,0.798,0.416,0.709,0.587,1.394,3.207,0.435,3.3,0.7,4.0,0.679,0.576,0.21,3.5,9.0,6.4,36.1,2.8,0.9,22.1,25.0
299,72.0,165,73.0,41.0,8,11,5,10,8,6,14,11,11,10,12,9,13,12,11,8.813,3.159,7.763,0.464,0.893,2.997,0.298,2.262,4.763,0.475,1.605,2.183,0.735,0.683,2.291,2.974,6.553,0.973,0.104,4.105,2.423,-2.157,11.721,2.159,2.289,1.974,0.737,1.21,0.609,0.343,0.817,0.42,1.184,2.737,0.433,60.544,60.479,10.92,4.683,10.291,0.53,1.552,4.816,0.322,3.131,5.472,0.572,1.079,1.263,0.854,0.447,0.737,0.607,1.605,3.473,0.462,-0.6,0.3,-0.3,0.505,0.386,0.281,2.5,8.1,5.3,32.8,1.6,0.3,32.0,19.0
300,71.0,180,78.0,31.0,5,12,10,8,11,8,13,15,14,12,14,10,17,15,12,14.085,5.043,11.397,0.496,1.209,3.416,0.354,3.833,7.979,0.48,2.791,4.269,0.654,1.062,2.065,3.127,7.356,1.833,0.229,3.707,2.666,11.082,10.339,4.499,2.815,3.084,1.916,2.812,0.681,0.313,0.646,0.485,1.583,4.522,0.35,62.764,62.753,11.77,4.895,10.042,0.586,1.978,4.812,0.411,2.916,5.23,0.558,1.021,1.207,0.846,0.542,0.647,0.838,1.353,3.376,0.401,2.0,-0.4,1.6,0.53,0.3,0.375,3.7,7.2,5.4,34.3,2.9,0.7,21.8,24.2
301,73.0,165,77.25,30.0,8,13,19,6,6,6,14,7,19,14,9,10,13,8,11,8.784,2.761,7.073,0.51,1.691,4.715,0.359,1.073,2.357,0.455,1.57,1.953,0.804,0.691,1.524,2.215,6.903,1.238,0.07,3.308,2.286,4.571,15.489,1.381,2.476,1.809,0.526,0.785,0.67,0.166,0.382,0.435,0.381,1.19,0.32,50.839,50.827,9.286,3.834,8.383,0.554,1.62,4.166,0.389,2.214,4.214,0.525,0.977,1.049,0.931,0.284,0.547,0.519,0.953,2.617,0.364,1.6,-0.2,1.4,0.554,0.667,0.276,3.1,6.4,4.8,39.5,2.4,0.2,29.4,19.9
302,70.5,175,70.0,33.5,6,6,8,10,3,4,17,15,14,12,16,5,17,8,11,11.537,4.536,9.439,0.484,0.073,0.292,0.25,4.463,9.145,0.488,2.388,4.315,0.553,0.416,0.854,1.27,6.244,1.464,0.05,3.416,2.489,-5.269,7.893,4.488,2.293,3.634,1.999,3.001,0.666,0.246,0.416,0.591,2.219,5.731,0.387,56.091,56.82,8.561,3.586,8.659,0.494,1.39,3.878,0.358,2.194,4.78,0.459,0.708,0.928,0.763,0.391,0.731,0.535,1.1,3.123,0.352,1.4,0.3,1.7,0.509,0.031,0.457,1.6,3.2,2.5,37.7,2.6,0.2,23.2,23.7
303,72.0,195,79.25,32.0,8,17,12,8,5,4,13,8,12,10,15,16,12,18,11,19.539,6.462,14.359,0.555,3.026,7.486,0.404,3.437,6.872,0.5,3.59,3.975,0.903,0.691,1.411,2.102,5.613,1.41,0.204,3.514,2.23,18.643,15.286,3.18,3.307,2.846,1.025,1.742,0.588,0.563,1.281,0.44,1.847,3.847,0.48,62.244,61.987,10.282,4.18,10.052,0.512,1.924,5.36,0.359,2.257,4.692,0.481,0.668,0.82,0.815,0.307,0.564,0.544,1.282,3.307,0.388,2.4,0.2,2.6,0.606,0.521,0.277,2.4,4.9,3.7,27.8,2.3,0.6,17.9,28.0
304,73.5,200,77.25,32.5,10,16,16,15,8,7,13,11,11,18,8,14,16,14,12,25.488,8.903,20.44,0.554,4.853,13.586,0.357,4.05,6.853,0.591,2.83,3.316,0.853,0.83,2.0,2.83,2.926,1.682,0.146,4.268,2.222,1.585,15.979,3.953,3.488,2.684,1.073,1.438,0.746,0.901,1.514,0.595,2.074,3.902,0.532,61.663,61.778,8.805,3.779,9.319,0.472,1.245,4.244,0.293,2.539,5.075,0.5,0.902,1.123,0.803,0.586,0.88,0.666,1.05,3.072,0.342,1.2,1.5,2.7,0.582,0.665,0.162,3.1,6.9,5.1,20.5,2.7,0.4,16.3,38.9
305,76.0,205,81.0,33.5,6,18,7,17,12,8,15,6,13,14,14,15,12,12,12,12.026,4.053,8.488,0.56,1.406,3.622,0.388,2.649,4.867,0.544,2.513,2.945,0.853,1.026,2.946,3.972,4.541,1.135,0.268,2.864,2.002,6.162,12.589,2.811,2.298,2.27,1.053,1.243,0.847,0.352,0.65,0.542,1.244,2.975,0.418,50.746,50.752,8.137,3.432,7.298,0.557,1.269,3.567,0.356,2.162,3.73,0.58,0.703,0.837,0.84,0.378,0.595,0.635,1.083,2.297,0.471,1.2,1.6,2.8,0.615,0.427,0.347,4.7,12.4,8.7,28.6,2.2,0.9,22.6,22.5
306,72.5,185,74.0,28.0,7,16,11,8,10,9,7,11,11,10,9,15,16,10,10,19.176,6.799,17.226,0.498,3.551,10.65,0.333,3.251,6.575,0.494,2.022,2.425,0.834,0.749,2.102,2.851,2.251,1.25,0.0,4.524,3.05,-17.0,16.691,2.199,1.376,1.977,0.574,0.951,0.604,0.524,1.151,0.455,2.151,4.472,0.481,53.658,53.831,11.725,4.851,10.249,0.572,2.026,5.001,0.405,2.824,5.25,0.538,1.35,1.525,0.885,0.326,0.623,0.523,1.15,3.099,0.371,-1.0,-0.9,-1.9,0.524,0.618,0.141,3.0,8.6,5.8,21.7,2.3,0.0,19.8,39.0
307,73.5,180,79.0,34.0,7,17,16,4,10,7,7,10,18,13,14,14,12,17,12,15.42,5.234,11.582,0.541,2.071,5.511,0.376,3.163,6.07,0.521,2.885,3.326,0.867,1.071,2.65,3.721,6.347,1.465,0.069,3.279,2.605,5.929,13.785,3.349,2.162,2.929,1.281,1.814,0.706,0.395,0.723,0.546,1.488,3.535,0.421,54.968,55.14,8.954,3.837,8.72,0.513,1.28,4.209,0.304,2.559,4.51,0.567,0.885,1.071,0.826,0.372,0.487,0.764,1.303,2.954,0.441,3.1,1.4,4.5,0.591,0.476,0.287,4.1,10.5,7.3,38.5,2.7,0.2,20.1,26.6
308,75.0,205,75.0,34.0,11,10,7,6,8,4,11,16,17,13,13,10,9,17,10,12.074,4.348,11.024,0.444,1.098,4.1,0.268,3.249,6.925,0.469,2.275,3.2,0.711,0.85,1.998,2.848,5.575,0.6,0.15,3.474,2.825,-2.975,10.923,3.599,2.275,2.852,1.1,1.625,0.677,0.7,1.3,0.538,1.45,3.998,0.363,53.869,54.411,9.524,4.049,8.574,0.555,1.423,3.675,0.387,2.626,4.9,0.536,0.8,1.099,0.728,0.449,0.574,0.782,1.375,3.225,0.426,1.0,0.2,1.2,0.486,0.372,0.29,3.2,8.0,5.5,36.7,1.1,0.5,21.8,26.0
309,69.5,165,69.25,31.5,7,6,19,16,6,6,20,6,18,9,9,6,15,12,11,9.317,3.365,7.487,0.534,1.269,3.415,0.372,2.099,4.074,0.515,1.318,2.221,0.593,1.145,0.975,2.12,6.66,1.757,0.073,3.173,2.317,2.122,12.474,2.681,2.756,2.268,1.219,1.731,0.704,0.121,0.292,0.414,0.756,2.049,0.369,58.779,58.523,8.173,3.463,8.172,0.5,1.244,3.634,0.342,2.22,4.536,0.489,0.828,1.025,0.808,0.389,0.803,0.484,0.999,2.707,0.369,0.9,0.7,1.6,0.55,0.456,0.297,4.0,3.9,3.9,33.1,3.0,0.2,27.3,17.7
310,69.5,175,71.0,30.5,9,9,10,17,9,7,15,12,12,16,15,8,16,16,12,15.92,5.551,12.368,0.498,1.21,4.132,0.293,4.341,8.237,0.527,3.607,5.16,0.699,0.738,1.973,2.711,5.105,1.026,0.026,3.236,2.79,3.263,11.228,4.632,2.657,3.658,2.026,2.893,0.7,0.29,0.551,0.526,2.027,4.79,0.423,56.673,56.258,9.289,3.87,9.499,0.489,1.553,4.709,0.33,2.315,4.791,0.483,0.764,0.974,0.784,0.554,0.761,0.728,1.0,3.054,0.327,1.9,0.8,2.8,0.544,0.334,0.417,2.9,7.1,5.0,32.2,1.8,0.1,18.1,28.8
311,73.0,195,75.25,31.0,12,9,12,12,6,10,8,7,16,8,11,8,16,11,10,5.382,2.096,4.666,0.457,0.071,0.335,0.212,2.023,4.335,0.467,1.119,1.881,0.595,0.262,1.071,1.333,3.595,0.952,0.214,2.31,1.809,0.548,8.503,2.001,1.714,1.736,0.572,0.786,0.728,0.43,0.811,0.53,1.024,2.74,0.374,38.89,38.6,6.333,2.74,6.238,0.508,0.857,2.572,0.333,1.881,3.667,0.513,0.595,0.761,0.782,0.143,0.5,0.286,1.143,2.405,0.475,-0.9,0.4,-0.5,0.49,0.072,0.403,1.4,6.0,3.7,28.2,2.5,1.0,29.6,18.1
312,72.0,190,76.0,27.5,8,9,11,11,4,4,12,11,17,14,8,7,16,7,10,13.776,5.125,11.451,0.514,1.525,4.048,0.377,3.601,7.398,0.487,2.001,3.151,0.635,0.749,1.579,2.328,5.725,1.751,0.025,4.026,2.127,-3.074,10.139,4.951,3.974,2.602,1.925,2.777,0.693,0.55,0.799,0.688,1.124,3.824,0.294,61.592,61.295,9.999,4.074,9.126,0.548,1.849,4.875,0.379,2.225,4.25,0.524,0.674,0.825,0.817,0.301,0.525,0.573,1.251,2.897,0.432,0.3,0.2,0.5,0.537,0.354,0.275,2.7,5.7,4.2,31.7,2.9,0.1,23.9,25.0
313,68.5,165,70.0,27.0,4,12,10,13,9,5,7,17,16,10,9,10,14,11,11,5.123,1.856,4.17,0.541,0.804,2.389,0.337,1.048,1.78,0.589,0.611,1.367,0.447,0.538,1.095,1.633,3.635,0.61,0.022,1.414,1.439,1.097,11.886,1.707,2.122,1.247,0.683,0.78,0.876,0.171,0.319,0.536,0.194,0.684,0.284,32.107,32.146,6.658,2.95,6.071,0.548,0.757,2.317,0.327,2.196,3.754,0.585,0.781,0.903,0.865,0.367,0.584,0.628,1.049,2.271,0.462,1.4,-0.7,0.7,0.537,0.573,0.328,3.5,7.9,5.6,33.3,1.9,0.1,22.9,17.5
314,72.0,165,78.0,27.5,8,13,17,16,6,9,6,7,20,9,10,11,18,11,12,15.534,5.465,11.534,0.579,2.418,6.117,0.395,3.047,5.42,0.562,2.187,3.047,0.718,0.906,1.444,2.35,9.327,1.815,0.047,3.0,2.21,14.278,14.311,3.303,3.023,2.792,1.303,1.72,0.758,0.349,0.793,0.44,1.398,2.907,0.481,63.627,63.514,10.279,4.279,10.582,0.486,1.721,5.302,0.325,2.559,5.281,0.485,0.978,1.164,0.84,0.349,0.534,0.654,1.232,3.581,0.344,4.5,0.4,5.0,0.603,0.53,0.264,3.1,5.0,4.1,42.5,2.9,0.1,18.9,22.3
315,72.0,205,74.0,30.5,6,17,8,8,5,7,12,19,14,10,14,14,16,8,11,15.692,5.051,10.973,0.527,1.461,4.411,0.331,3.591,6.565,0.547,4.129,4.462,0.925,0.846,1.64,2.486,6.487,1.179,0.077,3.696,2.536,-2.025,12.652,3.745,2.257,3.077,1.307,1.848,0.707,0.561,0.795,0.706,1.718,3.923,0.438,59.337,59.723,10.309,4.435,9.948,0.518,1.436,4.745,0.303,2.998,5.205,0.576,1.207,1.487,0.812,0.487,0.641,0.76,1.306,3.078,0.424,2.4,0.1,2.5,0.607,0.402,0.407,3.2,6.0,4.6,38.0,2.0,0.2,22.2,25.0
316,76.0,205,82.25,33.0,7,12,12,16,6,7,13,11,18,11,14,9,13,16,12,11.75,4.299,8.999,0.561,1.5,3.875,0.387,2.802,5.125,0.547,1.65,2.374,0.695,0.576,1.998,2.574,7.249,2.649,0.099,3.298,1.8,12.0,11.309,3.451,3.724,2.001,1.325,1.824,0.726,0.399,0.675,0.591,1.074,2.624,0.409,58.721,58.763,9.751,4.0,9.124,0.534,1.749,5.099,0.343,2.25,4.026,0.559,0.724,0.798,0.907,0.199,0.249,0.799,1.326,2.975,0.446,1.9,0.6,2.6,0.585,0.431,0.264,2.3,7.4,5.0,36.5,4.5,0.3,24.7,20.7
