,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
41,79.5,225,88.25,26.5,7,16,13,7,16,15,11,11,9,13,9,17,8,11,12,11.475,4.315,8.894,0.574,1.579,3.949,0.4,2.737,4.948,0.553,1.263,1.605,0.787,2.395,8.445,10.84,0.632,1.317,1.263,1.737,2.658,2.025,12.263,3.473,0.053,1.685,0.053,0.105,0.505,1.683,2.975,0.566,1.001,1.869,0.536,60.856,60.8,6.0,2.869,7.422,0.404,0.261,0.763,0.342,2.606,6.658,0.391,0.079,0.21,0.376,2.132,5.265,0.405,0.395,1.184,0.334,-0.1,3.5,3.4,0.598,0.444,0.18,8.4,30.1,19.2,3.3,2.2,4.0,15.3,16.6
42,80.5,220,82.0,25.0,9,7,15,16,17,16,8,16,9,15,8,7,7,6,11,8.651,3.021,7.023,0.485,0.766,2.161,0.354,2.256,4.861,0.464,1.837,2.628,0.699,2.395,7.907,10.302,0.906,0.743,0.604,1.396,2.348,1.232,9.145,3.766,0.047,2.117,0.0,0.021,0.0,1.884,3.976,0.474,0.372,0.861,0.432,54.328,54.21,9.046,4.326,8.581,0.527,0.397,0.907,0.438,3.928,7.675,0.512,0.209,0.419,0.499,3.418,6.466,0.529,0.303,0.792,0.383,-0.4,1.3,0.9,0.529,0.308,0.374,9.4,33.0,20.9,5.4,1.4,2.0,14.6,15.7
43,79.0,215,84.0,31.5,16,17,7,11,14,7,8,7,13,6,9,18,11,8,10,18.307,7.144,11.903,0.601,0.021,0.021,1.0,7.12,11.879,0.599,4.0,4.692,0.853,2.476,7.618,10.094,0.619,1.049,0.524,1.189,2.929,12.047,3.702,12.999,0.096,3.165,0.021,0.071,0.296,6.451,10.524,0.613,0.62,1.287,0.482,64.556,64.765,11.262,5.499,9.333,0.603,0.263,0.952,0.276,5.238,8.383,0.625,0.334,0.524,0.637,4.308,6.903,0.624,0.595,0.953,0.624,2.9,-0.6,2.3,0.655,0.002,0.394,8.7,27.2,17.9,3.1,1.6,1.6,7.8,21.2
44,81.0,230,80.0,28.5,13,8,10,14,18,15,5,15,10,11,8,9,10,14,12,11.567,4.437,7.827,0.568,0.022,0.13,0.169,4.415,7.694,0.574,2.675,4.347,0.615,3.021,9.502,12.523,1.585,1.26,1.568,1.262,3.0,12.937,2.615,8.608,0.131,3.218,0.043,0.064,0.672,4.262,7.303,0.584,0.108,0.324,0.333,67.417,67.475,9.326,4.565,9.674,0.482,0.196,0.631,0.311,4.37,9.045,0.483,0.347,0.782,0.444,3.74,7.695,0.486,0.281,0.566,0.496,1.3,2.1,3.5,0.594,0.017,0.555,10.4,29.9,20.6,6.5,1.9,4.7,11.5,14.8
45,79.0,220,83.25,26.0,13,8,12,12,12,10,14,13,12,12,10,8,6,8,11,9.853,3.754,7.197,0.537,0.22,0.513,0.429,3.536,6.684,0.529,2.12,3.461,0.613,1.83,5.27,7.1,1.293,0.855,0.684,1.194,2.342,-2.0,5.636,6.293,0.05,2.61,0.0,0.023,0.0,3.146,5.977,0.526,0.389,0.685,0.568,49.92,49.607,9.195,4.51,8.61,0.534,0.17,0.514,0.331,4.343,8.1,0.536,0.415,0.513,0.809,3.755,7.097,0.529,0.171,0.487,0.351,1.0,-0.7,0.3,0.565,0.071,0.481,8.4,23.2,16.0,8.1,1.7,2.4,12.0,18.1
46,80.5,215,82.0,32.0,12,7,13,13,5,12,11,14,6,5,14,7,9,10,10,14.539,5.976,10.706,0.561,0.05,0.098,0.51,5.928,10.61,0.559,2.537,4.219,0.601,2.194,6.271,8.465,0.977,0.878,1.22,1.294,3.001,-4.391,2.983,11.658,0.05,3.293,0.292,0.365,0.8,5.537,10.0,0.554,0.097,0.244,0.398,59.488,59.383,8.024,3.925,8.194,0.489,0.17,0.319,0.533,3.756,7.879,0.477,0.17,0.682,0.249,3.389,6.684,0.507,0.195,0.511,0.382,1.7,0.6,2.3,0.579,0.009,0.394,7.5,21.4,14.5,6.1,1.5,3.5,9.3,20.9
47,83.5,230,89.0,34.0,12,9,7,12,10,18,13,15,7,9,11,10,9,12,11,16.77,6.742,11.695,0.576,0.0,0.052,0.0,6.742,11.641,0.579,3.282,4.973,0.66,2.796,6.949,9.745,0.615,1.613,1.515,1.438,2.769,12.563,2.62,13.026,0.102,3.59,0.051,0.179,0.285,6.436,10.973,0.587,0.23,0.488,0.471,56.615,56.726,6.614,3.232,8.0,0.414,0.153,0.589,0.26,3.078,7.409,0.415,0.077,0.154,0.5,2.768,6.488,0.427,0.231,0.768,0.301,2.7,2.4,5.1,0.604,0.004,0.425,10.7,27.5,19.0,3.8,2.8,5.7,9.4,24.0
48,77.0,205,81.25,32.0,11,14,13,13,13,10,6,12,10,5,6,18,10,12,12,14.859,5.428,10.642,0.521,0.238,0.976,0.244,5.19,9.667,0.537,3.764,4.476,0.841,2.381,7.334,9.715,0.735,0.476,0.928,1.261,3.07,-0.355,4.045,9.667,0.094,3.43,0.0,0.022,0.0,4.834,8.905,0.543,0.356,0.735,0.484,59.004,58.913,8.903,4.404,9.333,0.477,0.096,0.333,0.288,4.31,9.0,0.479,0.262,0.691,0.379,3.832,7.618,0.503,0.213,0.691,0.308,1.9,1.2,3.1,0.589,0.092,0.421,8.6,27.2,17.8,4.3,0.8,2.8,9.1,21.1
49,74.0,185,78.0,33.5,6,13,10,12,12,8,17,15,11,10,8,13,14,7,10,11.725,4.35,9.375,0.479,0.275,0.625,0.44,4.075,8.75,0.466,2.751,3.725,0.739,2.949,6.702,9.651,1.35,1.301,0.676,1.7,2.95,2.352,5.03,7.152,0.15,3.0,0.099,0.274,0.361,3.475,7.399,0.47,0.5,1.076,0.465,56.047,56.298,8.451,4.175,7.624,0.554,0.1,0.325,0.308,4.076,7.301,0.558,0.375,0.601,0.624,3.576,6.426,0.556,0.126,0.275,0.458,0.8,0.4,1.2,0.532,0.067,0.397,10.9,26.4,18.4,7.7,2.3,2.3,13.4,20.0
50,80.0,220,83.0,32.0,14,10,13,8,10,6,9,11,7,12,12,12,9,10,12,13.28,5.207,10.18,0.518,0.128,0.616,0.208,5.076,9.564,0.531,2.745,4.332,0.634,1.436,6.128,7.564,0.487,0.256,0.23,1.666,3.258,-10.511,4.172,9.538,0.154,3.179,0.102,0.23,0.443,4.565,8.54,0.535,0.307,0.793,0.387,55.293,55.224,9.847,4.822,8.665,0.568,0.204,0.616,0.331,4.616,8.051,0.573,0.306,0.462,0.662,4.051,6.949,0.583,0.256,0.641,0.399,0.1,-0.7,-0.6,0.549,0.061,0.426,5.7,24.8,15.2,3.4,0.5,0.8,12.1,23.0
51,81.5,255,83.0,29.0,8,16,13,13,9,14,7,14,10,16,11,17,9,12,12,16.789,6.511,12.557,0.585,1.675,3.535,0.474,4.836,9.022,0.536,2.093,2.513,0.833,1.906,8.465,10.371,0.859,1.583,1.72,0.906,2.72,14.697,9.606,7.861,0.14,2.374,0.28,0.303,0.924,3.651,6.465,0.565,0.905,2.257,0.401,68.67,68.67,8.719,4.209,9.977,0.437,0.301,0.836,0.36,3.906,9.14,0.427,0.279,0.487,0.573,3.279,7.792,0.421,0.349,0.861,0.405,2.0,2.0,4.0,0.614,0.282,0.2,6.2,26.5,16.5,3.7,2.3,4.8,6.2,19.2
52,80.0,225,85.25,31.0,12,17,12,16,10,11,7,16,4,13,10,18,13,11,12,18.333,7.245,11.978,0.621,0.378,0.89,0.425,6.868,11.09,0.619,3.468,4.133,0.839,2.532,6.158,8.69,0.311,1.577,0.822,1.157,2.776,10.466,4.208,12.444,0.0,3.379,0.201,0.243,0.827,6.022,9.667,0.623,0.643,1.178,0.546,51.826,51.72,7.735,3.821,8.2,0.471,0.089,0.398,0.224,3.733,7.799,0.479,0.179,0.445,0.402,3.268,6.776,0.482,0.287,0.578,0.497,4.1,1.1,5.3,0.664,0.074,0.345,10.4,27.3,18.5,2.2,3.0,3.2,7.7,25.5
53,86.0,240,93.0,31.5,15,5,13,7,12,7,5,15,5,13,6,5,14,13,10,17.389,7.51,10.294,0.73,0.0,0.022,0.0,7.51,10.268,0.731,2.365,4.441,0.533,2.611,7.705,10.316,0.389,1.048,1.584,1.608,3.121,13.976,2.616,14.831,0.0,3.291,0.022,0.05,0.44,7.39,10.072,0.734,0.098,0.146,0.671,57.347,57.296,10.414,5.121,10.317,0.505,0.171,0.512,0.334,4.951,9.803,0.505,0.267,0.513,0.52,4.391,8.562,0.513,0.292,0.732,0.399,3.1,0.8,3.9,0.71,0.002,0.431,9.9,30.3,19.9,2.1,1.8,5.1,11.6,21.2
54,82.5,275,83.0,29.0,8,17,12,4,16,18,11,14,11,5,14,18,7,12,11,13.001,4.598,10.488,0.513,1.556,4.069,0.382,3.043,6.423,0.474,2.246,2.668,0.842,2.09,8.397,10.487,1.334,1.576,1.376,1.622,2.578,14.534,11.862,3.998,0.0,2.111,0.021,0.089,0.236,1.932,3.911,0.494,1.044,2.422,0.431,64.96,64.87,9.334,4.622,9.357,0.499,0.09,0.535,0.168,4.533,8.824,0.514,0.445,0.71,0.627,3.846,7.645,0.503,0.243,0.467,0.52,0.3,1.4,1.7,0.557,0.388,0.254,7.0,29.1,17.8,6.1,2.4,4.0,12.2,18.4
55,79.5,230,85.0,34.0,7,10,6,6,12,9,6,6,8,9,6,11,16,11,9,12.794,4.718,9.334,0.514,0.154,0.512,0.301,4.564,8.82,0.517,3.205,4.488,0.714,2.487,7.692,10.179,0.641,0.642,1.358,1.716,2.126,3.513,5.407,7.383,0.052,2.795,0.052,0.102,0.51,3.64,6.77,0.538,0.871,1.949,0.447,56.417,56.168,6.976,3.282,7.871,0.443,0.41,1.0,0.41,2.872,6.872,0.418,0.204,0.487,0.419,2.41,5.696,0.423,0.254,0.693,0.367,0.5,2.5,3.0,0.566,0.055,0.481,9.8,29.2,19.6,3.6,1.1,4.5,13.2,21.0
56,82.5,250,84.0,28.0,13,7,14,6,11,17,6,16,11,10,7,7,12,12,11,14.763,5.657,10.474,0.553,0.264,0.684,0.386,5.395,9.789,0.551,3.185,4.789,0.665,2.448,6.867,9.315,0.684,1.552,1.948,1.237,2.447,7.921,3.317,10.577,0.264,3.632,0.08,0.106,0.755,5.212,9.394,0.555,0.104,0.288,0.361,58.946,58.579,6.316,3.002,7.947,0.398,0.315,0.577,0.546,2.684,7.37,0.364,0.106,0.527,0.201,2.37,6.368,0.372,0.21,0.473,0.444,1.9,2.5,4.4,0.587,0.065,0.457,8.5,25.6,16.8,3.9,2.6,6.3,9.0,20.9
57,79.5,225,83.0,31.0,11,10,7,13,10,13,6,6,11,5,12,12,10,10,12,5.624,2.327,3.952,0.595,0.049,0.251,0.195,2.275,3.701,0.615,0.927,1.276,0.726,0.924,3.325,4.249,0.299,0.299,0.151,0.874,1.328,1.25,3.824,4.15,0.0,1.326,0.023,0.023,1.0,2.05,3.3,0.621,0.201,0.375,0.536,28.325,28.268,4.899,2.35,4.2,0.583,0.201,0.5,0.402,2.151,3.7,0.581,0.098,0.174,0.563,1.651,2.949,0.56,0.4,0.574,0.697,0.1,-0.4,-0.3,0.623,0.064,0.323,7.3,25.9,16.7,3.4,1.1,1.0,16.2,17.5
58,81.5,230,85.0,40.5,17,9,14,6,15,9,5,7,12,10,10,10,15,13,11,16.276,6.598,9.899,0.667,0.0,0.051,0.0,6.598,9.851,0.67,3.075,4.525,0.68,2.476,8.674,11.15,1.024,1.325,1.826,1.474,3.201,11.275,3.091,13.0,0.299,3.125,0.175,0.175,1.0,6.274,9.35,0.671,0.1,0.324,0.309,57.39,57.711,9.077,4.45,10.05,0.451,0.175,0.651,0.269,4.275,9.399,0.455,0.475,0.925,0.514,3.401,7.675,0.443,0.401,0.799,0.502,3.1,2.4,5.5,0.684,0.005,0.457,10.4,31.4,21.7,6.2,2.3,6.0,11.0,21.2
59,74.5,195,78.25,29.5,10,17,14,15,9,6,12,8,6,10,11,18,12,8,10,16.001,6.512,12.219,0.557,0.584,1.195,0.489,5.925,11.024,0.537,2.389,3.172,0.753,2.952,6.268,9.22,0.439,0.806,0.171,1.22,3.829,-8.048,5.226,10.39,0.096,3.048,0.145,0.171,0.848,5.05,9.245,0.546,0.731,1.609,0.454,62.095,61.531,12.366,6.122,9.634,0.642,0.12,0.342,0.351,5.999,9.295,0.645,0.66,0.927,0.712,5.293,8.146,0.65,0.049,0.219,0.224,2.0,-2.1,-0.2,0.588,0.098,0.26,9.6,24.9,16.5,2.8,1.3,0.5,8.2,21.6
60,82.5,210,89.0,27.5,7,9,14,5,12,12,11,14,9,7,7,10,7,7,10,8.3,3.498,6.6,0.549,0.25,1.049,0.238,3.251,5.55,0.586,1.051,1.699,0.619,2.626,6.9,9.526,0.8,0.525,1.624,1.851,2.801,-16.526,7.071,5.001,0.051,1.849,0.0,0.0,,2.5,4.126,0.606,0.749,1.426,0.525,50.964,51.202,8.249,3.973,8.5,0.485,0.3,0.525,0.571,3.673,7.973,0.461,0.649,1.075,0.604,2.826,6.4,0.442,0.198,0.5,0.396,-0.8,1.3,0.5,0.565,0.159,0.257,10.7,29.2,19.8,6.4,1.0,5.4,20.1,16.2
61,82.0,225,86.0,28.0,9,9,7,13,12,15,13,10,9,9,9,10,15,12,12,10.067,4.205,7.226,0.587,0.069,0.271,0.255,4.135,6.955,0.595,1.591,2.477,0.642,1.886,6.887,8.773,0.773,0.999,1.294,1.476,2.478,12.068,3.301,8.045,0.0,2.364,0.044,0.09,0.489,3.977,6.569,0.605,0.113,0.296,0.382,51.175,50.947,5.59,2.725,6.455,0.433,0.137,0.318,0.431,2.592,6.139,0.422,0.25,0.498,0.502,2.137,5.206,0.41,0.205,0.432,0.475,0.4,2.9,3.3,0.605,0.038,0.343,8.5,28.1,18.8,4.5,2.0,4.8,15.1,17.3
62,82.5,250,83.25,25.5,11,15,6,7,8,10,7,15,10,12,8,18,4,14,11,16.343,6.683,11.219,0.602,0.146,0.609,0.24,6.537,10.61,0.616,2.829,3.487,0.811,1.632,6.246,7.878,0.512,0.537,0.66,1.171,3.705,2.659,3.81,11.755,0.0,3.073,0.05,0.05,1.0,5.829,9.145,0.637,0.658,1.415,0.465,54.532,54.575,10.318,5.098,10.099,0.511,0.122,0.415,0.294,4.978,9.682,0.514,0.439,0.634,0.692,4.194,8.391,0.5,0.343,0.659,0.52,2.6,-0.3,2.3,0.641,0.054,0.311,7.0,25.2,16.4,3.4,1.0,2.1,8.4,23.4
63,78.5,210,84.25,29.5,13,15,16,13,16,7,7,5,9,9,7,16,12,17,11,19.044,7.377,13.798,0.607,2.002,4.534,0.442,5.38,9.268,0.58,2.288,2.977,0.769,2.58,8.285,10.865,0.444,0.621,0.6,1.312,2.976,3.311,10.346,8.577,0.266,2.579,0.09,0.09,1.0,4.2,7.023,0.598,1.09,2.155,0.506,62.944,63.215,11.579,5.554,10.378,0.558,0.466,1.0,0.466,5.089,9.379,0.543,0.444,0.757,0.587,4.177,7.69,0.543,0.466,0.934,0.499,2.7,0.1,2.8,0.63,0.329,0.216,8.9,27.9,18.5,2.4,1.0,1.7,8.0,23.2
64,77.5,195,82.0,28.5,17,14,16,14,13,9,6,11,5,13,11,15,9,9,12,16.318,6.293,11.902,0.55,0.513,1.487,0.345,5.78,10.416,0.555,3.22,4.072,0.791,2.294,6.827,9.121,0.341,0.901,1.122,1.291,2.708,-2.562,5.145,10.732,0.097,3.243,0.268,0.365,0.734,5.098,9.12,0.559,0.415,0.927,0.448,55.297,55.116,9.563,4.682,8.978,0.532,0.195,0.584,0.334,4.489,8.39,0.535,0.292,0.56,0.521,3.927,7.144,0.55,0.269,0.682,0.394,2.2,0.3,2.5,0.596,0.125,0.342,8.9,27.4,18.0,2.4,1.6,3.6,8.6,24.6
65,82.0,230,85.0,28.0,14,5,12,9,16,10,15,14,8,13,13,5,10,9,11,16.557,6.526,11.167,0.608,0.527,1.14,0.462,5.999,10.029,0.598,2.971,4.084,0.727,2.444,8.028,10.472,0.862,1.304,1.167,1.193,2.362,5.332,4.83,11.278,0.0,3.5,0.363,0.583,0.623,5.278,8.501,0.621,0.361,0.945,0.382,56.517,56.565,7.334,3.583,7.36,0.498,0.166,0.334,0.497,3.415,7.029,0.486,0.362,0.613,0.591,2.805,5.916,0.474,0.249,0.502,0.496,3.3,2.2,5.5,0.639,0.102,0.366,10.0,30.2,20.5,5.4,2.3,3.9,8.4,22.4
66,80.5,215,87.25,29.0,10,10,8,13,8,13,9,15,15,14,5,11,8,8,10,10.595,4.215,7.336,0.584,0.143,0.452,0.316,4.073,6.883,0.592,2.023,2.738,0.739,1.741,5.759,7.5,1.429,1.094,0.881,1.381,2.191,10.902,5.032,6.905,0.049,2.523,0.095,0.166,0.572,3.357,5.499,0.61,0.618,1.214,0.509,55.947,55.947,7.429,3.597,7.906,0.47,0.238,0.763,0.312,3.357,7.145,0.47,0.406,0.692,0.587,2.549,5.428,0.47,0.407,1.022,0.398,1.0,0.8,1.8,0.62,0.062,0.373,7.6,21.4,15.0,7.7,2.0,3.0,13.9,16.2
67,81.0,205,83.0,42.5,14,15,13,9,8,15,8,19,12,8,8,16,6,13,11,12.09,4.645,7.976,0.612,0.466,1.111,0.419,4.179,6.865,0.609,2.334,3.001,0.778,1.532,5.514,7.046,0.867,1.355,1.289,1.044,2.557,19.398,4.716,7.379,0.0,2.687,0.042,0.042,1.0,3.643,5.933,0.614,0.489,0.891,0.549,56.345,56.23,8.044,3.889,8.644,0.465,0.267,0.799,0.334,3.621,7.844,0.462,0.221,0.336,0.658,3.133,6.556,0.478,0.265,0.955,0.277,1.7,0.4,2.1,0.65,0.139,0.376,6.4,22.4,14.5,4.6,2.4,4.5,10.1,16.6
68,82.5,200,89.25,29.0,11,9,14,13,15,17,5,8,9,10,7,10,15,8,11,11.28,4.509,7.86,0.577,0.048,0.048,1.0,4.466,7.815,0.571,2.21,3.257,0.679,1.766,6.281,8.047,0.815,0.627,1.002,1.047,1.93,6.419,3.797,8.372,0.048,2.629,0.021,0.047,0.447,4.14,7.326,0.565,0.279,0.442,0.631,50.018,50.321,6.604,3.187,7.115,0.464,0.232,0.582,0.399,2.952,6.534,0.452,0.349,0.511,0.683,2.419,5.535,0.437,0.185,0.488,0.379,1.6,1.7,3.3,0.607,0.006,0.414,7.9,27.0,17.6,4.9,1.2,3.9,10.1,18.6
69,84.5,250,89.0,26.0,15,8,14,11,13,12,4,11,7,5,11,8,9,12,10,18.915,7.428,11.799,0.63,0.0,0.0,,7.428,11.799,0.63,4.055,5.285,0.767,2.316,7.171,9.487,0.542,0.513,1.428,1.969,3.115,9.086,3.325,14.685,0.057,3.658,0.057,0.057,1.0,7.283,11.515,0.632,0.085,0.227,0.374,53.441,53.885,8.658,4.286,9.169,0.472,0.085,0.229,0.371,4.201,8.943,0.47,0.371,0.657,0.565,3.486,7.858,0.444,0.343,0.427,0.803,3.1,1.4,4.4,0.67,0.0,0.448,10.9,27.3,20.0,3.5,1.0,4.9,12.2,27.2
70,83.5,245,89.0,34.0,16,8,10,13,13,14,9,12,12,10,12,8,13,12,13,14.549,5.928,8.929,0.665,0.023,0.046,0.5,5.905,8.882,0.665,2.667,4.118,0.648,1.881,6.69,8.571,0.665,1.356,1.262,1.143,2.522,9.286,3.062,11.38,0.142,3.167,0.167,0.189,0.884,5.526,8.312,0.665,0.214,0.383,0.559,51.516,51.595,7.928,3.832,7.857,0.504,0.262,0.69,0.38,3.571,7.167,0.498,0.072,0.119,0.605,3.12,6.192,0.504,0.38,0.859,0.442,3.0,1.2,4.2,0.677,0.005,0.461,8.9,31.4,20.2,4.0,2.6,4.7,9.6,21.1
71,83.0,245,84.0,32.5,16,9,13,6,10,12,9,17,8,6,9,11,6,9,12,13.862,5.612,9.888,0.583,0.305,0.832,0.367,5.303,9.055,0.586,2.333,3.527,0.661,1.721,5.64,7.361,0.499,0.612,1.695,1.473,3.14,5.333,4.123,9.944,0.055,2.916,0.0,0.0,,4.973,8.25,0.603,0.333,0.807,0.413,49.943,50.244,9.165,4.501,9.029,0.508,0.167,0.36,0.464,4.333,8.665,0.5,0.277,0.471,0.588,3.89,7.889,0.493,0.167,0.305,0.548,1.5,-0.2,1.3,0.606,0.084,0.357,7.7,23.3,15.8,3.5,1.2,6.3,11.4,23.5
72,79.0,210,80.0,30.5,13,11,11,10,15,5,8,8,7,14,8,12,12,9,11,15.589,5.932,10.476,0.588,0.454,1.342,0.338,5.475,9.136,0.599,3.274,4.32,0.758,2.205,7.661,9.866,0.226,0.477,0.5,1.046,3.157,9.999,5.312,9.636,0.047,3.182,0.091,0.113,0.805,4.727,7.705,0.613,0.66,1.32,0.5,57.809,57.553,9.136,4.567,9.023,0.506,0.0,0.318,0.0,4.567,8.705,0.525,0.203,0.523,0.388,4.182,7.591,0.551,0.181,0.589,0.307,2.3,1.1,3.4,0.63,0.128,0.412,8.4,27.8,18.3,1.3,0.8,1.6,7.8,20.9
73,80.0,250,84.0,29.5,5,9,15,7,8,12,7,14,10,14,15,9,9,15,11,3.218,1.196,2.369,0.555,0.237,0.542,0.437,0.956,1.825,0.524,0.586,0.782,0.749,0.696,2.825,3.521,0.781,0.607,0.674,0.652,1.217,7.132,8.037,1.565,0.0,0.847,0.108,0.281,0.384,0.652,1.108,0.588,0.174,0.434,0.401,27.563,27.417,3.501,1.632,3.761,0.466,0.238,0.543,0.438,1.39,3.217,0.432,0.174,0.239,0.728,1.131,2.654,0.426,0.088,0.325,0.271,-0.5,0.9,0.4,0.593,0.229,0.33,5.9,22.7,14.5,7.3,2.2,5.2,19.4,11.0
74,82.0,235,84.0,32.5,8,8,14,6,17,6,8,19,9,12,13,8,6,11,11,7.933,3.09,5.401,0.591,0.2,0.511,0.391,2.889,4.891,0.591,1.556,2.155,0.722,2.846,9.842,12.688,1.912,0.978,1.245,1.667,2.488,8.132,4.988,5.155,0.089,2.044,0.066,0.177,0.373,2.488,4.135,0.602,0.311,0.579,0.537,60.697,60.658,8.933,4.378,8.578,0.521,0.177,0.468,0.378,4.201,8.112,0.518,0.289,0.422,0.685,3.6,6.733,0.535,0.31,0.957,0.324,0.5,2.5,2.9,0.625,0.095,0.399,10.7,34.4,23.0,8.9,1.6,4.0,20.8,11.8
75,85.5,245,89.25,31.5,6,6,7,10,12,10,4,17,7,11,9,7,9,8,10,6.804,2.708,4.537,0.599,0.022,0.145,0.152,2.683,4.391,0.611,1.368,2.633,0.52,2.537,7.123,9.66,1.05,0.66,2.196,1.512,2.612,4.318,2.697,5.121,0.146,2.367,0.022,0.072,0.306,2.538,4.145,0.612,0.122,0.171,0.713,52.834,52.788,8.901,4.391,9.659,0.461,0.122,0.292,0.418,4.27,9.366,0.456,0.268,0.704,0.381,3.879,8.416,0.461,0.122,0.243,0.502,-0.2,1.4,1.2,0.597,0.032,0.58,10.0,29.6,19.5,6.0,1.2,7.6,21.0,12.2
76,79.5,250,83.0,32.5,11,9,12,8,14,11,9,16,4,9,13,11,8,9,11,9.098,3.438,6.855,0.521,0.268,0.535,0.501,3.171,6.317,0.502,1.952,2.781,0.702,2.268,5.73,7.998,0.389,0.78,1.317,1.537,2.634,-5.05,4.275,5.95,0.097,2.341,0.073,0.096,0.76,2.902,5.78,0.502,0.195,0.44,0.443,49.271,49.36,8.342,4.098,7.976,0.523,0.146,0.268,0.545,3.952,7.707,0.513,0.341,0.829,0.411,3.34,6.413,0.521,0.269,0.463,0.581,-0.4,0.1,-0.3,0.563,0.078,0.406,10.1,26.7,18.2,2.8,1.6,4.8,16.0,17.7
77,81.5,225,84.0,37.0,17,16,12,9,9,11,8,7,12,8,11,18,5,8,11,12.105,4.816,8.027,0.615,0.237,0.761,0.311,4.578,7.263,0.63,2.235,2.921,0.765,1.553,5.817,7.37,0.58,0.5,0.708,1.316,2.421,-3.235,5.289,8.052,0.053,2.448,0.0,0.025,0.0,4.0,6.237,0.641,0.552,0.999,0.553,50.063,50.032,8.079,3.947,8.051,0.502,0.183,0.368,0.497,3.762,7.683,0.49,0.369,0.631,0.585,3.236,6.605,0.49,0.157,0.446,0.352,1.4,0.4,1.9,0.65,0.095,0.364,7.1,25.6,16.6,3.9,1.0,2.4,12.4,19.8
78,81.5,235,86.0,27.5,16,6,16,14,14,10,12,14,10,16,11,7,5,16,12,13.855,5.684,8.659,0.673,0.292,0.876,0.333,5.39,7.782,0.693,2.194,3.218,0.682,2.269,8.122,10.391,1.024,0.754,1.562,1.145,2.757,6.805,4.227,10.585,0.0,2.61,0.098,0.172,0.57,5.195,7.317,0.71,0.098,0.291,0.337,59.623,59.776,9.098,4.413,9.416,0.483,0.269,0.853,0.315,4.146,8.56,0.484,0.17,0.342,0.497,3.609,6.902,0.523,0.367,1.317,0.279,2.6,1.6,4.1,0.688,0.101,0.372,8.5,30.3,19.4,5.1,1.3,4.8,10.2,16.9
79,83.5,225,86.0,29.0,11,7,10,10,18,8,9,8,6,10,10,7,8,14,10,11.415,4.389,8.023,0.547,0.0,0.023,0.0,4.389,7.999,0.549,2.634,3.854,0.683,2.195,8.852,11.047,0.611,0.39,1.146,1.342,3.366,2.903,2.846,8.732,0.05,3.341,0.074,0.146,0.507,4.292,7.61,0.564,0.022,0.244,0.09,57.128,57.176,11.341,5.609,10.56,0.537,0.121,0.39,0.31,5.487,10.171,0.539,0.463,0.586,0.79,4.78,9.219,0.518,0.245,0.366,0.669,0.8,0.9,1.7,0.587,0.003,0.48,8.6,34.8,21.6,3.5,0.7,3.5,12.1,17.7
80,83.0,230,85.0,26.5,17,16,8,8,13,12,11,8,11,8,3,19,10,6,10,16.878,6.781,11.538,0.594,0.146,0.489,0.299,6.635,11.048,0.601,3.172,3.855,0.823,1.879,5.706,7.585,0.415,0.756,0.928,1.513,2.489,2.537,3.845,12.732,0.05,2.731,0.0,0.0,,6.364,10.584,0.601,0.267,0.463,0.577,49.729,49.706,6.439,3.145,6.732,0.478,0.146,0.366,0.399,3.001,6.368,0.471,0.219,0.464,0.472,2.708,5.585,0.485,0.073,0.317,0.23,2.7,1.2,3.9,0.638,0.042,0.334,8.3,25.7,17.0,3.2,1.5,3.7,10.3,26.5
81,76.5,220,80.0,28.0,9,5,10,10,10,12,8,15,9,13,8,5,17,8,11,12.289,4.92,10.156,0.495,0.209,0.684,0.306,4.71,9.474,0.497,2.237,3.605,0.621,2.053,6.578,8.631,0.737,1.054,0.367,1.054,3.079,-7.683,4.242,8.683,0.158,2.919,0.422,0.658,0.641,3.922,7.921,0.495,0.368,0.895,0.411,61.01,60.882,10.395,5.105,9.422,0.552,0.184,0.447,0.412,4.921,8.975,0.548,0.684,1.025,0.667,4.131,7.606,0.543,0.105,0.344,0.305,0.5,-0.5,0.0,0.523,0.067,0.355,7.2,23.4,15.3,4.3,1.7,1.0,8.2,19.2
