team_id,season_id,game_type,stat_type,conference_id,GW,GP,Min,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,OBPM,DBPM,BPM,AOBPM,ADBPM,ABPM,TS,_3PAr,FTr,ORtg,NetRtg,TO_P,FT_FG_A,ORB_P,DRB_P,SOS,RPI,Pace,PITP%
1,2044,College,team,6,25,41,200.609,80.511,30.51,61.393,0.543,5.682,16.025,0.355,24.83,45.367,0.547,13.807,18.878,0.731,7.805,26.732,34.537,16.172,8.587,3.683,13.097,16.317,36.34,7.82,39.367,8.001,15.317,3.538,5.074,0.697,16.146,28.05,0.576,5.147,12.244,0.42,74.987,2.5,2.4,5.0,3.1,3.0,6.1,0.578,0.261,0.307,107.4,9.2,15.8,0.225,23.7,82.5,,,75.74644,0.489
1,2045,College,team,6,23,42,200.0,72.86,28.191,53.737,0.555,3.237,8.548,0.379,24.953,45.192,0.552,13.237,18.642,0.71,6.285,26.24,32.525,15.358,7.594,3.382,14.525,14.023,29.046,7.256,37.238,5.667,16.142,2.788,3.976,0.701,15.809,27.548,0.574,6.333,13.668,0.463,70.179,1.9,5.3,7.2,1.3,2.1,3.4,0.588,0.159,0.347,103.8,9.0,19.0,0.246,22.9,79.6,0.553,0.557,70.92516,0.511
1,2046,College,team,6,30,44,201.704,76.773,29.683,55.091,0.557,1.954,5.318,0.367,27.727,49.772,0.557,15.456,20.796,0.743,5.774,25.451,31.225,16.567,8.362,3.296,13.319,14.658,28.75,6.339,42.637,5.863,16.752,3.295,4.865,0.677,17.999,29.911,0.602,6.409,15.0,0.427,71.782,3.8,3.9,7.6,1.5,1.5,3.0,0.598,0.097,0.377,107.0,9.3,17.2,0.281,20.7,79.7,0.534,0.58,72.61808,0.555
2,2044,College,team,11,11,41,200.0,68.538,25.17,56.146,0.502,6.073,19.172,0.317,19.097,36.978,0.516,12.123,17.537,0.691,7.462,24.732,32.194,12.218,4.633,3.538,16.951,15.999,-69.389,9.494,29.22,6.295,15.292,2.562,3.609,0.71,12.048,22.439,0.537,4.488,10.928,0.411,73.351,-5.1,-5.8,-10.9,-2.8,-3.3,-6.1,0.537,0.341,0.312,93.4,-19.5,21.0,0.216,22.5,72.5,,,74.05276,0.426
2,2045,College,team,23,14,42,200.0,70.38,26.262,56.002,0.526,6.356,19.618,0.324,19.905,36.382,0.547,11.499,16.261,0.707,7.426,25.599,33.025,11.926,4.69,3.358,16.336,14.832,-42.143,9.135,32.332,4.571,14.597,1.359,1.904,0.714,14.785,25.262,0.585,3.738,9.214,0.406,72.066,-3.8,-3.9,-7.7,-0.4,-0.5,-0.9,0.557,0.35,0.29,97.7,-11.6,20.6,0.205,23.8,78.4,0.534,0.485,72.71728,0.459
2,2046,College,team,46,38,46,200.543,80.89,30.802,62.369,0.554,7.457,21.63,0.345,23.349,40.738,0.573,11.828,15.915,0.743,8.848,27.521,36.369,15.131,7.088,3.849,12.282,13.826,76.954,9.28,35.479,7.173,14.718,2.436,3.283,0.742,15.305,24.264,0.631,5.611,13.196,0.425,72.81,4.1,7.3,11.4,0.7,1.5,2.2,0.583,0.347,0.255,111.1,20.9,15.0,0.19,27.1,78.3,0.479,0.566,73.4422,0.439
3,2044,College,team,8,18,41,200.609,75.756,28.56,58.22,0.536,5.316,16.563,0.321,23.243,41.661,0.558,13.316,18.853,0.706,7.073,28.416,35.489,16.171,5.145,3.754,15.268,15.684,-18.416,8.066,36.634,6.195,15.951,2.464,3.389,0.727,15.804,26.925,0.587,4.926,11.341,0.434,74.711,0.2,-1.7,-1.5,0.9,-0.6,0.3,0.569,0.284,0.324,101.4,-4.7,18.7,0.229,22.2,76.6,,,75.46444,0.484
3,2045,College,team,17,32,46,200.0,83.587,31.719,61.913,0.566,6.628,18.021,0.368,25.086,43.89,0.572,13.522,18.783,0.72,8.155,29.279,37.434,14.459,5.913,4.173,13.218,14.824,46.63,8.203,40.868,7.892,15.806,3.414,4.738,0.721,17.022,27.392,0.621,4.654,11.76,0.396,75.239,3.5,2.4,5.9,1.0,0.8,1.8,0.596,0.291,0.303,111.1,12.6,15.8,0.218,25.3,79.1,0.511,0.564,75.99184,0.489
3,2046,College,team,17,32,47,201.594,84.235,31.597,62.895,0.555,6.574,18.0,0.365,25.023,44.895,0.557,14.469,21.213,0.682,8.212,27.554,35.766,13.532,6.363,3.913,12.062,15.34,43.083,8.772,38.597,6.893,17.681,4.065,5.405,0.752,15.213,26.659,0.571,5.725,12.83,0.446,76.079,4.5,1.4,5.9,1.3,0.5,1.8,0.583,0.286,0.337,110.7,11.7,14.3,0.23,24.2,79.5,0.512,0.561,76.92724,0.458
4,2044,College,team,62,34,45,200.555,77.599,29.578,60.889,0.537,6.245,17.399,0.359,23.334,43.488,0.537,12.2,18.867,0.647,8.221,25.867,34.088,13.022,10.491,3.577,11.622,14.2,68.777,8.513,37.201,7.511,15.246,4.064,5.376,0.756,14.489,25.155,0.576,4.734,12.955,0.365,72.596,2.0,10.9,12.8,0.3,6.9,7.2,0.561,0.286,0.31,106.9,18.8,14.4,0.2,24.1,77.0,,,73.34616,0.479
4,2045,College,team,31,11,41,200.0,68.148,25.878,57.244,0.514,7.099,21.806,0.326,18.78,35.439,0.53,9.293,14.073,0.66,7.316,25.367,32.683,12.341,5.366,3.83,16.317,15.22,-60.978,10.38,26.829,6.61,13.537,2.854,3.806,0.75,10.56,19.756,0.535,5.365,11.878,0.452,72.437,-5.9,-3.5,-9.4,-1.2,-0.6,-1.8,0.537,0.381,0.246,94.1,-16.6,20.5,0.162,22.3,74.4,0.517,0.458,73.00004,0.394
4,2046,College,team,62,24,43,201.162,71.14,26.583,58.023,0.505,5.395,17.348,0.311,21.188,40.674,0.521,12.581,18.907,0.665,9.187,25.464,34.651,10.372,5.979,3.0,12.952,15.767,4.998,8.749,32.652,6.907,15.698,3.44,4.466,0.77,12.861,23.001,0.559,4.859,13.207,0.368,70.106,-0.1,0.0,-0.1,-0.7,-0.7,-1.4,0.536,0.299,0.326,101.5,1.4,16.3,0.217,27.3,76.1,0.454,0.481,70.86336,0.459
5,2044,College,team,2,14,41,200.0,81.341,29.538,64.682,0.523,8.585,24.78,0.346,20.951,39.901,0.525,13.683,18.732,0.73,7.78,27.999,35.779,14.586,4.831,4.073,13.878,14.001,-27.928,10.67,28.976,7.66,16.146,3.393,4.538,0.748,11.074,19.734,0.561,6.463,15.635,0.413,79.027,-0.4,-1.4,-1.8,1.0,0.3,1.3,0.558,0.383,0.29,102.9,-7.0,16.0,0.212,21.1,72.9,,,79.77136,0.356
5,2045,College,team,5,6,41,200.0,53.951,20.195,49.464,0.473,6.367,20.488,0.311,13.83,28.975,0.477,7.196,10.269,0.701,6.561,23.22,29.781,9.829,3.39,2.123,18.463,14.758,-122.439,12.354,15.804,2.538,11.194,1.705,2.417,0.705,6.169,11.879,0.519,5.926,14.681,0.404,65.881,-13.3,-7.7,-21.0,-2.6,-1.2,-3.8,0.5,0.414,0.208,81.9,-34.9,25.5,0.145,21.8,71.2,0.545,0.447,66.29512,0.293
5,2046,College,team,11,12,41,200.61,67.731,25.169,54.975,0.527,7.584,21.097,0.359,17.585,33.88,0.519,9.804,13.269,0.739,6.781,23.218,29.999,14.488,4.535,2.805,15.072,14.659,-51.463,11.454,22.245,3.512,12.855,2.854,3.951,0.722,8.27,14.706,0.562,6.464,15.22,0.425,69.102,-3.1,-5.2,-8.3,0.1,-0.5,-0.4,0.557,0.384,0.241,98.0,-14.6,19.9,0.178,22.0,73.4,0.556,0.485,69.63512,0.328
6,2044,College,team,20,1,41,200.609,68.611,25.416,65.048,0.46,9.001,29.707,0.303,16.415,35.34,0.464,8.781,13.267,0.662,7.537,23.366,30.903,9.293,2.927,3.39,19.757,19.367,-186.83,12.485,20.927,7.415,13.464,2.171,3.22,0.674,8.293,17.56,0.472,5.951,14.563,0.409,83.1,-14.4,-14.9,-29.3,-10.1,-10.5,-20.6,0.484,0.457,0.204,82.6,-46.5,21.8,0.135,18.4,64.0,,,83.63616,0.305
6,2045,College,team,40,3,41,200.609,67.731,24.903,63.927,0.457,8.634,30.122,0.287,16.268,33.805,0.481,9.293,14.268,0.651,7.975,23.708,31.683,9.856,3.951,3.514,18.194,19.537,-151.462,12.316,20.977,7.22,13.733,2.632,3.293,0.799,7.852,16.17,0.486,5.781,14.342,0.403,80.428,-12.4,-12.6,-24.9,-3.0,-3.0,-6.0,0.482,0.471,0.223,84.2,-39.1,20.6,0.145,19.9,65.7,0.507,0.392,80.99464,0.31
6,2046,College,team,40,3,41,201.219,69.925,26.048,65.123,0.469,9.024,29.681,0.304,17.026,35.438,0.48,8.804,13.025,0.676,8.34,24.196,32.536,10.61,4.343,3.388,15.853,19.439,-107.318,12.171,22.341,8.22,12.926,3.27,4.389,0.745,7.902,15.999,0.494,5.854,15.048,0.389,78.364,-9.7,-10.0,-19.7,-2.1,-2.2,-4.3,0.493,0.456,0.2,89.2,-28.3,18.3,0.135,20.8,65.9,0.521,0.407,78.888,0.319
7,2044,College,team,12,26,44,201.136,81.408,31.023,60.684,0.547,4.318,12.272,0.352,26.705,48.41,0.552,15.046,23.046,0.653,7.477,26.839,34.316,17.0,9.205,2.409,13.475,16.592,30.91,7.125,42.956,8.046,17.816,4.319,5.999,0.72,17.159,28.637,0.599,5.227,13.773,0.38,76.82,3.7,3.5,7.1,3.6,3.5,7.1,0.575,0.202,0.38,106.0,8.7,16.0,0.248,22.6,79.3,,,77.74408,0.528
7,2045,College,team,12,17,41,200.609,77.976,29.779,63.611,0.508,5.074,15.44,0.329,24.706,48.172,0.513,13.342,20.903,0.638,7.928,27.365,35.293,15.486,8.098,3.22,14.121,16.78,-15.975,7.759,39.319,7.266,16.682,3.831,5.755,0.666,15.831,28.782,0.55,5.048,13.632,0.37,79.004,-1.1,0.8,-0.3,0.7,1.2,1.9,0.535,0.243,0.329,98.7,-3.9,16.2,0.21,21.7,77.0,0.565,0.525,79.83744,0.504
7,2046,College,team,25,30,45,201.111,84.624,31.445,63.156,0.554,7.09,19.778,0.358,24.356,43.378,0.561,14.644,20.822,0.703,9.31,26.181,35.491,16.577,8.733,2.465,11.933,15.332,52.889,8.909,37.602,8.468,16.223,4.022,5.622,0.715,14.734,25.024,0.589,5.555,12.733,0.436,74.943,6.3,4.3,10.7,1.8,1.3,3.1,0.585,0.313,0.33,112.9,15.1,14.2,0.232,27.3,77.0,0.516,0.562,75.77356,0.444
8,2044,College,team,12,21,41,200.0,84.683,31.586,66.197,0.536,7.854,21.757,0.361,23.733,44.439,0.534,13.658,18.22,0.75,8.415,26.147,34.562,13.34,7.828,2.341,13.584,15.876,16.463,9.276,37.171,8.755,15.39,4.171,5.805,0.719,14.416,25.829,0.558,5.147,12.806,0.402,79.376,0.1,0.6,0.7,1.0,1.4,2.4,0.571,0.329,0.275,106.7,3.5,15.5,0.206,23.4,77.8,,,80.1116,0.439
8,2045,College,team,12,24,41,200.609,88.879,32.538,66.242,0.551,7.901,22.827,0.346,24.636,43.414,0.567,15.903,20.902,0.761,9.464,26.952,36.416,15.073,8.071,3.122,13.315,15.267,40.733,9.037,38.732,9.22,16.949,3.61,4.756,0.759,15.732,27.414,0.574,5.269,11.244,0.469,79.302,4.5,1.8,6.3,1.8,1.2,3.0,0.589,0.345,0.316,112.1,10.0,15.0,0.24,26.9,78.9,0.548,0.562,80.12596,0.436
8,2046,College,team,12,21,41,200.609,82.78,30.39,64.83,0.526,7.439,20.855,0.357,22.951,43.975,0.522,14.562,19.88,0.732,10.34,25.832,36.172,13.926,7.098,2.561,14.17,16.487,14.39,9.273,37.025,6.633,16.683,2.856,4.194,0.681,15.659,28.39,0.552,4.437,11.388,0.39,77.395,2.6,-1.1,1.5,1.4,0.5,1.9,0.563,0.322,0.307,107.0,3.7,16.1,0.225,28.4,78.9,0.549,0.54,78.2024,0.447
9,2044,College,team,6,26,43,201.744,82.978,30.327,62.79,0.554,8.928,23.535,0.379,21.396,39.255,0.545,13.396,18.162,0.738,8.349,25.233,33.582,15.883,8.419,4.117,12.0,14.72,38.836,10.441,31.304,8.419,15.77,3.114,4.349,0.716,12.511,21.767,0.575,5.745,13.137,0.437,74.432,4.9,2.9,7.8,4.8,3.3,8.1,0.586,0.375,0.289,111.5,10.6,14.5,0.213,24.5,76.1,,,75.15876,0.377
9,2045,College,team,6,22,41,200.0,71.952,26.0,60.877,0.495,8.22,24.463,0.336,17.78,36.414,0.488,11.733,15.706,0.747,8.049,26.585,34.634,11.806,7.023,3.756,13.634,15.853,-13.415,10.822,26.0,7.269,14.147,3.024,4.465,0.677,9.975,19.561,0.51,4.78,12.39,0.386,73.368,-3.5,0.8,-2.7,0.0,1.1,1.1,0.531,0.402,0.258,98.1,-3.2,16.7,0.193,22.5,77.9,0.561,0.553,74.00088,0.361
9,2046,College,team,6,35,45,200.0,90.466,32.312,66.131,0.556,8.912,24.289,0.367,23.402,41.845,0.559,16.934,23.511,0.72,8.868,27.888,36.756,15.266,10.266,3.801,11.401,16.044,73.444,9.994,34.712,10.533,18.069,4.355,6.2,0.702,12.977,21.91,0.592,6.044,13.732,0.44,79.007,6.5,5.6,12.1,2.0,1.8,3.8,0.591,0.367,0.356,114.5,19.0,13.0,0.256,24.6,80.5,0.524,0.596,79.94928,0.384
10,2044,College,team,42,33,43,201.162,74.908,27.744,59.045,0.532,7.371,20.394,0.361,20.371,38.65,0.527,12.046,17.419,0.692,8.952,23.884,32.836,13.838,9.139,2.558,12.86,14.372,45.114,10.534,28.838,7.187,15.441,2.348,3.559,0.66,12.001,21.582,0.556,5.956,13.512,0.441,70.612,2.8,6.5,9.4,0.8,3.6,4.4,0.561,0.345,0.295,106.1,12.7,16.2,0.204,26.7,76.1,,,71.31412,0.385
10,2045,College,team,21,19,41,200.0,77.097,29.001,61.243,0.531,7.026,20.855,0.337,21.977,40.391,0.544,12.073,16.853,0.716,7.684,25.707,33.391,13.0,6.585,3.878,14.317,14.828,-13.901,10.112,31.464,6.392,15.05,2.512,3.292,0.763,13.171,23.879,0.552,6.244,13.22,0.472,75.295,-1.4,0.1,-1.3,0.1,0.5,0.6,0.561,0.341,0.275,102.4,-3.2,17.3,0.197,22.8,72.7,0.532,0.511,75.96544,0.408
10,2046,College,team,43,31,42,200.595,82.976,30.354,60.688,0.567,8.07,20.643,0.391,22.286,40.048,0.556,14.191,20.047,0.708,8.427,27.095,35.522,13.022,6.809,3.954,11.905,15.523,51.667,9.984,33.046,6.93,15.691,2.833,3.714,0.763,13.668,23.619,0.579,5.761,12.717,0.453,72.981,4.7,1.9,6.6,0.6,-0.1,0.5,0.597,0.34,0.33,113.7,14.3,14.6,0.234,25.9,77.3,0.463,0.533,73.78856,0.398
11,2044,College,team,25,28,44,200.568,79.545,29.637,60.886,0.538,6.271,17.453,0.359,23.363,43.432,0.538,14.0,21.295,0.657,8.272,25.661,33.933,14.205,9.433,3.5,12.044,15.885,37.841,8.847,35.363,8.659,16.499,4.137,5.795,0.714,13.503,24.135,0.559,5.681,13.5,0.421,74.034,3.3,4.3,7.5,2.3,3.0,5.3,0.566,0.287,0.35,107.4,10.4,14.6,0.23,23.9,77.4,,,74.8796,0.445
11,2045,College,team,25,25,43,200.581,70.929,26.094,55.44,0.531,6.696,19.349,0.346,19.396,36.094,0.537,12.047,17.699,0.681,8.326,24.838,33.164,12.743,8.932,3.395,16.024,14.861,12.559,9.887,27.953,7.538,15.163,2.79,4.232,0.659,11.163,19.233,0.58,5.418,12.63,0.429,70.933,-1.3,4.8,3.6,-0.3,1.3,1.0,0.561,0.349,0.319,100.0,4.2,20.2,0.217,26.7,78.2,0.504,0.523,71.63352,0.394
11,2046,College,team,25,26,42,200.595,75.382,28.286,59.786,0.531,6.975,20.379,0.342,21.31,39.404,0.541,11.833,17.476,0.677,8.575,26.281,34.856,12.476,9.167,3.501,14.238,15.333,35.951,9.755,31.095,8.5,15.903,3.356,4.475,0.75,12.118,21.093,0.575,5.762,13.832,0.417,73.14,0.3,6.4,6.6,-0.2,1.4,1.2,0.559,0.341,0.292,103.1,10.3,17.4,0.198,25.5,77.6,0.484,0.518,73.83748,0.412
12,2044,College,team,7,14,41,201.219,78.634,29.608,60.098,0.536,5.171,15.56,0.332,24.44,44.537,0.549,14.245,18.805,0.758,7.465,27.901,35.366,15.56,5.097,3.561,17.729,16.682,-45.488,7.58,39.854,8.633,16.145,3.415,4.733,0.722,16.491,28.585,0.577,4.512,11.22,0.402,78.643,-1.8,-4.7,-6.6,-0.3,-2.4,-2.7,0.575,0.259,0.313,100.0,-11.5,20.6,0.237,23.2,75.4,,,79.3884,0.507
12,2045,College,team,15,30,44,201.703,84.614,31.613,60.204,0.573,5.751,16.342,0.352,25.863,43.863,0.59,15.636,20.206,0.774,6.93,28.024,34.954,16.203,7.0,3.817,14.547,15.43,46.024,7.622,43.321,10.092,16.908,4.365,5.774,0.756,17.294,28.885,0.599,4.204,9.205,0.457,76.699,3.8,2.8,6.6,1.4,1.1,2.5,0.612,0.271,0.336,110.3,11.7,17.4,0.26,23.0,76.4,0.528,0.569,77.51988,0.512
12,2046,College,team,15,24,42,200.595,75.881,28.477,56.07,0.547,4.356,13.165,0.331,24.118,42.903,0.562,14.571,19.404,0.751,7.094,27.17,34.264,14.763,7.855,4.0,17.095,15.549,11.07,6.9,41.997,10.406,15.881,3.452,4.595,0.751,17.524,30.548,0.574,3.119,7.762,0.402,74.614,-0.8,2.8,2.0,0.6,1.5,2.1,0.587,0.235,0.346,101.7,2.9,20.9,0.26,23.8,78.9,0.554,0.567,75.38492,0.553
13,2044,College,team,35,14,41,201.831,65.271,24.658,54.416,0.508,5.974,17.879,0.334,18.683,36.537,0.511,9.978,14.9,0.67,7.268,24.023,31.291,11.78,4.756,4.267,14.539,14.926,-26.95,9.541,29.511,5.1,14.462,2.171,2.926,0.742,12.585,23.684,0.531,3.927,9.925,0.396,68.237,-3.4,-1.6,-5.0,-3.0,-1.6,-4.6,0.535,0.329,0.274,95.7,-8.5,19.3,0.183,23.4,71.1,,,68.839,0.452
13,2045,College,team,35,18,41,200.61,68.56,26.024,53.682,0.538,5.734,15.976,0.359,20.293,37.709,0.538,10.78,15.56,0.693,7.073,23.682,30.755,12.731,4.585,2.95,13.975,14.902,-16.342,8.941,32.977,6.244,14.0,2.269,2.928,0.775,14.219,26.099,0.545,3.804,8.683,0.438,67.431,-0.8,-3.4,-4.2,-0.3,-1.0,-1.3,0.566,0.298,0.29,101.7,-4.3,18.8,0.201,23.9,75.8,0.492,0.479,68.0528,0.481
13,2046,College,team,35,30,42,200.595,74.191,27.929,55.595,0.549,5.238,14.358,0.365,22.692,41.237,0.55,13.095,19.19,0.682,8.097,25.498,33.595,13.404,6.904,4.144,13.071,15.095,48.213,8.465,35.428,6.477,15.667,2.667,3.691,0.723,15.023,26.309,0.571,4.977,11.238,0.443,69.013,3.4,4.2,7.6,0.3,0.5,0.8,0.579,0.258,0.345,107.5,14.5,17.0,0.236,27.1,77.5,0.463,0.53,69.7802,0.478
14,2044,College,team,23,38,47,200.0,91.255,33.874,65.552,0.58,8.257,20.553,0.402,25.619,44.998,0.569,15.254,21.66,0.704,8.085,30.128,38.213,18.064,8.085,3.467,12.064,15.128,71.489,9.918,35.448,10.404,16.577,3.557,4.722,0.753,14.17,23.808,0.595,7.893,16.468,0.479,79.06,6.5,4.7,11.2,4.6,3.2,7.8,0.608,0.314,0.33,115.4,18.0,13.8,0.233,23.8,80.6,,,79.9278,0.388
14,2045,College,team,11,20,41,200.609,90.416,32.634,67.584,0.555,9.807,26.219,0.374,22.83,41.365,0.552,15.341,20.438,0.751,7.853,27.659,35.512,18.294,6.854,3.804,11.731,17.439,26.341,10.499,33.412,9.487,16.755,3.731,5.439,0.686,12.976,22.512,0.576,6.123,13.415,0.456,80.468,5.2,-2.2,3.0,1.6,-0.3,1.3,0.59,0.388,0.302,112.4,6.5,13.3,0.227,21.4,78.3,0.519,0.514,81.27224,0.37
14,2046,College,team,11,19,41,200.609,82.707,31.44,62.22,0.559,6.659,17.731,0.376,24.781,44.487,0.557,13.171,19.877,0.663,7.927,28.952,36.879,16.901,5.316,2.953,14.635,16.489,2.195,8.728,37.854,10.342,16.755,3.828,5.074,0.754,15.099,25.879,0.583,5.855,13.535,0.433,77.677,2.7,-2.2,0.5,0.9,-0.3,0.6,0.583,0.285,0.319,106.5,1.2,17.1,0.212,24.0,79.2,0.518,0.497,78.46896,0.458
15,2044,College,team,29,28,41,200.61,86.22,31.022,65.22,0.538,8.099,22.682,0.357,22.927,42.537,0.539,16.073,22.684,0.709,9.488,25.61,35.098,14.9,9.438,2.856,11.83,15.292,68.416,9.673,34.586,8.585,18.243,4.122,5.634,0.732,13.17,24.025,0.548,5.634,12.877,0.438,77.549,5.9,6.0,11.9,4.6,4.7,9.3,0.573,0.348,0.348,111.2,17.5,13.6,0.246,25.6,77.1,,,78.45032,0.401
15,2045,College,team,29,39,44,200.0,91.249,32.956,67.728,0.563,10.387,26.954,0.385,22.568,40.773,0.554,14.955,19.614,0.762,8.614,26.432,35.046,16.161,10.589,3.704,9.363,14.273,100.342,10.519,33.681,10.635,16.182,4.273,5.569,0.767,12.546,22.068,0.569,5.728,13.137,0.436,77.104,7.7,8.8,16.5,1.7,2.0,3.7,0.598,0.398,0.29,118.3,25.5,10.9,0.221,24.0,76.8,0.484,0.585,77.89172,0.369
15,2046,College,team,14,21,41,200.0,78.39,28.538,61.243,0.532,8.1,22.585,0.359,20.44,38.658,0.529,13.22,17.781,0.743,9.22,25.976,35.196,12.295,6.0,3.733,14.269,16.561,-5.976,10.361,29.853,7.684,15.195,3.78,4.976,0.76,11.122,21.05,0.528,5.509,12.633,0.436,74.114,0.6,-3.3,-2.7,0.7,-0.2,0.5,0.567,0.369,0.29,105.8,-1.9,17.1,0.216,26.8,76.0,0.539,0.534,74.82688,0.381
16,2044,College,team,18,18,41,200.609,79.855,29.708,63.855,0.519,6.852,21.048,0.326,22.856,42.804,0.534,13.584,19.537,0.695,9.365,26.001,35.366,11.756,5.609,1.756,13.926,16.926,-17.807,9.96,32.196,7.17,15.95,3.829,5.415,0.707,12.219,21.78,0.561,6.757,15.612,0.433,77.012,-0.4,-4.6,-5.0,0.1,-3.0,-2.9,0.551,0.33,0.306,103.7,-4.5,16.1,0.213,25.6,79.3,,,77.79376,0.403
16,2045,College,team,36,26,42,201.19,86.119,31.024,65.573,0.528,7.167,19.738,0.363,23.858,45.834,0.521,16.904,22.546,0.75,11.07,26.718,37.788,12.953,6.477,1.499,11.427,14.713,28.928,9.528,34.763,6.903,17.975,3.619,5.167,0.7,13.761,25.858,0.532,6.477,14.807,0.437,75.854,6.9,-0.6,6.2,1.2,-0.7,0.5,0.57,0.301,0.344,113.5,7.7,13.1,0.258,30.7,80.3,0.466,0.51,76.75208,0.404
16,2046,College,team,18,23,41,200.0,83.926,30.465,65.34,0.525,7.734,21.805,0.355,22.733,43.536,0.522,15.267,20.61,0.741,9.145,26.365,35.51,15.734,6.463,2.489,12.44,16.122,3.049,9.76,32.976,8.119,16.903,3.732,5.049,0.739,12.757,23.782,0.536,6.245,14.708,0.425,77.701,3.8,-2.0,1.7,0.8,-0.6,0.2,0.564,0.334,0.315,108.0,0.4,14.3,0.234,25.0,75.0,0.491,0.511,78.5278,0.393
17,2044,College,team,46,33,44,201.703,84.229,31.069,62.612,0.552,7.046,18.501,0.381,24.022,44.114,0.545,15.047,21.136,0.712,8.999,25.5,34.499,16.409,9.25,2.409,11.114,15.024,57.955,9.033,36.364,8.297,16.909,4.385,6.184,0.709,13.773,23.111,0.596,5.84,14.817,0.394,74.034,7.4,4.9,12.3,5.5,3.7,9.2,0.586,0.295,0.338,113.8,16.4,13.4,0.24,26.5,77.6,,,74.87228,0.432
17,2045,College,team,23,34,46,200.0,80.459,29.151,61.002,0.528,6.063,17.544,0.346,23.088,43.455,0.531,16.088,21.653,0.743,9.131,26.564,35.695,15.261,7.173,3.566,11.783,14.674,42.826,8.448,36.086,7.175,17.542,4.218,6.127,0.688,13.805,23.718,0.582,5.044,13.609,0.371,73.175,6.2,3.6,9.8,1.7,1.0,2.7,0.57,0.288,0.355,110.0,13.0,14.3,0.264,26.8,77.9,0.51,0.572,74.04744,0.449
17,2046,College,team,11,30,43,200.0,78.628,28.838,61.094,0.523,6.21,18.721,0.332,22.627,42.374,0.534,14.745,20.094,0.734,9.139,27.001,36.14,14.07,8.233,3.559,13.141,14.49,32.559,9.269,31.58,7.115,15.978,3.213,4.465,0.72,12.558,22.443,0.56,6.835,15.464,0.442,73.938,2.5,4.5,7.1,0.9,1.4,2.3,0.562,0.306,0.329,106.3,8.6,15.8,0.241,26.8,79.6,0.515,0.565,74.74112,0.402
18,2044,College,team,56,37,46,201.087,83.153,30.477,62.782,0.542,7.109,20.112,0.353,23.368,42.676,0.548,15.087,20.391,0.74,10.716,27.348,38.064,13.848,7.759,3.368,11.128,14.285,77.499,9.218,35.607,7.521,16.327,3.564,5.087,0.701,14.238,24.674,0.577,5.566,12.914,0.431,72.173,7.6,6.1,13.6,4.7,3.6,8.3,0.579,0.32,0.325,115.2,22.1,13.4,0.24,31.2,80.1,,,72.98168,0.428
18,2045,College,team,28,15,41,200.0,65.803,24.316,56.56,0.494,7.22,21.708,0.333,17.097,34.855,0.491,9.95,13.268,0.75,7.733,24.656,32.389,10.513,6.292,3.39,15.487,15.193,-35.732,11.285,22.291,6.901,12.928,2.416,3.514,0.688,8.733,17.244,0.506,5.951,14.098,0.422,70.151,-6.5,-0.8,-7.4,-1.1,0.3,-0.8,0.527,0.384,0.235,93.8,-10.7,19.9,0.176,23.4,75.3,0.533,0.49,70.68264,0.339
18,2046,College,team,57,27,41,201.218,86.731,31.509,67.488,0.535,9.147,26.83,0.341,22.366,40.659,0.55,14.562,19.439,0.749,9.853,26.706,36.559,14.487,9.098,3.708,11.611,17.146,55.975,10.044,34.539,9.828,16.023,3.316,4.001,0.829,13.951,25.1,0.556,5.097,11.562,0.441,77.797,4.2,3.6,7.8,0.4,0.2,0.6,0.57,0.398,0.288,111.5,14.3,13.2,0.216,26.2,73.4,0.454,0.513,78.57672,0.398
19,2044,College,team,44,30,44,201.136,70.5,25.612,56.41,0.517,7.135,21.796,0.327,18.478,34.614,0.534,12.136,17.0,0.714,10.296,25.728,36.024,11.705,6.637,2.612,14.317,14.295,24.204,10.217,26.818,6.225,14.521,2.727,3.953,0.69,10.637,18.613,0.571,5.067,12.045,0.421,67.91,1.2,3.2,4.4,-0.2,1.3,1.1,0.552,0.386,0.301,103.8,7.8,18.3,0.215,31.7,80.7,,,68.591,0.38
19,2045,College,team,22,19,42,200.595,76.213,28.713,60.169,0.526,5.835,16.787,0.348,22.882,43.38,0.527,12.955,17.882,0.724,8.095,24.476,32.571,15.645,7.381,2.667,12.834,14.784,7.501,8.991,33.0,6.144,15.692,3.477,4.905,0.709,13.025,23.31,0.559,6.382,15.167,0.421,72.774,2.4,1.3,3.7,1.0,0.7,1.7,0.56,0.279,0.297,104.7,2.7,15.9,0.215,24.3,76.3,0.525,0.505,73.49136,0.433
