team_id,season_id,game_type,stat_type,conference_id,GW,GP,Min,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,OBPM,DBPM,BPM,AOBPM,ADBPM,ABPM,TS,_3PAr,FTr,ORtg,NetRtg,TO_P,FT_FG_A,ORB_P,DRB_P,SOS,RPI,Pace,PITP%
625,2045,College,team,41,15,41,200.609,70.977,26.195,60.951,0.508,9.487,27.928,0.34,16.707,33.025,0.506,9.098,12.901,0.705,8.585,24.0,32.585,12.951,5.073,1.611,14.537,15.953,-41.34,11.989,22.098,6.488,13.292,3.292,4.488,0.734,7.733,14.851,0.521,5.657,13.684,0.413,72.58,-3.5,-4.5,-8.1,-1.3,-1.6,-2.9,0.533,0.458,0.212,97.8,-11.1,17.9,0.149,24.0,72.7,0.469,0.436,73.09548,0.311
625,2046,College,team,41,25,42,200.595,77.074,27.691,61.572,0.526,9.356,25.477,0.367,18.334,36.095,0.508,12.332,16.286,0.757,8.643,24.165,32.808,10.834,5.0,1.762,11.525,16.929,13.692,11.978,24.812,5.739,15.049,3.093,4.738,0.653,9.262,17.738,0.522,5.929,13.618,0.435,71.618,1.5,-4.1,-2.7,0.2,-1.2,-1.0,0.561,0.414,0.265,107.6,3.0,14.4,0.2,25.1,74.1,0.491,0.519,72.27128,0.322
626,2044,College,team,40,20,41,200.0,70.17,25.928,58.44,0.492,5.609,16.757,0.335,20.317,41.682,0.487,12.707,18.44,0.689,8.684,25.0,33.684,11.901,5.171,2.245,12.608,15.583,-20.244,9.49,28.781,5.048,16.124,2.901,4.876,0.595,11.464,22.026,0.52,5.927,14.78,0.401,70.48,0.1,-2.0,-1.9,-0.4,-1.9,-2.3,0.527,0.287,0.316,99.6,-5.8,15.9,0.217,25.0,73.3,,,71.2152,0.41
626,2045,College,team,40,30,45,201.111,80.113,29.599,61.135,0.523,4.689,13.111,0.358,24.911,48.023,0.519,16.221,22.355,0.726,8.467,25.732,34.199,14.821,6.511,3.0,11.289,16.289,31.111,8.046,36.888,6.378,17.934,4.045,6.357,0.636,14.377,25.221,0.57,6.465,16.446,0.393,73.792,5.5,0.5,5.9,1.0,-0.2,0.8,0.564,0.214,0.366,108.6,9.2,13.7,0.265,25.0,74.9,0.475,0.524,74.6874,0.46
626,2046,College,team,40,32,44,200.0,84.365,31.454,62.204,0.548,5.293,14.613,0.362,26.16,47.591,0.55,16.16,21.863,0.739,7.864,26.59,34.454,15.319,7.499,2.683,10.887,16.137,56.59,8.612,37.592,7.07,17.342,4.044,5.818,0.695,14.751,25.479,0.579,7.362,16.296,0.452,74.849,6.2,2.2,8.4,1.3,0.3,1.6,0.587,0.235,0.351,112.7,15.0,13.2,0.26,24.0,77.2,0.481,0.545,75.72124,0.446
627,2044,College,team,43,18,41,201.219,68.539,25.901,56.171,0.51,5.44,16.415,0.331,20.463,39.755,0.515,11.293,16.34,0.691,8.66,24.392,33.052,11.952,7.34,3.34,14.439,14.414,7.438,8.702,31.513,7.05,15.05,2.148,2.951,0.728,13.607,25.171,0.541,4.707,11.633,0.405,69.149,-1.1,3.8,2.7,-1.2,2.5,1.3,0.541,0.292,0.291,99.1,2.0,18.6,0.201,27.0,74.2,,,69.7932,0.46
627,2045,College,team,43,22,45,200.0,72.489,26.645,58.422,0.522,7.667,21.333,0.359,18.977,37.088,0.512,11.534,16.599,0.695,7.845,24.689,32.534,11.756,6.244,3.468,13.977,15.467,-12.887,10.441,28.267,6.598,14.647,2.776,3.624,0.766,11.332,21.755,0.521,4.844,11.711,0.414,71.861,-1.9,-0.5,-2.4,-0.8,-0.4,-1.2,0.551,0.365,0.284,100.9,-3.4,17.5,0.197,23.4,71.2,0.479,0.489,72.52152,0.39
627,2046,College,team,43,30,44,201.136,75.908,28.545,60.317,0.524,6.091,18.023,0.338,22.455,42.296,0.531,12.728,18.932,0.672,9.682,26.409,36.091,13.636,7.864,4.0,12.114,13.909,42.952,8.697,35.637,6.338,16.227,2.704,3.634,0.744,15.092,27.591,0.547,4.636,11.068,0.419,71.082,4.0,6.6,10.6,0.7,1.4,2.1,0.553,0.299,0.314,106.8,12.5,15.0,0.211,28.5,75.5,0.481,0.541,71.83636,0.469
628,2044,College,team,42,34,44,200.568,79.728,29.297,61.544,0.545,8.546,23.184,0.369,20.75,38.364,0.541,12.591,16.295,0.773,8.908,25.185,34.093,15.137,9.749,2.408,12.727,12.774,68.636,10.621,28.681,7.954,13.635,2.657,3.57,0.744,11.684,21.432,0.545,6.41,13.365,0.48,72.537,2.8,9.5,12.3,1.3,6.4,7.7,0.58,0.377,0.265,109.9,18.3,15.6,0.205,26.7,78.3,,,73.1846,0.36
628,2045,College,team,21,12,41,200.61,68.488,25.733,58.855,0.493,6.585,20.463,0.322,19.147,38.389,0.499,10.439,15.366,0.679,7.853,25.075,32.928,12.78,4.415,3.099,15.17,16.143,-66.341,9.64,29.171,6.146,14.34,2.317,3.438,0.674,12.194,23.341,0.522,4.562,11.608,0.393,72.932,-4.7,-5.5,-10.2,-0.7,-0.9,-1.6,0.522,0.348,0.261,93.9,-17.8,18.8,0.177,22.4,70.9,0.529,0.464,73.54768,0.426
628,2046,College,team,43,4,41,200.0,58.049,22.488,51.732,0.477,4.366,14.659,0.298,18.123,37.073,0.489,8.708,13.927,0.625,6.805,23.414,30.219,9.196,4.561,2.975,16.072,15.829,-75.123,9.852,25.704,4.415,13.22,1.707,2.586,0.66,11.147,21.903,0.509,5.267,12.585,0.419,67.131,-9.6,-4.5,-14.1,-2.6,-1.4,-4.0,0.502,0.283,0.269,86.5,-21.8,21.7,0.168,21.7,71.2,0.484,0.383,67.68396,0.443
629,2044,College,team,44,11,41,200.61,62.44,23.613,52.389,0.494,4.513,12.975,0.348,19.098,39.415,0.485,10.707,16.244,0.659,7.195,24.269,31.464,11.319,5.853,3.222,15.048,14.707,-35.976,8.801,28.488,5.634,13.856,2.439,3.633,0.671,11.781,23.584,0.5,4.854,12.193,0.398,67.39,-5.2,-0.3,-5.5,-4.7,-1.0,-5.7,0.524,0.248,0.31,92.7,-10.1,20.2,0.204,23.3,75.4,,,68.03912,0.456
629,2045,College,team,44,21,41,201.218,73.17,27.366,57.901,0.515,4.878,14.195,0.344,22.488,43.707,0.515,13.563,20.047,0.677,8.563,24.825,33.388,11.365,6.487,3.097,13.682,15.023,2.194,8.276,34.732,5.902,16.511,3.099,4.633,0.669,14.245,26.78,0.532,5.12,12.294,0.416,71.839,0.3,0.4,0.6,-0.4,-0.4,-0.8,0.548,0.245,0.346,101.9,0.4,17.0,0.234,25.8,76.4,0.468,0.48,72.64256,0.475
629,2046,College,team,44,20,42,200.595,69.715,25.974,59.524,0.492,6.644,20.025,0.332,19.332,39.502,0.489,11.118,15.404,0.722,9.667,25.667,35.334,10.856,5.593,2.499,14.476,14.951,-22.738,9.727,29.38,6.237,14.451,2.787,3.571,0.78,11.883,22.976,0.517,4.642,12.952,0.358,71.106,-2.6,-1.6,-4.2,-0.7,-0.5,-1.2,0.526,0.336,0.259,98.0,-7.0,17.9,0.187,27.9,78.6,0.495,0.495,71.72692,0.421
630,2044,College,team,41,20,41,201.83,74.364,27.805,58.098,0.528,5.733,16.147,0.355,22.074,41.949,0.526,13.024,19.707,0.661,8.0,27.732,35.732,12.561,5.755,3.096,14.368,15.78,-0.853,8.71,34.536,6.44,16.463,3.049,4.486,0.68,14.22,25.902,0.549,4.805,11.562,0.416,73.14,0.0,0.3,0.3,-0.8,-0.5,-1.3,0.557,0.278,0.339,101.7,0.5,17.7,0.224,24.1,76.7,,,73.92536,0.464
630,2045,College,team,41,16,43,200.581,69.977,26.022,57.653,0.51,6.722,20.303,0.331,19.301,37.348,0.517,11.21,16.232,0.691,8.14,25.673,33.813,11.513,5.72,2.349,15.44,15.813,-30.581,10.12,27.908,5.21,14.466,2.513,3.859,0.651,11.439,20.557,0.556,5.349,12.932,0.414,72.096,-3.8,-1.8,-5.6,-1.4,-0.9,-2.3,0.54,0.352,0.282,97.1,-7.7,19.2,0.194,24.1,76.0,0.473,0.442,72.74436,0.399
630,2046,College,team,41,23,44,201.705,72.706,27.456,59.523,0.512,6.067,17.978,0.337,21.387,41.545,0.515,11.729,18.204,0.644,8.727,24.727,33.454,11.658,5.863,3.297,12.069,15.137,-1.931,9.484,31.362,6.478,16.114,3.615,5.047,0.716,12.069,22.409,0.539,5.705,14.094,0.405,70.868,1.1,-1.0,0.1,0.0,-0.5,-0.5,0.538,0.302,0.306,102.6,-1.2,15.2,0.197,25.2,74.8,0.481,0.494,71.60292,0.431
631,2044,College,team,40,24,43,200.581,84.186,30.837,65.79,0.515,6.116,17.536,0.349,24.721,48.257,0.512,16.396,23.279,0.704,8.557,26.396,34.953,13.094,9.022,2.885,13.231,16.443,6.628,8.516,37.628,11.396,18.045,4.885,6.743,0.724,13.93,26.139,0.533,5.908,15.371,0.384,80.714,0.9,2.2,3.1,0.4,1.3,1.7,0.554,0.267,0.354,104.3,1.0,14.8,0.249,22.8,71.7,,,81.63792,0.447
631,2045,College,team,40,7,41,201.828,71.804,26.172,60.903,0.479,5.974,18.635,0.321,20.195,42.267,0.478,13.489,19.902,0.678,7.878,25.193,33.071,12.903,6.074,2.78,16.342,17.536,-81.828,9.947,27.66,9.975,16.733,4.122,5.95,0.693,9.707,20.877,0.465,6.368,15.439,0.412,78.116,-5.0,-4.9,-10.0,-1.1,-1.1,-2.2,0.515,0.306,0.327,91.9,-21.4,19.0,0.221,21.1,67.0,0.511,0.424,78.91996,0.385
631,2046,College,team,40,22,41,200.609,81.464,29.707,61.099,0.543,6.902,17.439,0.396,22.806,43.658,0.522,15.146,21.658,0.699,7.732,24.048,31.78,16.317,7.636,1.78,12.611,16.61,1.464,9.386,32.878,10.196,17.002,4.634,5.975,0.776,11.78,22.171,0.531,6.365,15.511,0.41,75.508,4.1,-1.6,2.4,0.9,-0.5,0.4,0.577,0.285,0.354,107.9,-0.1,15.2,0.248,22.8,69.6,0.49,0.5,76.37384,0.404
632,2044,College,team,43,13,43,201.162,69.281,25.349,57.116,0.495,5.862,18.65,0.314,19.49,38.465,0.507,12.72,17.556,0.725,8.557,26.653,35.21,10.422,3.371,4.07,15.929,15.978,-40.231,9.956,27.672,5.489,15.745,2.929,4.698,0.623,10.908,19.511,0.559,5.651,14.254,0.396,72.208,-3.6,-5.0,-8.6,-3.1,-4.2,-7.3,0.534,0.327,0.307,95.9,-11.5,19.7,0.223,25.8,76.0,,,72.91488,0.399
632,2045,College,team,43,23,41,201.219,78.389,29.174,61.415,0.529,6.659,19.22,0.346,22.511,42.195,0.533,13.389,19.245,0.696,10.365,26.978,37.343,11.999,5.489,3.879,12.999,15.561,17.804,9.128,33.902,7.757,16.169,3.609,5.489,0.657,13.342,23.293,0.573,5.561,13.415,0.415,72.519,3.3,-0.8,2.5,0.2,-0.8,-0.6,0.561,0.313,0.313,108.1,5.4,15.7,0.218,30.3,77.6,0.461,0.487,73.2866,0.432
632,2046,College,team,43,18,42,200.0,71.905,26.831,61.452,0.49,6.525,20.024,0.326,20.31,41.431,0.49,11.717,18.69,0.627,9.189,25.666,34.855,10.785,5.335,3.165,12.523,15.666,-28.095,10.069,29.573,6.118,15.738,3.499,5.311,0.659,11.286,21.953,0.514,5.524,14.167,0.39,73.009,-1.6,-2.2,-3.8,-0.6,-0.8,-1.4,0.516,0.326,0.304,98.5,-8.4,15.2,0.191,24.7,72.6,0.486,0.466,73.7572,0.411
633,2044,College,team,42,37,45,200.555,87.38,34.311,61.664,0.565,1.09,2.913,0.374,33.221,58.753,0.565,17.666,25.001,0.707,9.0,29.867,38.867,16.825,9.822,4.002,13.333,14.931,100.556,5.891,50.044,9.644,18.532,3.088,3.779,0.817,21.889,35.312,0.62,8.2,19.667,0.417,77.003,7.4,9.7,17.2,5.2,6.9,12.1,0.601,0.047,0.405,113.5,26.1,15.5,0.286,29.9,83.7,,,77.99748,0.573
633,2045,College,team,21,38,47,200.0,97.022,35.722,67.594,0.587,7.894,21.423,0.368,27.829,46.17,0.603,17.678,23.872,0.741,8.447,30.638,39.085,17.851,8.595,4.852,12.085,16.342,101.488,8.647,44.638,10.428,18.213,2.49,3.106,0.802,19.81,31.552,0.628,5.51,11.51,0.479,81.736,8.2,5.5,13.7,2.2,1.5,3.7,0.621,0.317,0.353,118.7,25.9,13.4,0.262,24.8,82.8,0.508,0.588,82.69056,0.46
633,2046,College,team,10,18,42,200.0,86.761,32.715,66.215,0.528,4.547,14.284,0.318,28.166,51.928,0.542,16.784,23.0,0.73,8.951,30.097,39.048,14.573,5.5,4.283,15.572,17.217,-18.214,7.456,44.57,7.073,18.094,2.238,3.048,0.734,19.904,34.715,0.573,5.881,14.167,0.415,82.948,0.8,-3.4,-2.5,0.8,-0.2,0.6,0.568,0.216,0.347,104.6,-3.7,16.9,0.253,25.0,79.6,0.541,0.519,83.876,0.514
634,2044,College,team,4,24,43,201.162,85.791,31.232,64.815,0.529,6.094,18.488,0.33,25.139,46.326,0.543,17.233,24.164,0.713,8.558,29.0,37.558,14.836,8.327,4.208,14.535,16.255,10.814,8.018,41.303,8.0,18.139,2.861,3.837,0.746,17.792,32.092,0.554,4.487,10.393,0.432,81.424,1.7,1.4,3.1,2.2,2.0,4.2,0.569,0.285,0.373,105.4,3.1,16.2,0.266,23.3,81.8,,,82.39072,0.481
634,2045,College,team,9,29,41,201.219,84.341,32.146,66.0,0.533,6.1,17.951,0.34,26.048,48.047,0.542,13.95,19.025,0.733,9.536,29.197,38.733,15.538,7.463,3.682,12.388,16.171,51.706,8.211,39.805,8.025,15.61,3.709,4.951,0.749,16.049,28.389,0.565,6.145,14.707,0.418,77.219,3.4,3.6,7.0,0.8,0.9,1.7,0.567,0.272,0.288,109.2,14.2,14.3,0.211,26.9,81.0,0.5,0.555,77.984,0.472
634,2046,College,team,9,31,44,200.568,88.385,32.75,66.546,0.558,8.75,23.206,0.377,24.001,43.341,0.554,14.138,19.16,0.738,10.09,29.294,39.384,17.341,8.092,3.865,12.862,15.339,55.797,9.604,36.183,9.021,15.615,3.429,4.477,0.766,14.659,26.045,0.563,5.908,12.818,0.461,77.75,5.8,3.8,9.6,1.6,1.1,2.7,0.589,0.349,0.288,113.7,14.8,14.6,0.212,28.0,79.6,0.512,0.569,78.5148,0.409
635,2044,College,team,5,32,45,200.0,84.177,31.532,59.689,0.569,4.845,13.625,0.356,26.689,46.066,0.579,16.269,21.645,0.752,7.732,28.179,35.911,15.598,7.665,3.999,13.622,15.087,41.889,7.631,42.178,7.288,17.155,3.376,4.711,0.717,17.668,28.667,0.616,5.601,12.685,0.442,75.093,5.3,3.3,8.6,4.9,3.4,8.3,0.608,0.228,0.363,112.1,11.6,16.4,0.273,25.5,76.3,,,75.9686,0.501
635,2045,College,team,2,27,43,201.162,79.513,29.604,56.931,0.554,3.86,11.002,0.351,25.743,45.932,0.56,16.443,20.907,0.786,6.35,26.928,33.278,15.488,8.815,3.047,13.628,14.628,47.327,7.134,40.791,8.348,16.093,3.557,4.701,0.757,16.79,28.395,0.591,5.349,12.837,0.417,73.403,2.9,5.4,8.3,1.2,1.9,3.1,0.601,0.193,0.367,108.3,13.4,17.1,0.289,22.1,81.6,0.534,0.559,74.24436,0.513
635,2046,College,team,2,27,45,200.0,86.512,32.202,64.398,0.55,6.401,17.29,0.37,25.799,47.111,0.548,15.711,21.2,0.741,8.998,28.358,37.356,14.333,8.132,2.645,14.245,16.578,27.777,8.371,39.735,9.979,17.333,5.002,6.846,0.731,14.843,25.999,0.571,5.933,14.268,0.416,78.964,3.2,0.9,4.2,1.9,1.3,3.2,0.587,0.268,0.329,109.6,7.5,16.2,0.244,26.0,80.5,0.572,0.579,79.821,0.459
636,2044,College,team,10,23,42,200.595,77.716,27.572,62.62,0.517,9.595,26.831,0.358,17.976,35.787,0.502,12.977,17.097,0.759,7.761,25.952,33.713,12.691,6.929,3.998,12.715,15.311,5.119,11.9,23.62,7.31,15.31,3.522,5.191,0.678,8.262,15.882,0.52,6.168,14.716,0.419,75.09,-0.5,0.6,0.1,-0.1,0.7,0.6,0.554,0.428,0.273,103.5,0.8,15.3,0.207,21.6,76.5,,,75.78056,0.304
636,2045,College,team,10,22,42,202.382,84.522,30.406,66.525,0.535,10.405,27.786,0.374,19.999,38.738,0.516,13.309,17.927,0.742,8.785,27.5,36.285,13.69,6.832,4.475,12.786,15.714,8.692,11.369,28.333,8.024,15.332,4.714,6.497,0.726,9.429,17.215,0.548,5.834,15.024,0.388,78.409,1.1,-0.2,1.0,0.8,0.5,1.3,0.568,0.418,0.269,107.8,2.3,14.7,0.2,23.0,74.9,0.534,0.53,79.13096,0.335
636,2046,College,team,10,25,41,200.61,91.83,33.561,69.22,0.554,9.562,25.145,0.38,23.999,44.072,0.545,15.146,19.221,0.788,9.221,27.561,36.782,18.391,6.659,4.267,11.95,16.437,17.684,10.388,34.635,7.854,15.828,4.025,5.757,0.699,13.267,23.56,0.563,6.683,14.757,0.453,80.405,5.7,-2.5,3.3,2.1,0.0,2.1,0.591,0.363,0.278,114.2,4.2,13.3,0.219,24.8,74.3,0.542,0.566,81.17508,0.377
637,2044,College,team,40,22,41,200.61,74.757,28.073,60.901,0.516,6.732,18.781,0.358,21.342,42.121,0.507,11.878,17.073,0.696,8.976,24.562,33.538,11.829,6.732,2.05,12.755,15.73,-1.586,10.405,27.563,6.39,14.707,4.292,6.123,0.701,9.487,18.488,0.513,7.562,17.512,0.432,72.187,-0.1,-0.8,-0.9,-0.4,-0.9,-1.3,0.546,0.308,0.28,103.6,-0.8,15.7,0.195,25.7,73.1,,,72.87504,0.369
637,2045,College,team,40,20,42,200.595,72.213,26.811,57.524,0.535,7.929,20.738,0.382,18.881,36.787,0.513,10.667,15.239,0.7,7.882,24.761,32.643,14.641,5.931,2.762,14.309,14.951,-4.523,11.721,22.667,6.022,14.618,2.405,3.404,0.707,8.881,16.883,0.526,7.549,16.5,0.458,70.656,0.3,-0.1,0.2,0.1,0.0,0.1,0.562,0.361,0.265,102.2,-0.5,18.2,0.185,24.3,73.9,0.505,0.494,71.26572,0.314
637,2046,College,team,40,9,41,200.0,67.463,25.757,57.072,0.508,6.439,18.828,0.342,19.317,38.244,0.505,9.512,14.073,0.676,7.512,24.318,31.83,8.511,5.147,2.879,16.486,16.488,-72.195,10.394,26.389,5.707,13.439,2.95,4.025,0.733,10.244,19.512,0.525,6.122,14.706,0.416,72.247,-8.1,-6.2,-14.2,-2.3,-1.8,-4.1,0.533,0.33,0.247,93.4,-19.9,20.7,0.167,22.7,72.7,0.484,0.407,72.80104,0.391
638,2044,College,team,41,5,41,200.0,65.464,24.144,58.269,0.465,5.927,17.829,0.332,18.22,40.439,0.451,11.244,15.66,0.718,7.976,24.196,32.172,10.709,4.073,1.828,15.121,16.44,-78.902,9.527,28.734,5.341,14.462,2.562,3.754,0.682,11.805,25.317,0.466,3.854,11.367,0.339,72.31,-6.7,-7.0,-13.6,-4.9,-5.2,-10.1,0.502,0.306,0.269,90.5,-22.2,18.8,0.193,22.4,73.0,,,72.9308,0.439
638,2045,College,team,41,22,41,200.609,78.755,29.34,63.318,0.511,6.001,18.096,0.332,23.34,45.221,0.516,14.073,20.195,0.697,9.683,26.66,36.343,15.076,5.926,2.245,11.952,14.928,9.634,8.555,35.902,5.901,16.146,2.804,4.171,0.672,15.123,28.121,0.538,5.389,12.927,0.417,74.471,3.3,-0.2,3.1,0.1,-0.8,-0.7,0.545,0.286,0.319,105.8,2.4,14.2,0.222,26.7,77.6,0.451,0.478,75.2806,0.456
638,2046,College,team,41,8,41,200.0,61.632,23.805,53.0,0.479,3.172,10.415,0.305,20.636,42.584,0.485,10.853,17.514,0.62,6.856,21.901,28.757,10.902,4.51,1.803,13.17,16.171,-70.732,8.233,29.754,5.317,15.268,4.318,6.295,0.686,10.562,21.756,0.485,5.756,14.539,0.396,67.028,-4.0,-7.1,-11.1,-1.0,-1.8,-2.8,0.508,0.197,0.33,91.9,-20.9,17.8,0.205,21.4,70.0,0.497,0.423,67.72072,0.483
639,2044,College,team,21,13,42,200.595,72.5,26.382,61.906,0.498,8.834,26.572,0.332,17.547,35.334,0.497,10.905,15.358,0.71,8.31,24.644,32.954,12.859,5.571,1.714,13.786,14.762,-54.048,11.498,24.238,5.833,14.049,1.93,2.573,0.75,10.095,19.476,0.518,5.43,13.285,0.409,74.135,-3.3,-3.9,-7.2,-1.6,-2.0,-3.6,0.528,0.429,0.248,97.8,-15.0,16.7,0.176,22.6,73.4,,,74.75384,0.334
639,2045,College,team,42,28,45,200.555,72.09,26.467,57.399,0.513,5.933,17.753,0.334,20.533,39.646,0.518,13.222,17.846,0.741,8.154,24.89,33.044,12.845,7.29,2.355,13.8,15.201,12.22,9.053,30.8,7.132,15.468,2.446,3.265,0.749,12.936,23.908,0.541,5.133,12.465,0.412,70.893,0.1,2.7,2.8,-0.1,0.5,0.4,0.552,0.309,0.311,101.7,3.4,17.5,0.23,25.1,74.2,0.489,0.528,71.61108,0.427
639,2046,College,team,42,13,42,201.19,69.522,26.547,56.857,0.525,6.596,18.688,0.353,19.953,38.168,0.523,9.834,15.215,0.646,6.763,24.572,31.335,10.763,4.788,2.763,14.716,15.023,-53.928,9.968,29.57,7.143,13.691,2.761,3.62,0.763,12.024,22.716,0.529,5.167,11.833,0.437,71.5,-5.1,-4.8,-9.9,-0.9,-0.8,-1.7,0.547,0.329,0.268,97.2,-15.5,18.8,0.173,20.9,73.1,0.526,0.47,72.1132,0.425
640,2044,College,team,20,34,45,200.0,85.244,32.645,60.688,0.541,0.422,0.843,0.501,32.223,59.845,0.538,19.533,25.489,0.766,8.533,30.045,38.578,14.844,7.533,3.846,12.867,14.087,66.778,6.197,47.111,8.578,19.334,3.11,3.778,0.823,20.423,35.778,0.571,8.667,20.289,0.427,76.237,6.7,6.4,13.1,5.0,4.7,9.7,0.593,0.014,0.42,111.8,18.0,15.2,0.322,27.9,80.0,,,77.25672,0.553
640,2045,College,team,10,20,41,200.0,85.391,31.462,63.582,0.539,5.66,15.927,0.355,25.805,47.66,0.541,16.804,22.928,0.733,7.998,29.1,37.098,14.122,8.538,3.975,13.269,15.245,33.416,8.34,38.877,10.806,17.464,3.562,4.244,0.839,15.878,28.78,0.552,6.364,14.634,0.435,78.94,2.6,4.4,6.9,1.0,1.4,2.4,0.58,0.25,0.361,108.2,9.0,15.3,0.264,23.1,76.9,0.52,0.511,79.85844,0.455
640,2046,College,team,10,29,42,201.19,80.19,30.095,60.953,0.516,2.691,8.571,0.314,27.406,52.381,0.523,17.309,22.881,0.756,7.929,26.713,34.642,13.74,9.478,3.738,12.168,14.977,53.453,7.282,38.858,9.952,17.644,3.763,5.119,0.735,15.595,29.547,0.528,7.976,17.715,0.45,75.259,3.1,7.4,10.6,1.0,2.1,3.1,0.565,0.141,0.375,106.6,14.1,14.6,0.284,24.2,76.6,0.515,0.558,76.17488,0.485
641,2044,College,team,45,28,43,201.743,76.513,28.628,57.976,0.543,5.698,14.606,0.39,22.931,43.372,0.529,13.558,18.42,0.736,7.0,24.885,31.885,14.909,7.628,2.86,12.324,14.582,33.372,9.274,32.605,7.093,15.558,3.28,4.978,0.659,13.025,22.07,0.59,6.629,16.327,0.406,71.406,2.9,3.3,6.1,1.5,1.8,3.3,0.579,0.252,0.318,107.2,9.2,15.7,0.234,22.3,76.1,,,72.1416,0.426
641,2045,College,team,45,26,43,200.581,78.536,29.233,60.372,0.535,6.116,16.232,0.377,23.115,44.139,0.524,13.952,19.369,0.72,7.976,26.091,34.067,12.093,6.514,2.511,12.372,14.255,21.396,9.536,33.488,6.396,16.535,3.51,5.394,0.651,13.233,23.0,0.575,6.373,15.743,0.405,73.294,2.2,1.0,3.2,0.2,-0.1,0.1,0.57,0.269,0.321,107.2,4.7,15.2,0.231,24.3,78.1,0.475,0.514,74.06512,0.426
641,2046,College,team,45,20,42,201.783,74.12,28.238,60.594,0.508,5.119,14.738,0.347,23.118,45.859,0.504,12.523,18.31,0.684,8.668,26.332,35.0,11.977,6.478,2.62,14.143,15.905,-3.571,8.989,33.999,6.024,15.667,2.881,3.857,0.747,14.096,27.404,0.514,6.119,14.596,0.419,74.122,-1.5,0.8,-0.7,-0.8,-0.2,-1.0,0.54,0.243,0.302,100.0,-1.1,17.1,0.207,25.2,73.3,0.474,0.479,74.8578,0.459
642,2044,College,team,21,29,44,201.137,75.115,28.274,54.954,0.564,5.477,14.456,0.379,22.796,40.5,0.563,13.091,18.159,0.721,6.865,28.02,34.885,13.816,5.865,3.659,13.343,13.931,37.614,8.328,36.365,3.841,14.979,2.137,3.069,0.696,16.021,27.318,0.586,4.613,10.115,0.456,69.421,2.5,3.8,6.4,2.1,3.1,5.2,0.597,0.263,0.33,108.2,11.8,17.5,0.238,24.1,79.6,,,70.14832,0.484
642,2045,College,team,10,32,45,200.0,78.777,29.778,58.287,0.57,6.845,17.356,0.394,22.934,40.932,0.56,12.378,17.58,0.704,7.112,29.869,36.981,15.311,6.687,4.334,14.978,14.378,41.222,8.96,35.422,7.424,15.578,3.223,4.221,0.764,14.467,24.889,0.581,5.222,11.822,0.442,73.888,1.7,4.9,6.6,0.8,1.6,2.4,0.597,0.298,0.302,106.6,11.9,18.5,0.212,23.2,82.3,0.528,0.58,74.5914,0.45
642,2046,College,team,5,15,41,202.44,72.78,27.0,56.634,0.516,4.39,13.366,0.328,22.611,43.268,0.523,14.389,18.439,0.78,7.317,27.391,34.708,14.488,5.611,3.633,15.561,16.707,-23.414,8.606,30.438,7.976,15.732,3.585,4.78,0.75,11.56,22.293,0.519,7.39,16.196,0.456,72.995,-0.9,-2.3,-3.3,0.4,0.0,0.4,0.562,0.236,0.326,99.7,-5.5,19.4,0.254,23.7,76.7,0.54,0.496,73.72872,0.418
643,2044,College,team,40,8,41,200.0,69.976,26.267,57.388,0.505,5.414,16.099,0.336,20.853,41.292,0.505,12.023,18.39,0.654,7.538,24.851,32.389,11.048,4.145,3.807,15.099,16.145,-70.123,9.805,27.756,4.657,15.511,3.05,5.024,0.607,10.83,20.83,0.52,6.975,15.44,0.452,73.036,-4.1,-7.0,-11.1,-3.4,-5.6,-9.0,0.534,0.281,0.32,95.8,-19.3,18.7,0.21,22.5,73.2,,,73.7762,0.397
643,2045,College,team,40,8,41,200.609,78.852,29.707,65.488,0.505,6.732,18.853,0.357,22.976,46.634,0.493,12.706,19.293,0.659,8.902,25.659,34.561,12.928,6.511,3.758,15.803,19.196,-59.635,9.277,34.145,8.757,16.513,4.0,5.975,0.669,13.073,24.976,0.523,5.901,15.683,0.376,80.881,-3.2,-6.9,-10.1,-0.7,-1.7,-2.4,0.533,0.288,0.295,97.5,-16.1,17.6,0.194,23.2,72.6,0.504,0.424,81.64964,0.433
643,2046,College,team,40,21,42,200.0,76.358,28.692,60.477,0.527,6.331,17.859,0.354,22.356,42.619,0.525,12.641,17.834,0.709,8.191,26.405,34.596,13.002,5.476,3.548,12.88,15.094,2.263,9.184,34.332,6.859,15.191,3.048,4.454,0.684,14.119,25.143,0.562,5.191,13.023,0.399,73.006,0.6,-1.3,-0.7,0.3,-0.2,0.1,0.559,0.295,0.295,104.6,0.0,15.9,0.209,24.3,76.7,0.507,0.505,73.72632,0.45
