team_id,season_id,game_type,stat_type,conference_id,GW,GP,Min,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,OBPM,DBPM,BPM,AOBPM,ADBPM,ABPM,TS,_3PAr,FTr,ORtg,NetRtg,TO_P,FT_FG_A,ORB_P,DRB_P,SOS,RPI,Pace,PITP%
164,2045,College,opponent,34,14,44,200.0,70.294,25.91,58.025,0.504,6.635,19.953,0.333,19.274,38.068,0.506,11.841,17.5,0.677,6.953,24.319,31.272,11.773,5.863,2.161,13.613,15.545,-52.045,10.612,26.273,5.953,14.774,2.91,4.203,0.692,10.227,19.59,0.522,6.136,14.271,0.43,72.384,,,,,,,0.535,0.344,0.302,97.1,,17.2,0.204,,,,,73.085,0.374
164,2046,College,opponent,17,31,41,200.609,80.122,29.951,62.05,0.536,6.635,18.389,0.361,23.318,43.66,0.534,13.584,20.267,0.67,9.904,25.731,35.635,13.441,8.9,3.219,10.024,14.78,75.489,9.175,34.342,8.489,16.049,4.269,5.707,0.748,12.901,23.684,0.545,6.145,14.267,0.431,71.08,,,,,,,0.564,0.296,0.327,112.7,,12.4,0.219,,,,,71.89816,0.429
165,2044,College,opponent,44,25,41,200.61,78.927,29.488,63.367,0.519,6.757,20.0,0.338,22.731,43.367,0.524,13.196,19.417,0.68,9.219,27.365,36.584,12.512,5.975,3.855,12.389,15.829,12.317,9.24,33.512,8.12,15.926,4.074,5.682,0.717,12.683,22.901,0.554,5.976,14.78,0.404,75.077,,,,,,,0.549,0.316,0.306,105.1,,14.7,0.208,,,,,75.85716,0.425
165,2045,College,opponent,44,24,42,200.595,71.167,25.785,58.143,0.497,6.261,18.5,0.338,19.525,39.643,0.493,13.334,19.166,0.696,9.381,26.073,35.454,11.596,5.643,3.095,12.405,14.787,14.166,9.956,28.047,5.668,16.118,2.62,3.883,0.675,11.405,22.594,0.505,5.499,13.166,0.418,69.593,,,,,,,0.534,0.318,0.33,102.3,,15.7,0.229,,,,,70.36668,0.394
165,2046,College,opponent,44,24,41,200.609,68.927,25.539,57.269,0.506,6.853,20.023,0.342,18.683,37.243,0.502,11.002,16.22,0.678,8.341,22.293,30.634,11.416,6.291,3.684,12.22,15.17,0.486,10.827,25.61,6.146,14.731,2.904,4.538,0.64,9.878,18.635,0.53,5.879,14.074,0.418,68.287,,,,,,,0.535,0.35,0.283,100.9,,15.9,0.192,,,,,68.9336,0.372
166,2044,College,opponent,43,14,43,201.743,74.721,28.162,64.347,0.495,7.327,22.514,0.325,20.839,41.836,0.498,11.07,15.721,0.704,9.326,27.022,36.348,13.093,5.117,3.118,16.418,19.023,-59.3,10.41,28.884,5.487,15.116,2.582,3.882,0.665,11.861,22.164,0.535,6.396,15.79,0.405,78.365,,,,,,,0.524,0.35,0.244,95.3,,18.7,0.172,,,,,78.98508,0.387
166,2045,College,opponent,21,24,41,200.0,87.146,32.294,65.902,0.547,7.462,21.365,0.349,24.831,44.537,0.558,15.096,21.633,0.698,9.878,29.584,39.462,14.998,6.683,3.975,13.633,16.513,37.556,8.824,38.097,7.511,17.341,3.659,4.926,0.743,15.366,26.343,0.583,5.781,13.267,0.436,79.176,,,,,,,0.578,0.324,0.328,110.1,,15.3,0.229,,,,,80.04084,0.437
166,2046,College,opponent,42,14,43,200.581,77.114,28.512,62.954,0.516,7.977,22.233,0.359,20.535,40.723,0.504,12.114,17.465,0.694,8.909,28.068,36.977,12.396,4.769,2.698,16.347,17.001,-51.745,10.136,31.117,6.675,15.72,2.953,3.998,0.739,12.581,23.629,0.532,4.975,13.093,0.38,78.075,,,,,,,0.546,0.353,0.277,98.8,,18.8,0.192,,,,,78.7752,0.404
167,2044,College,opponent,5,25,41,200.0,77.611,27.779,59.807,0.532,8.023,23.0,0.349,19.756,36.805,0.537,14.023,19.366,0.724,7.34,26.782,34.122,13.804,7.976,2.44,13.633,15.123,27.928,10.66,27.903,8.561,16.489,3.364,4.705,0.715,10.584,18.416,0.575,5.803,13.683,0.424,74.619,,,,,,,0.568,0.385,0.324,104.0,,16.6,0.234,,,,,75.39568,0.36
167,2045,College,opponent,10,22,42,200.595,80.428,29.336,62.143,0.535,7.831,22.119,0.354,21.5,40.023,0.537,13.93,19.024,0.732,7.431,28.522,35.953,14.238,8.334,3.55,14.5,14.834,2.857,9.84,32.096,8.546,15.454,3.783,5.453,0.694,12.239,21.595,0.567,5.45,12.975,0.42,77.593,,,,,,,0.57,0.356,0.306,103.7,,17.1,0.224,,,,,78.34352,0.399
167,2046,College,opponent,10,13,45,200.0,77.846,28.799,61.602,0.525,7.11,20.422,0.348,21.687,41.176,0.527,13.133,18.111,0.725,6.377,26.645,33.022,15.068,6.154,3.489,15.576,16.445,-52.89,10.119,30.045,7.378,16.066,2.646,3.779,0.7,12.377,23.353,0.53,6.668,14.042,0.475,78.76,,,,,,,0.559,0.332,0.294,98.8,,18.3,0.213,,,,,79.49428,0.386
168,2044,College,opponent,23,39,41,200.0,87.22,32.731,63.073,0.582,7.952,19.976,0.398,24.781,43.098,0.575,13.806,19.659,0.702,10.511,24.49,35.001,15.316,11.074,2.612,9.757,14.439,150.366,9.268,37.464,10.708,16.366,4.633,6.146,0.754,14.098,23.34,0.604,6.051,13.61,0.445,70.966,,,,,,,0.608,0.317,0.312,122.9,,12.0,0.219,,,,,71.75532,0.43
168,2045,College,opponent,46,37,41,201.829,84.925,31.099,62.343,0.554,6.854,19.294,0.355,24.244,43.05,0.563,15.878,23.218,0.684,10.439,25.195,35.634,13.05,9.022,2.976,10.05,14.367,109.145,9.179,36.294,7.072,18.194,3.78,4.903,0.771,14.342,23.685,0.606,6.098,14.463,0.422,72.165,,,,,,,0.585,0.309,0.372,117.7,,12.2,0.255,,,,,73.09864,0.427
168,2046,College,opponent,46,23,41,200.61,81.538,31.267,65.22,0.528,6.318,17.027,0.371,24.951,48.194,0.518,12.684,18.17,0.698,9.707,28.026,37.733,13.659,5.683,2.929,10.732,16.023,15.732,8.826,37.22,8.098,14.998,3.682,5.463,0.674,14.903,26.586,0.561,6.343,16.146,0.393,74.236,,,,,,,0.557,0.261,0.279,109.8,,12.8,0.194,,,,,74.9666,0.456
169,2044,College,opponent,35,11,50,200.0,61.94,22.66,51.96,0.487,5.3,16.978,0.312,17.359,34.98,0.496,11.319,16.06,0.705,5.8,24.399,30.199,11.2,5.54,2.74,16.319,15.502,-68.1,9.795,25.0,4.878,14.739,2.26,3.179,0.711,10.24,19.641,0.521,4.859,12.159,0.4,69.548,,,,,,,0.525,0.327,0.309,89.1,,21.7,0.218,,,,,70.1878,0.404
169,2045,College,opponent,17,18,42,200.595,69.642,24.881,57.0,0.495,6.619,20.833,0.318,18.263,36.166,0.505,13.262,18.38,0.722,7.165,25.073,32.238,11.713,6.976,3.715,14.523,16.381,-24.523,10.544,25.572,7.38,16.192,2.905,4.167,0.697,9.856,18.76,0.525,5.477,13.239,0.414,72.437,,,,,,,0.535,0.365,0.322,96.1,,18.2,0.233,,,,,73.1804,0.367
169,2046,College,opponent,17,10,48,201.561,69.353,24.665,54.895,0.503,5.874,17.895,0.328,18.793,37.0,0.508,14.145,19.834,0.713,6.895,24.21,31.105,12.602,6.188,2.793,15.251,15.042,-56.459,9.295,29.126,6.729,16.521,2.896,4.249,0.682,11.604,21.709,0.535,4.231,11.042,0.383,71.98,,,,,,,0.545,0.326,0.361,96.4,,19.3,0.258,,,,,72.77132,0.42
170,2044,College,opponent,10,23,41,200.0,80.464,30.317,60.05,0.557,6.22,17.609,0.353,24.097,42.442,0.568,13.612,19.121,0.712,7.342,27.098,34.44,15.293,7.805,3.829,13.56,16.512,38.535,8.437,38.293,8.245,17.025,3.244,4.707,0.689,15.902,25.756,0.617,4.951,11.977,0.413,74.677,,,,,,,0.588,0.293,0.318,107.7,,16.5,0.227,,,,,75.44608,0.476
170,2045,College,opponent,21,15,42,201.19,81.81,30.831,60.643,0.563,6.665,17.975,0.371,24.167,42.669,0.566,13.476,19.002,0.709,5.881,28.239,34.12,14.953,5.976,3.831,17.952,17.954,-33.928,8.648,38.284,8.192,17.191,3.286,3.976,0.826,15.858,26.428,0.6,5.025,12.262,0.41,81.08,,,,,,,0.593,0.296,0.313,100.9,,20.6,0.222,,,,,81.83496,0.468
170,2046,College,opponent,21,13,43,200.0,78.907,29.719,60.348,0.548,6.652,19.49,0.341,23.07,40.86,0.565,12.815,18.397,0.697,6.769,27.487,34.256,15.115,4.302,3.652,18.023,17.675,-61.51,9.06,36.372,6.488,16.466,2.581,3.512,0.735,15.582,26.257,0.593,4.883,11.093,0.44,79.699,,,,,,,0.576,0.323,0.305,99.0,,20.8,0.212,,,,,80.43256,0.461
171,2044,College,opponent,11,15,42,200.595,78.689,29.548,64.689,0.502,5.905,17.549,0.336,23.642,47.144,0.501,13.691,20.312,0.674,8.475,27.311,35.786,14.69,5.929,3.522,13.977,17.715,-43.93,8.469,37.285,7.31,17.239,3.476,5.049,0.688,15.119,29.286,0.516,5.0,12.811,0.39,79.129,,,,,,,0.534,0.271,0.314,99.4,,16.0,0.212,,,,,79.94076,0.474
171,2045,College,opponent,11,9,50,202.001,79.699,29.499,66.261,0.498,7.019,20.681,0.339,22.48,45.579,0.493,13.683,19.038,0.719,7.54,26.241,33.781,15.238,4.941,2.98,14.999,17.219,-103.701,9.564,33.399,7.321,16.56,3.582,5.18,0.692,13.099,25.941,0.505,5.782,14.46,0.4,82.094,,,,,,,0.534,0.312,0.287,97.1,,16.7,0.207,,,,,82.85824,0.419
171,2046,College,opponent,5,11,44,200.568,77.569,28.976,64.366,0.502,6.638,19.456,0.341,22.341,44.91,0.497,12.976,18.772,0.691,6.545,28.84,35.385,14.546,5.43,2.977,15.635,18.09,-77.386,9.134,34.136,7.637,15.749,3.616,5.34,0.677,13.453,26.023,0.517,5.273,13.547,0.389,81.715,,,,,,,0.534,0.302,0.292,94.9,,17.7,0.202,,,,,82.46656,0.44
172,2044,College,opponent,46,11,45,200.555,71.044,26.667,60.178,0.504,7.334,20.735,0.354,19.334,39.446,0.49,10.379,15.155,0.685,8.022,24.909,32.931,12.799,5.18,3.288,14.624,16.625,-59.332,10.807,26.045,6.467,14.177,3.088,4.555,0.678,9.933,19.556,0.508,6.31,15.334,0.412,73.44,,,,,,,0.531,0.345,0.252,96.7,,18.0,0.172,,,,,74.0544,0.367
172,2045,College,opponent,23,24,43,201.162,78.56,29.048,62.301,0.533,8.372,22.28,0.376,20.674,40.022,0.517,12.095,17.234,0.702,8.001,27.905,35.906,14.023,5.696,4.233,14.838,16.558,-3.258,10.66,29.581,7.047,15.35,3.209,4.604,0.697,11.536,20.559,0.561,5.884,14.861,0.396,76.722,,,,,,,0.562,0.358,0.277,102.4,,17.5,0.194,,,,,77.41032,0.377
172,2046,College,opponent,23,28,41,200.609,84.538,31.928,64.074,0.557,7.563,20.49,0.369,24.365,43.585,0.559,13.123,18.78,0.699,9.707,27.855,37.562,14.658,6.389,5.243,12.755,16.854,47.071,9.378,37.123,7.584,16.781,3.268,4.925,0.664,15.243,24.561,0.621,5.805,14.097,0.412,75.379,,,,,,,0.584,0.32,0.293,112.2,,15.0,0.205,,,,,76.1364,0.439
173,2044,College,opponent,6,21,42,200.0,84.287,30.81,65.715,0.536,8.832,24.191,0.365,21.976,41.524,0.529,13.833,18.642,0.742,9.023,27.738,36.761,14.809,7.357,4.215,15.692,16.833,-1.902,10.582,31.094,8.453,15.952,3.618,4.903,0.738,11.929,22.192,0.538,6.428,14.43,0.445,80.579,,,,,,,0.57,0.368,0.284,104.6,,17.5,0.21,,,,,81.33216,0.369
173,2045,College,opponent,6,15,44,200.568,79.204,28.885,64.614,0.517,9.071,25.476,0.356,19.819,39.136,0.506,12.365,17.66,0.7,7.637,27.115,34.752,13.41,6.454,3.543,15.976,16.387,-45.002,11.325,26.454,7.932,15.409,3.796,5.25,0.723,9.432,18.547,0.509,6.591,15.341,0.43,80.721,,,,,,,0.547,0.394,0.273,98.1,,18.1,0.191,,,,,81.4298,0.334
173,2046,College,opponent,6,15,41,200.609,82.975,29.901,64.706,0.524,8.0,23.1,0.346,21.903,41.61,0.526,15.171,20.829,0.728,7.365,27.464,34.829,14.147,6.34,3.098,15.391,17.294,-25.612,10.459,30.976,8.197,17.391,3.294,5.099,0.646,12.194,22.341,0.546,6.417,14.173,0.453,81.894,,,,,,,0.562,0.357,0.322,101.3,,17.2,0.234,,,,,82.72992,0.373
174,2044,College,opponent,2,35,41,200.0,107.22,40.293,70.562,0.63,8.293,20.733,0.4,32.0,49.829,0.642,18.342,25.22,0.727,9.049,31.147,40.196,19.367,7.975,4.805,12.145,16.611,109.026,8.762,49.172,10.562,19.145,4.927,6.291,0.783,19.66,27.684,0.71,7.416,15.856,0.468,84.756,,,,,,,0.657,0.294,0.357,126.5,,12.9,0.26,,,,,85.7636,0.459
174,2045,College,opponent,4,27,41,201.218,103.098,38.268,69.56,0.613,8.78,22.171,0.396,29.487,47.39,0.622,17.779,24.903,0.714,8.78,31.56,40.34,19.658,5.56,5.293,15.268,19.391,25.245,9.159,45.415,9.366,18.733,3.731,4.756,0.784,18.927,28.463,0.665,6.78,14.17,0.478,87.008,,,,,,,0.64,0.319,0.358,118.5,,15.9,0.256,,,,,88.00144,0.441
174,2046,College,opponent,9,14,42,200.0,73.737,27.095,57.856,0.529,6.978,18.666,0.374,20.119,39.192,0.513,12.571,18.478,0.68,7.046,25.858,32.904,13.38,4.5,3.594,16.62,18.023,-54.642,9.712,30.618,6.501,15.785,2.882,3.737,0.771,12.428,23.286,0.534,4.809,12.167,0.395,75.55,,,,,,,0.559,0.323,0.319,97.6,,20.1,0.217,,,,,76.29944,0.415
175,2044,College,opponent,22,20,41,201.22,94.561,35.05,70.807,0.559,9.001,23.952,0.376,26.049,46.854,0.556,15.464,21.831,0.708,11.706,29.903,41.609,15.633,5.366,4.754,15.341,17.439,-3.781,9.933,37.414,8.707,17.951,3.829,5.025,0.762,14.829,25.047,0.592,7.342,16.78,0.438,84.046,,,,,,,0.588,0.338,0.308,112.5,,16.0,0.218,,,,,84.92088,0.396
175,2045,College,opponent,22,20,41,200.609,87.292,32.758,67.509,0.535,6.707,21.047,0.319,26.05,46.463,0.561,15.073,21.485,0.702,12.342,29.802,42.144,15.293,5.756,4.755,15.758,16.586,4.756,8.582,40.0,7.001,18.682,3.487,5.049,0.691,16.463,26.562,0.62,6.051,14.853,0.407,80.381,,,,,,,0.567,0.312,0.318,108.6,,17.0,0.223,,,,,81.2378,0.458
175,2046,College,opponent,22,28,41,200.61,100.559,37.268,70.559,0.586,8.147,21.757,0.374,29.122,48.806,0.597,17.88,24.782,0.721,11.294,32.755,44.049,16.366,5.707,4.878,14.512,18.267,60.732,9.004,44.486,8.828,19.389,3.951,5.707,0.692,18.294,27.437,0.667,6.878,15.658,0.439,84.685,,,,,,,0.617,0.308,0.351,118.7,,15.1,0.253,,,,,85.67236,0.442
176,2044,College,opponent,46,30,41,200.0,73.609,27.073,55.977,0.542,6.537,18.487,0.354,20.538,37.487,0.548,12.927,18.878,0.685,9.439,24.512,33.951,12.877,7.146,2.585,12.39,14.12,51.706,9.179,32.197,6.024,15.389,2.609,3.976,0.656,13.489,22.34,0.604,4.439,11.173,0.397,67.234,,,,,,,0.573,0.33,0.337,109.5,,16.2,0.231,,,,,67.98944,0.437
176,2045,College,opponent,46,33,41,200.0,81.56,30.584,59.366,0.58,7.66,18.22,0.42,22.927,41.147,0.557,12.732,19.243,0.662,8.854,26.487,35.341,13.464,8.318,2.268,11.999,13.635,75.366,9.659,34.147,8.05,15.708,3.705,4.731,0.783,13.366,23.611,0.566,5.856,12.805,0.457,70.975,,,,,,,0.601,0.307,0.324,114.9,,15.0,0.214,,,,,71.74764,0.419
176,2046,College,opponent,46,27,41,200.61,74.928,27.733,60.196,0.517,6.757,18.95,0.357,20.976,41.242,0.509,12.706,17.829,0.713,8.856,25.681,34.537,12.171,7.071,2.78,13.244,12.948,26.462,9.785,31.317,5.318,15.441,2.806,4.365,0.643,12.855,23.657,0.543,5.317,13.22,0.402,72.439,,,,,,,0.551,0.315,0.296,103.4,,16.3,0.211,,,,,73.14192,0.418
177,2044,College,opponent,24,20,42,201.19,76.667,28.811,61.738,0.529,7.643,20.976,0.364,21.166,40.761,0.519,11.405,16.715,0.682,9.43,26.404,35.834,12.999,7.12,3.332,13.665,14.739,10.0,9.965,32.047,7.262,14.43,3.213,4.379,0.734,12.764,23.905,0.534,5.144,12.477,0.412,73.329,,,,,,,0.555,0.34,0.271,104.6,,16.5,0.185,,,,,73.9962,0.418
177,2045,College,opponent,24,28,41,201.22,80.658,29.803,61.022,0.542,6.584,19.244,0.342,23.219,41.78,0.556,14.461,20.193,0.716,9.83,26.706,36.536,13.098,7.244,2.977,12.317,15.073,57.195,9.024,34.878,6.829,16.706,3.561,4.657,0.765,13.878,23.902,0.581,5.782,13.22,0.437,72.398,,,,,,,0.577,0.315,0.331,111.4,,15.0,0.237,,,,,73.20164,0.432
177,2046,College,opponent,49,26,43,200.0,75.51,28.163,59.767,0.527,6.722,19.767,0.34,21.443,39.999,0.536,12.465,18.233,0.684,8.466,25.349,33.815,12.766,7.094,2.512,12.139,15.698,31.513,9.897,30.279,7.374,15.953,3.488,4.791,0.728,11.628,21.395,0.543,6.304,13.813,0.456,71.461,,,,,,,0.557,0.331,0.305,105.7,,15.2,0.209,,,,,72.19184,0.401
178,2044,College,opponent,13,22,42,200.595,82.928,30.619,65.644,0.535,9.001,23.215,0.388,21.619,42.43,0.51,12.694,16.738,0.758,8.309,26.905,35.214,15.069,7.547,3.811,13.451,15.765,6.786,10.646,31.143,8.429,14.763,3.477,4.905,0.709,12.095,23.619,0.512,6.047,13.905,0.435,78.156,,,,,,,0.568,0.354,0.255,106.1,,15.6,0.193,,,,,78.82024,0.376
178,2045,College,opponent,13,25,44,201.137,80.637,29.273,64.887,0.523,9.296,25.613,0.363,19.978,39.272,0.509,12.796,17.749,0.721,7.728,27.908,35.636,14.977,7.408,3.681,13.704,15.522,6.366,11.125,27.546,8.819,16.115,3.567,5.204,0.685,10.206,19.841,0.514,6.204,14.227,0.436,78.672,,,,,,,0.555,0.395,0.274,102.5,,15.9,0.197,,,,,79.38252,0.342
178,2046,College,opponent,27,15,43,200.581,71.488,26.164,60.511,0.498,7.955,22.464,0.354,18.207,38.044,0.479,11.209,16.325,0.687,7.65,27.142,34.792,12.256,6.698,2.745,16.209,15.302,-50.931,11.089,25.163,7.627,14.349,3.117,4.627,0.674,9.419,19.046,0.495,5.629,14.374,0.392,76.255,,,,,,,0.528,0.371,0.27,93.7,,19.3,0.185,,,,,76.906,0.352
179,2044,College,opponent,26,11,43,201.162,67.235,25.557,60.256,0.471,5.698,18.65,0.306,19.859,41.603,0.477,10.418,14.699,0.709,7.443,25.207,32.65,11.886,5.862,3.303,14.419,17.397,-74.187,9.243,29.814,6.814,13.394,3.094,4.233,0.731,11.789,24.768,0.476,4.952,12.606,0.393,73.701,,,,,,,0.504,0.31,0.244,91.2,,17.8,0.173,,,,,74.28752,0.443
179,2045,College,opponent,13,30,41,200.61,82.122,31.464,64.098,0.55,7.585,20.268,0.374,23.877,43.827,0.545,11.61,16.365,0.709,9.172,28.094,37.266,14.779,7.682,3.903,11.781,15.512,54.025,8.969,38.39,8.438,13.975,3.415,4.756,0.718,15.757,28.244,0.558,4.683,10.829,0.432,73.912,,,,,,,0.576,0.316,0.255,111.1,,14.2,0.181,,,,,74.5622,0.467
179,2046,College,opponent,27,12,42,200.595,70.806,25.787,59.237,0.486,6.023,17.332,0.348,19.764,41.905,0.472,13.215,18.31,0.722,7.949,26.266,34.215,12.786,5.716,2.738,13.331,16.332,-43.93,9.201,30.714,5.12,15.452,2.43,3.928,0.619,12.929,26.883,0.481,4.404,11.094,0.397,72.669,,,,,,,0.526,0.293,0.309,97.4,,16.5,0.223,,,,,73.4078,0.434
180,2044,College,opponent,26,25,42,201.19,83.833,30.906,65.192,0.535,8.0,21.31,0.375,22.905,43.88,0.522,14.023,20.189,0.695,9.382,28.544,37.926,15.285,6.761,4.048,14.977,16.858,-0.95,9.663,34.855,8.501,16.595,3.666,5.167,0.71,13.714,24.784,0.553,5.475,13.93,0.393,79.669,,,,,,,0.566,0.327,0.31,105.2,,16.8,0.215,,,,,80.47772,0.416
180,2045,College,opponent,52,9,46,200.0,69.262,25.956,60.371,0.486,6.784,21.02,0.323,19.174,39.349,0.487,10.564,15.152,0.697,8.109,26.238,34.347,11.89,4.368,4.194,17.826,16.892,-95.762,10.025,28.653,5.892,14.282,2.848,4.39,0.649,11.477,21.63,0.531,4.846,13.328,0.364,76.75,,,,,,,0.517,0.348,0.251,90.2,,21.0,0.175,,,,,77.36096,0.414
180,2046,College,opponent,26,14,43,200.581,83.651,30.652,63.535,0.542,7.606,20.371,0.373,23.045,43.163,0.534,14.746,20.419,0.722,10.21,28.28,38.49,14.557,4.161,3.859,15.698,17.815,-17.559,9.464,35.021,8.115,16.838,3.094,4.464,0.693,14.395,24.953,0.577,5.534,13.743,0.403,78.011,,,,,,,0.577,0.321,0.321,107.2,,17.8,0.232,,,,,78.82412,0.419
181,2044,College,opponent,14,22,41,200.0,84.78,29.903,64.462,0.527,8.123,22.951,0.354,21.78,41.512,0.525,16.855,22.877,0.737,7.781,28.024,35.805,13.417,8.877,3.268,12.732,14.538,7.683,10.052,31.463,9.488,18.049,4.683,5.902,0.793,11.049,21.219,0.521,6.049,14.389,0.42,79.481,,,,,,,0.569,0.356,0.355,106.7,,14.6,0.261,,,,,80.39396,0.371
181,2045,College,opponent,29,26,41,200.609,89.023,31.829,66.561,0.543,8.683,25.194,0.345,23.146,41.366,0.56,16.683,22.828,0.731,8.391,29.194,37.585,15.658,6.95,4.511,12.878,14.953,10.976,10.584,31.512,8.95,18.123,3.853,4.879,0.79,11.879,20.145,0.59,7.392,16.34,0.452,81.096,,,,,,,0.581,0.379,0.343,109.8,,14.4,0.251,,,,,82.00544,0.354
181,2046,College,opponent,29,19,41,200.0,84.049,29.782,63.315,0.531,7.634,21.805,0.35,22.146,41.513,0.533,16.853,23.66,0.712,7.17,29.416,36.586,14.0,5.367,4.901,12.88,16.462,-9.877,10.218,31.706,7.755,17.78,3.366,5.05,0.667,12.488,21.926,0.57,6.293,14.536,0.433,79.434,,,,,,,0.57,0.344,0.374,105.8,,14.9,0.266,,,,,80.3818,0.377
182,2044,College,opponent,48,13,43,202.328,74.327,27.419,60.024,0.515,7.021,20.444,0.343,20.396,39.583,0.515,12.466,18.327,0.68,7.651,23.816,31.467,11.974,6.536,2.326,13.326,15.442,-34.302,10.089,29.908,7.766,15.627,3.21,4.279,0.75,11.744,22.489,0.522,5.443,12.813,0.425,73.754,,,,,,,0.546,0.341,0.305,100.8,,16.4,0.208,,,,,74.49596,0.402
182,2045,College,opponent,48,13,44,201.703,65.114,24.431,54.999,0.501,6.25,18.182,0.344,18.183,36.819,0.494,9.999,15.024,0.666,7.635,21.66,29.295,11.683,7.022,1.863,14.41,16.203,-30.681,10.029,26.136,6.593,13.275,2.614,3.775,0.692,10.409,20.478,0.508,5.115,12.568,0.407,68.38,,,,,,,0.528,0.331,0.273,95.2,,19.0,0.182,,,,,68.98552,0.401
182,2046,College,opponent,48,30,41,200.0,71.193,26.659,57.341,0.515,5.78,17.341,0.333,20.879,40.0,0.522,12.098,17.952,0.674,8.441,23.876,32.317,11.731,7.22,2.145,11.024,13.927,23.415,9.569,30.635,6.61,15.366,3.146,4.756,0.661,12.171,21.949,0.555,5.563,13.294,0.418,67.83,,,,,,,0.546,0.302,0.313,105.0,,14.5,0.211,,,,,68.54096,0.43
183,2044,College,opponent,24,31,41,200.0,79.707,28.999,58.66,0.561,7.853,20.489,0.383,21.147,38.17,0.554,13.853,19.439,0.713,8.221,26.558,34.779,13.658,7.489,4.123,12.415,14.928,70.853,10.158,31.121,7.56,16.146,3.049,4.194,0.727,12.513,21.44,0.584,5.585,12.536,0.446,71.394,,,,,,,0.593,0.349,0.331,111.6,,15.6,0.236,,,,,72.18472,0.39
183,2045,College,opponent,48,13,42,200.0,64.474,23.857,53.5,0.507,6.546,18.881,0.347,17.31,34.618,0.5,10.214,14.428,0.708,7.333,24.475,31.808,11.05,5.094,3.452,15.835,16.906,-37.501,10.614,23.713,5.239,13.88,2.167,3.427,0.632,9.666,18.023,0.536,5.453,13.168,0.414,68.35,,,,,,,0.539,0.353,0.27,94.3,,20.9,0.191,,,,,68.92744,0.368
183,2046,College,opponent,48,13,44,200.0,66.295,24.956,56.161,0.499,6.138,18.885,0.325,18.819,37.274,0.505,10.249,15.023,0.682,8.295,25.773,34.068,11.386,4.864,3.295,16.729,17.047,-49.318,9.699,28.407,5.886,13.888,2.773,3.864,0.718,11.388,21.182,0.538,4.614,12.225,0.377,71.198,,,,,,,0.528,0.336,0.267,93.1,,21.0,0.182,,,,,71.80604,0.428
184,2044,College,opponent,51,33,41,200.61,71.047,25.83,53.487,0.541,6.22,16.659,0.373,19.611,36.829,0.532,13.17,17.951,0.734,7.83,23.315,31.145,11.172,8.048,3.22,11.755,13.612,53.414,9.455,29.316,7.245,14.952,3.56,4.78,0.745,11.1,19.34,0.574,4.95,12.706,0.39,65.309,,,,,,,0.579,0.311,0.336,108.8,,16.1,0.246,,,,,66.02848,0.413
184,2045,College,opponent,51,31,41,200.609,82.755,30.611,63.0,0.542,7.097,19.22,0.369,23.511,43.78,0.537,14.441,20.706,0.697,9.049,24.343,33.392,13.417,7.341,2.804,9.49,15.488,58.538,9.525,33.853,7.804,16.463,3.781,5.513,0.686,13.146,23.22,0.566,6.585,15.05,0.438,72.549,,,,,,,0.574,0.305,0.329,114.1,,11.6,0.229,,,,,73.37988,0.409
184,2046,College,opponent,51,22,45,200.555,73.755,27.021,59.179,0.511,6.442,19.245,0.335,20.577,39.932,0.515,13.267,18.998,0.698,7.199,22.912,30.111,13.132,6.334,2.667,12.422,16.824,-2.669,9.633,30.445,6.355,16.244,3.088,4.355,0.709,12.134,22.71,0.534,5.356,12.865,0.416,72.758,,,,,,,0.546,0.325,0.321,101.4,,15.5,0.224,,,,,73.52104,0.413
185,2044,College,opponent,52,10,49,201.02,68.325,25.796,59.509,0.487,6.327,19.429,0.326,19.471,40.082,0.486,10.41,15.425,0.675,6.611,25.613,32.224,12.857,4.757,2.819,17.102,18.531,-83.673,10.217,28.368,5.431,14.551,2.448,3.611,0.678,11.714,23.101,0.507,5.285,13.368,0.395,76.791,,,,,,,0.515,0.326,0.259,89.0,,20.5,0.175,,,,,77.404,0.415
185,2045,College,opponent,26,12,41,200.609,73.856,27.586,64.635,0.479,6.733,21.439,0.314,20.853,43.194,0.483,11.951,17.341,0.689,8.707,26.514,35.221,12.978,6.17,2.587,14.611,18.269,-56.097,9.355,32.34,5.977,15.122,3.171,4.414,0.718,13.001,26.071,0.499,4.684,12.704,0.369,78.165,,,,,,,0.511,0.332,0.268,94.5,,16.8,0.185,,,,,78.86268,0.438
185,2046,College,opponent,13,28,41,201.218,86.293,32.099,66.146,0.541,7.316,20.05,0.365,24.78,46.098,0.538,14.781,20.734,0.713,9.926,30.075,40.001,16.535,6.953,3.39,14.559,17.267,48.415,9.002,38.147,8.462,17.219,3.44,4.903,0.702,15.61,28.22,0.553,5.705,12.978,0.44,79.901,,,,,,,0.573,0.303,0.313,108.0,,16.2,0.223,,,,,80.73132,0.442
