,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
201,73.5,210,74.0,34.0,4,12,7,10,6,10,13,12,8,5,9,8,10,14,10,6.194,3.055717955531934,7.440871644964125,0.482,1.060324209407388,3.204535388431217,0.331,1.9966338913987072,4.2350961112587475,0.471,0.515900434050846,0.8457790769775889,0.61,0.9673133138453364,2.1584766584766584,3.125789972321995,0.7577287625121801,1.2579852579852582,0.027027027027027025,2.027637523252724,1.7395577395577397,-9.585,14.054,1.5725042076357518,0.7862521038178759,1.2984321020462397,0.15129772344760387,0.2120648418814776,0.713,0.6064310390645762,1.5117370892018782,0.401,1.2128620781291524,2.5100540349012315,0.483,45.156,45.584,7.882063882063883,3.324324324324324,8.06019656019656,0.489,1.2285012285012287,3.7751842751842757,0.325,2.0982800982800986,4.283783783783784,0.49,0.269041769041769,0.386977886977887,0.695,0.8980343980343981,1.2886977886977886,0.697,0.9287469287469288,2.6081081081081083,0.356,-2.5,-0.5,-3.0,-5.0,0.3,-4.7,0.492,0.431,0.114,3.9,8.4,6.2,4.8,2.2,0.1,20.6,16.1
202,71.5,180,75.25,31.5,6,10,16,15,6,6,18,5,8,9,17,7,15,16,11,12.317,4.54690575897491,10.880704391710513,0.466,1.05028812770679,3.4695586814130794,0.303,3.4956154479401556,7.406134793657612,0.472,2.2007945882100293,3.006549983893483,0.732,1.1986112602455348,2.826192516423879,4.024803776669414,1.2697662765310143,1.5365609825764068,0.04898600399885748,2.5906439027882175,1.9504427306483865,-10.34,11.421,3.862414545975161,1.026235727835642,2.638748702530513,0.8308099788825657,1.3689824259994992,0.607,1.0753427109059022,2.6427574358423707,0.407,1.5644081749525753,3.3994058484555643,0.46,55.878,56.016,6.852042273636105,3.00014281633819,8.31362467866324,0.412,0.853756069694373,3.48600399885747,0.245,2.1443873179091693,4.825621251071124,0.444,0.4878606112539275,0.5378463296201086,0.907,0.901742359325907,1.6825192802056559,0.536,0.7557840616966581,2.6102542130819772,0.29,-1.4,1.0,-0.4,-8.8,3.3,-5.4,0.506,0.319,0.276,4.6,10.8,7.7,8.8,2.7,0.1,17.5,23.8
203,77.0,195,80.0,34.0,7,18,16,16,7,7,9,17,16,14,10,5,11,14,12,14.804,5.559984162597334,12.0005279134222,0.567,2.4980863138445297,6.077339316352119,0.411,3.0640095024416,5.923188597070082,0.517,2.0081826580440807,2.5751616734855487,0.78,1.0304870001319784,2.6598066846993405,3.690293684831319,1.6998812194800055,1.1884918758393708,0.15359297860669227,1.5964101887290487,1.6291448351523639,2.49,14.262,3.399762438960011,1.4148079714926753,2.0609740002639567,0.2576217500329946,0.3368087633628085,0.765,1.4412036426026134,2.3439355945624922,0.615,1.3651841098059916,3.245611719677973,0.421,53.039,52.867,9.790757939735563,4.030491611023891,9.121304405394673,0.537,1.7308339796092083,4.550589214443794,0.38,2.299657631414682,4.572833714793728,0.503,0.5698829137268997,0.6991128681408063,0.815,0.6726313201051697,1.2139141619535818,0.554,1.0592619214254642,2.6619252085421907,0.398,1.8,-1.0,0.8,0.8,-1.7,-1.0,0.595,0.506,0.215,4.1,10.6,7.3,10.5,2.1,0.5,10.8,23.6
204,69.0,165,71.0,28.5,11,7,9,6,9,3,11,8,11,5,15,3,12,7,9,10.001,3.2738095238095246,7.7593537414966,0.491,1.0654761904761905,2.8911564625850343,0.369,2.210034013605443,4.86734693877551,0.454,0.8920068027210885,1.7023809523809523,0.524,0.614795918367347,2.476840325802982,3.091636244170329,0.8494897959183676,1.354602735515599,0.019794067926848014,1.9345238095238098,2.15152912248348,-9.898,11.919,3.315476190476191,1.2984693877551021,1.4668367346938778,0.2763605442176872,0.42346938775510207,0.653,1.3809523809523812,2.658163265306123,0.52,0.5527210884353744,1.7865646258503405,0.309,65.856,65.07,10.24041801137237,4.26002766251729,8.434854771784234,0.607,1.7220839096357772,3.8727524204702632,0.445,2.537943752881513,4.561241739664978,0.556,0.3442446595973568,0.4526817273705242,0.76,0.9458122022437376,1.290917473490088,0.733,1.2478868910404184,2.8185031504533584,0.443,-2.1,-1.9,-4.0,-4.4,-4.6,-9.0,0.5,0.373,0.219,2.3,10.0,6.0,4.9,2.4,0.1,18.5,16.8
205,76.0,215,79.0,31.0,11,12,9,10,8,6,9,16,13,13,16,6,8,9,11,10.842,4.021764877529653,11.18192897234762,0.405,1.0121697935082992,4.099624092414905,0.247,3.01055630889648,7.082304879932715,0.425,1.3668617724300107,2.102198801901852,0.65,1.1890351705315918,3.0739419015602105,4.262977072091803,1.1899963954067185,1.2965778812171362,0.0,1.2890025575447572,2.210843892767865,-9.921,11.458,3.895844418888069,0.4556205908100036,1.819598688614635,0.2528021421582932,0.5286736813196246,0.478,1.6956006797233047,3.389278909696356,0.5,1.0640759367651351,3.1624298391664807,0.336,58.259,58.005,8.155986552883371,3.5064563399706925,7.2146883889319895,0.565,1.1440393069562969,2.9976726144297907,0.382,2.3614515990000866,4.217015774502198,0.56,0.43251443841048187,0.4827170071545557,0.896,0.8138608740625809,1.1942418757003708,0.681,1.1179725885699507,2.5381260236186534,0.44,-0.6,-0.5,-1.0,1.0,0.8,1.8,0.43,0.367,0.188,4.5,12.5,8.4,7.8,2.3,0.0,9.6,21.9
206,74.0,185,77.0,28.5,9,8,15,8,10,5,12,4,15,14,13,6,7,9,10,5.292,3.236586244148362,7.908294322410276,0.49,1.2721161925339097,3.6483015244268397,0.349,1.9678309926779505,4.265034209578682,0.461,1.146080902652743,2.2114992197815395,0.518,1.7644940583363347,3.108127547350756,4.87262160568709,1.7191213539791141,0.5353632222488611,0.16614720690481902,2.0501740487336457,2.5408774874130904,-2.391,14.624,2.6198535589965193,1.599807946224943,2.1308366342575926,0.4503661025087025,0.7394070339695116,0.609,0.8604009122554317,2.0081622854399237,0.428,0.6553835073820671,1.5157844196374988,0.432,33.324,33.368,9.169983217453849,3.8851594341884446,8.83936705825941,0.518,1.3879165667705586,3.8079597218892354,0.364,2.4972428674178855,5.033085590985375,0.496,0.490050347638456,0.5739630783984657,0.854,0.777031886837689,1.554063773675378,0.5,1.2318388875569408,2.9067369935267324,0.424,-0.8,-0.4,-1.1,-5.2,-5.6,-10.7,0.501,0.461,0.28,6.6,12.2,9.3,10.7,1.0,0.5,18.8,17.5
207,78.0,240,82.0,28.5,9,6,12,8,9,14,13,12,12,11,12,14,9,7,11,5.023,2.498404954025146,6.439106774254082,0.448,0.767123287671233,2.7873897541752677,0.275,1.729968099080503,3.654344154625634,0.473,0.8328016513417152,1.2189904297241512,0.683,1.2807280915744044,3.354686430476551,4.635414522050955,1.2846687933946332,0.6146293105483042,0.09781197630231077,1.345092887971477,1.2900606604196665,-3.415,10.034,2.627134546819291,0.5753424657534247,1.634077688121599,0.2246200037530494,0.28767123287671237,0.781,1.060048789641584,2.177894539313192,0.487,0.4177143929442673,1.1848376806155005,0.353,42.632,42.367,9.641088583095335,3.9653503906342205,9.059503859135651,0.532,1.7103878018268939,4.610380720844054,0.371,2.254962588807327,4.449123138291595,0.507,0.25774777539122434,0.3198715981778271,0.806,0.35291618476644565,0.646352113673378,0.546,1.6429768451861122,3.4789340760497565,0.472,-1.1,-0.4,-1.4,1.5,-2.8,-1.4,0.473,0.433,0.189,4.7,12.8,8.7,7.0,1.1,0.3,16.2,13.2
208,74.0,165,79.0,25.5,9,18,7,5,4,10,14,14,12,19,9,11,6,9,11,15.476,5.051288932388275,11.513473408369775,0.529,2.0845186038802157,5.746128467015014,0.363,2.9685383680363713,5.766460921590604,0.515,1.4957614409522157,1.8723538604827377,0.799,0.44200988207807795,2.1567795268108827,2.598789408888961,0.9273367325998073,2.068982991796789,0.148101225730846,0.7991538667971649,1.4792385899344376,7.548,14.623,2.610510363553128,0.6329581511358077,1.6389726427455131,0.14763130061407803,0.1900642492935735,0.777,1.156297851516252,2.317899821617441,0.499,1.6628411763777293,3.2638009692645276,0.509,63.347,63.146,8.276818800874166,3.398346688626358,8.233363950210626,0.503,1.4783517562474269,3.821366357330631,0.387,1.9199949323789314,4.414658093941026,0.435,0.1463275583568239,0.23146359230988509,0.632,0.7821873119437495,1.350647705317835,0.579,0.9914800620783583,2.8289994615652616,0.35,1.3,-0.7,0.7,7.7,7.4,15.2,0.554,0.499,0.163,1.7,8.7,5.2,5.1,3.7,0.5,6.1,21.2
209,75.0,195,79.0,31.0,7,15,8,11,8,7,16,6,12,9,9,4,15,6,11,14.176,4.306326304106548,9.743840177580466,0.531,1.7305216426193122,4.440399556048836,0.39,2.5758046614872363,5.304328523862376,0.486,2.2410654827968925,3.0179800221975586,0.743,1.3318534961154274,3.208964726855979,4.5408182229714065,1.4872364039955606,1.960142620654527,0.1328154845282058,1.7314095449500555,2.1838787724436526,5.874,13.238,3.018867924528302,1.6221975582685906,2.2863485016648175,0.42264150943396234,0.4883462819089901,0.865,1.0876803551609324,2.153163152053274,0.505,1.0672586015538292,2.6645948945615983,0.401,63.07,62.824,7.868203234432703,3.3640646886540178,8.690946135234944,0.453,1.1373997198522858,3.8792818031325615,0.293,2.228447726983319,4.813447090283969,0.463,0.28880682541703806,0.40201196994779076,0.718,0.8913790907933274,1.6731185534190756,0.533,1.04737043168216,2.7400993250986887,0.382,0.7,0.8,1.5,0.7,6.0,6.7,0.568,0.456,0.31,4.9,12.1,8.4,8.2,3.5,0.4,13.5,19.8
210,77.0,205,84.25,32.5,13,15,8,14,10,14,10,17,11,7,6,8,14,13,12,14.975,5.555622324044168,13.213400435664388,0.516,2.5343649064823857,6.715541200330505,0.377,3.020205813866146,6.495756027942612,0.465,2.104258994967325,2.6426800871328773,0.796,1.430181026064749,3.3873737850335006,4.81755481109825,1.5637346954105014,1.8960837973011233,0.1363404737189771,1.212499061068129,1.8696612248749647,9.64,15.206,2.91294223691129,2.0758656951851573,2.023285510403365,0.2976038458649441,0.4048674228198002,0.735,1.158867272590701,2.4817847217005933,0.467,1.5637346954105014,3.614361901900398,0.433,53.252,52.985,8.482702651693877,3.5237142587524772,7.614985373218837,0.557,1.4373879399830143,3.414853260356705,0.421,2.08738322166651,4.199075209965085,0.497,0.35300556761347557,0.43438709068604325,0.813,0.5400773803906767,1.0030008492969709,0.538,1.1921864678682645,2.7648579786732097,0.431,2.2,-0.1,2.1,5.1,4.3,9.4,0.548,0.508,0.2,5.6,14.0,9.7,8.9,3.4,0.5,7.8,25.1
211,79.0,225,83.0,30.5,7,7,14,10,11,10,10,11,5,9,8,11,12,14,12,6.028,3.6823349736976083,8.002941342836134,0.524,1.0263023926692687,2.7827365801233106,0.369,2.6560325810283394,5.220204762712823,0.509,1.1577577917303017,1.624978788393009,0.712,1.0263023926692687,5.1209113467178,6.147213739387068,0.42762599694552866,1.8348748026167383,0.17053913828107378,1.328808190508513,1.7922400180464697,3.38,10.471,3.4225917755529167,1.1545901917529273,1.3684031902256917,0.1282877990836586,0.1282877990836586,1.0,1.5853837886758304,3.0377283783019404,0.522,0.9407771932801631,2.0526047853385374,0.458,35.358,35.464,8.021655763591248,3.2023460410557187,8.449582675389127,0.475,1.620121813670201,4.181367020076698,0.387,1.5806451612903225,4.263478457026845,0.371,0.25580870742161066,0.4263478457026845,0.6,0.2984434919918792,0.7674261222648321,0.389,1.024813895781638,3.0728626212497185,0.334,-0.7,2.2,1.5,2.3,7.4,9.7,0.548,0.348,0.203,4.3,19.4,12.2,2.3,3.3,0.6,13.2,16.5
212,75.0,190,76.0,33.0,4,10,10,8,9,10,11,10,10,11,13,12,14,14,10,10.899,3.812173206761764,8.931079411814475,0.506,1.4204443541973368,3.6027547929674943,0.394,2.392676447196981,5.329272213479533,0.449,1.2783051593143475,2.0847081916171724,0.613,1.112476098617527,3.0850674439097134,4.1975435425272405,0.9239047667394285,1.1643733477936695,0.09489595336541722,1.3512699460209485,1.8504710906256356,-1.948,12.983,2.699697108144238,1.112476098617527,1.778635125302469,0.499382371355568,0.758075706042608,0.659,0.8537827639304872,1.468771680457553,0.581,1.0423540958085862,3.1033724216119265,0.336,59.097,59.012,9.22768250525317,3.6791161119772253,8.65925574459432,0.533,1.8760929980342984,4.460109808174609,0.421,1.8030231139429267,4.199145936419711,0.429,0.30841184843760594,0.4033078018030231,0.765,0.5447027723174948,1.2810953704331323,0.425,0.9489595336541722,2.514742764183556,0.377,-0.2,-0.5,-0.7,0.8,-0.2,0.5,0.524,0.403,0.233,4.2,12.3,8.1,5.4,2.1,0.3,12.1,17.8
213,75.0,215,80.0,30.0,6,10,7,15,10,7,10,9,15,12,12,9,10,8,10,8.877,3.2003933458985503,7.408538883881014,0.461,0.42494468573301647,1.2298615094648857,0.346,2.774530853068918,6.1795951815127435,0.449,1.32256002622306,2.05864131770876,0.642,1.096779480455626,3.8665300079717575,4.963309488427383,1.6786691797099074,0.7343127206468513,0.17765630338230273,1.6786691797099074,1.9332650039858787,-1.976,10.721,2.6414488240596574,0.6268622469884455,1.701614357125297,0.24597230189297717,0.312972219945915,0.786,1.076587724330083,2.238531508645415,0.481,1.4547242481357043,3.626255838728182,0.401,61.015,61.467,8.953877690468056,3.7335155449265467,9.199863341305093,0.487,1.486846600614964,4.711080742512244,0.316,2.243935770413393,4.489693656758911,0.5,0.3334472155790912,0.4218198382872111,0.79,0.6441179820066052,1.1998633413050908,0.537,1.2663705728276964,2.866188361234484,0.442,-0.9,0.7,-0.2,-0.5,-1.5,-2.0,0.49,0.166,0.278,4.1,14.4,9.3,8.9,1.3,0.6,16.8,16.0
214,76.5,210,80.0,28.5,6,8,15,18,6,13,8,15,8,10,6,13,7,6,10,9.34,3.3267525394578907,7.780146545083215,0.533,1.6392984467654383,4.551711782726312,0.36,1.6854476074454936,3.2294380049803832,0.522,1.0744728497465021,1.6152206238019315,0.665,1.442662892563464,2.5296881674498084,3.972351060013272,1.2711084039484764,1.8000854335753953,0.26512886230955435,1.5911428008384243,2.2356542787982345,-3.974,13.899,2.39875311273939,1.248033823608449,1.6643795123524248,0.02207133771654813,0.04915888855049357,0.449,1.1737938694709684,2.0064852469589214,0.585,0.48958240025797667,1.1737938694709684,0.417,55.819,56.184,7.949878969101524,3.3061369784992176,8.217998006549907,0.484,1.3366082870568134,4.10750391570554,0.325,1.969528691442404,4.10750391570554,0.479,0.34087996582656993,0.4614836964260289,0.739,0.6070055531824007,1.2160045564573545,0.499,1.0206464473871568,2.431012387868433,0.42,-0.1,-0.1,-0.3,1.7,4.2,6.0,0.552,0.585,0.208,5.9,9.8,7.9,7.1,3.2,0.9,15.8,16.1
215,74.5,200,81.0,29.0,3,13,14,18,4,8,17,10,11,9,14,7,14,10,11,15.38,5.561498082327366,12.467099100372932,0.54,2.3338694568656217,6.314710404920554,0.37,3.2305979250251857,6.1504091624100825,0.525,1.7667332402481486,2.450661906361018,0.721,0.6364198730977926,2.7263642667899504,3.3627841398877427,1.9805228088159919,1.8730062767830153,0.2369885666530344,1.9072800862510826,1.7067159800138696,3.476,14.644,2.873292210890967,1.6251966277240673,2.1903533112992455,0.5414022870676399,0.6116757100691069,0.885,0.8987080012018595,1.884515456264692,0.477,1.7904876367556868,3.6532282295551357,0.49,56.579,56.239,6.543075090239869,2.797062536673839,6.708369636728961,0.488,0.9499457671722471,2.9135653194402464,0.326,1.8501040203417563,3.7948043172887145,0.488,0.2837888298156084,0.35747435053966115,0.794,0.7348637066804176,1.2088408399864863,0.608,0.8294599832856203,2.229484877042622,0.372,1.0,0.4,1.4,0.4,5.7,6.2,0.562,0.507,0.197,2.6,10.7,6.7,12.6,3.3,0.7,12.3,24.9
216,77.0,220,80.0,43.0,7,10,15,5,8,9,8,7,15,5,8,7,15,8,9,11.676,4.003907984723333,8.679278799182876,0.589,2.2113509192645884,5.123012700950352,0.432,1.7915623057109868,3.557260857980283,0.504,1.3926636468602895,1.939781508126832,0.718,0.8216715516475708,2.8644728716365244,3.6861444232840954,1.1688427036148858,0.9386854874283194,0.24801058667842968,1.7159605648814285,1.9030613145125719,-0.223,15.357,1.8900435207389643,1.4185274003019805,1.7408295585753621,0.09848121502797763,0.19895194955146997,0.495,0.8445510258459898,1.7398347988276046,0.485,0.8465405453415047,1.6154898303579361,0.524,56.295,56.675,9.65956771063079,3.976074106749008,9.264331715924131,0.521,1.7034671371857082,4.794212615791796,0.355,2.2735950595500665,4.472095280105867,0.508,0.295438906043229,0.494044993383326,0.598,0.6679488310542568,1.0859108954565506,0.615,1.309219232465814,2.890163211292457,0.453,0.2,-0.7,-0.4,-1.8,-2.9,-4.7,0.609,0.59,0.223,3.4,11.0,7.4,6.8,1.7,0.9,15.3,18.3
217,72.5,190,75.0,28.0,9,11,14,11,5,9,15,13,6,11,9,9,16,14,11,15.117,5.011224090065233,11.466489533834075,0.56,2.8175020864203844,6.8091223408785115,0.414,2.194675795820347,4.658320985131062,0.471,1.5728032973958066,1.9285677788564712,0.816,0.7782944152061724,2.579243187836338,3.3575376030425104,0.5770442661761449,1.6914324762962332,0.13393696079268816,1.1540885323522898,1.4914837276842916,6.932,15.622,2.5285030572445626,1.353431097031322,1.9304753632074672,0.31093624921226987,0.4425595694309609,0.703,0.9537921754977604,2.0182242433532607,0.473,0.9318549554613118,2.196583380171342,0.424,58.713,58.535,6.719808661484583,2.8691210386947983,7.699461860425388,0.436,0.9796531989408049,3.4919279063807984,0.281,1.8913812249081747,4.204663876313317,0.45,0.1779448193388571,0.3319723242504485,0.536,0.5558383872896558,0.9346886478175452,0.595,1.157598018279662,2.938002904245324,0.394,1.1,0.7,1.7,2.7,8.1,10.8,0.585,0.594,0.168,3.1,10.1,6.6,3.4,3.0,0.4,8.6,21.7
218,75.5,170,77.25,29.0,11,15,6,16,9,9,8,11,18,11,10,6,10,7,11,10.832,3.745454545454546,8.18968058968059,0.529,1.1685503685503689,2.9238329238329244,0.4,2.574938574938576,5.263882063882065,0.489,1.9901719901719905,2.3400491400491403,0.85,1.2619164619164622,3.1686208232104507,4.4305372851269125,2.1749385749385755,0.49392627020175356,0.16365620928840538,1.217690417690418,1.7371219323263267,0.81,11.496,3.2275184275184277,0.981818181818182,1.9911547911547913,0.21130221130221133,0.3292383292383293,0.642,1.381818181818182,2.5975429975429973,0.532,0.9582309582309584,2.3390663390663393,0.41,56.98,56.802,10.18710608781381,4.295482553431218,8.707299038766243,0.585,1.597126861730221,4.225485018133164,0.378,2.6973698109221513,4.483785782190768,0.602,0.37660645751910143,0.5392767860286611,0.698,0.6812436181824584,1.0815112143938594,0.63,1.6434632583359743,2.8659554241047855,0.573,1.7,-1.2,0.6,4.0,-5.4,-1.5,0.577,0.357,0.286,5.0,12.6,8.8,12.1,0.9,0.5,11.7,16.8
219,73.0,175,72.25,32.0,4,17,11,8,8,10,7,12,6,5,16,9,14,12,10,17.901,5.8442396619980705,13.366113310489371,0.537,2.67713496789647,6.870754183439237,0.39,3.1671046941016003,6.496290628430753,0.488,2.3063974184104596,2.560697295319206,0.901,0.8867893143484482,2.8452893113223285,3.732078625670777,0.9305698792374997,1.518359179589795,0.07003501750875439,1.2100202934229347,1.5407703851925962,5.299,14.518,2.980804417977977,1.282677401111148,2.188096743071959,0.5579693269902526,0.9091453474832829,0.614,0.9324328819987358,2.2123157789680294,0.421,1.676702485112612,3.3748295019794403,0.497,60.118,59.97,10.389461397365348,4.247857261964316,9.383758545939637,0.553,1.8909454727363684,4.481307320326831,0.422,2.3587793896948477,4.903385025846257,0.481,0.20917125229281308,0.3725862931465734,0.561,0.7227613806903453,1.3773553443388362,0.525,1.4249791562447893,3.1515757878939477,0.452,1.8,-1.1,0.7,2.1,0.2,2.3,0.575,0.514,0.192,3.4,11.1,7.2,5.7,2.7,0.2,7.7,24.7
220,72.5,175,73.0,27.0,9,13,16,19,5,11,14,11,5,8,6,10,14,9,11,18.001,5.697259256868,12.292087677954612,0.579,2.847273783775059,6.9600025825612555,0.409,2.847273783775059,5.332085095393357,0.534,2.0337669884107568,2.64299318849469,0.769,0.6110339929625207,2.5480623810840255,3.159096374046546,0.5432417600154954,0.9097620867415804,0.18122387914071522,1.1533718565387223,1.913323467711772,-7.049,14.71,3.524292216806018,0.9048003357329631,2.145850146883171,0.29195854989185527,0.36155857571746786,0.807,1.4688317138522131,2.7342867288633506,0.537,1.0855796235916972,2.237143687251832,0.485,61.954,61.493,8.51387962857561,3.575301253801246,8.832615094400989,0.482,1.3660091392516223,4.23462833168003,0.323,2.2065600962711205,4.599808108239963,0.48,0.15936773291268924,0.18122387914071522,0.879,0.7977493373229473,1.4315775779357,0.557,1.2539963898329891,2.981542614606541,0.421,1.6,-0.3,1.3,-0.1,0.7,0.7,0.605,0.566,0.215,2.4,9.4,6.0,3.5,1.6,0.6,7.9,23.7
221,78.5,230,85.0,27.5,7,17,13,10,8,9,13,10,7,12,6,6,16,11,11,17.453,5.798990748528175,12.642977291841884,0.589,3.3017942248388006,7.851696103167929,0.421,2.4981777403980936,4.794224838800112,0.521,2.231286795626577,2.542332492290441,0.878,0.936080740117746,2.788271788850138,3.7243525289678843,0.35618166526492845,1.5192695280323878,0.26597031143202654,0.7584805158396412,1.6066177114916143,12.047,16.139,2.542332492290441,1.2922624053826748,1.6513877207737595,0.1540510232688534,0.1785814409868237,0.863,1.1166246145220071,2.095878889823381,0.533,1.2265208858985142,2.5197645079899074,0.487,57.072,57.059,7.3382288508386075,3.101351232934332,8.365796806814,0.439,1.138470705760704,4.193694246306455,0.271,1.9638619674372142,4.170139679980371,0.471,0.26695175169561336,0.3336896896195167,0.8,0.6241960076412135,1.2268003294835172,0.509,1.070751327573214,2.6106311011409247,0.41,2.5,0.6,3.1,5.8,7.7,13.5,0.622,0.621,0.201,3.5,11.1,7.2,2.0,2.7,0.9,5.2,22.6
222,79.5,220,87.0,28.0,7,7,9,12,6,16,12,16,10,14,7,11,13,8,11,5.502,2.645441733987019,5.265318274746432,0.507,0.05224191659554197,0.31678608999424385,0.165,2.5920882872511464,4.948532184752188,0.524,0.7691788571088307,1.6672952104960204,0.461,1.4294277604652548,2.7684397864346457,4.1978675468999,1.8273555507036383,1.4240854261419817,0.20818667193988533,1.6150532939004785,1.9755586315997629,-1.642,9.24,2.6976836505825608,1.0592882237351382,1.2471368174510233,0.18562553343522362,0.31900915027490523,0.582,1.1626605267858918,1.8506976836505826,0.628,1.2449137571703621,2.7799368809670315,0.448,50.381,50.57,8.094917935534903,3.3498121415859208,7.541229978247974,0.537,1.3997231560213566,3.664306901324897,0.382,1.950088985564564,3.878030452837651,0.503,0.3709709313822425,0.4219102234526399,0.879,0.8150286731263596,1.605695076132094,0.508,0.7651967569705358,1.8448882736800474,0.415,-0.8,-0.4,-1.3,3.2,1.2,4.4,0.51,0.06,0.317,5.4,11.3,8.3,9.9,2.5,0.7,21.2,12.1
223,78.0,205,79.0,33.0,13,13,12,15,10,14,10,14,10,16,8,15,10,13,13,10.706,4.108573767865725,8.581955395760284,0.52,0.703700407596604,1.9715572326148483,0.357,3.4038766174821573,6.612391648719365,0.515,1.7502803339088338,2.6244237580762864,0.667,1.1911076304220138,4.639277202717605,5.83038483313962,0.6827688090703595,1.0208800199196104,0.12051364137587593,1.0685082676254385,1.6025326361469785,7.074,9.267,4.181335991314099,0.8023779435060429,1.67751811046046,0.12160262000961146,0.12160262000961146,1.0,1.9705604898278841,3.8404499581724014,0.513,1.3137069932185896,2.649342327750387,0.496,56.183,56.226,8.624195212179421,3.740902785188347,8.112261231458755,0.531,1.1403976807882477,3.2797638103368554,0.348,2.6005051044001,4.834489382136378,0.538,0.21811973108526309,0.3396293529683777,0.642,1.0935865969480314,1.7977448155657527,0.608,1.2887987763668056,2.695123252587771,0.478,0.3,1.1,1.4,3.2,1.8,5.0,0.548,0.23,0.306,4.8,19.0,11.8,3.6,1.8,0.4,9.9,17.5
224,78.0,215,82.0,30.5,12,12,15,11,12,8,14,9,13,14,12,5,12,10,13,7.151,2.839293798098687,7.272068809416026,0.467,1.1154368492530558,3.5322166893013427,0.316,1.7214425833710578,3.7422664855892562,0.46,1.8433680398370302,2.4155726573110003,0.763,1.0236909612192546,3.8896254842875595,4.913316445506814,1.3568733967104272,0.8726646577701248,0.1193284545845889,2.1729289271163426,2.0792079207920793,0.476,12.031,2.296061566319602,1.0248981439565414,1.7504149690659423,0.2402293647200845,0.27040893315225595,0.888,0.8752074845329711,1.9339067451335448,0.453,0.5746189829485437,1.541572355515316,0.373,46.389,46.46,7.653895824365045,3.312268618166165,7.804563065002153,0.49,1.0257425742574258,3.6738699956952217,0.279,2.2889367197589325,4.129487731381834,0.554,0.5122686181661644,0.5725355144210073,0.895,0.7521308652604392,1.3246663796814466,0.568,1.0257425742574258,2.2298751614291867,0.46,-1.6,1.0,-0.7,-5.4,-0.9,-6.4,0.518,0.486,0.332,4.2,15.3,9.8,7.7,1.6,0.4,20.7,17.1
225,79.0,235,78.25,28.0,7,13,8,9,17,14,6,17,14,13,5,15,5,14,11,9.972,4.104893012120306,8.35223701930271,0.549,0.962591650456382,2.8605416729013924,0.337,3.1423013616639235,5.491695346401317,0.572,1.2736794852611104,1.8392937303606167,0.692,1.8969025886577888,5.618370981347831,7.515273570005619,2.0383061499326653,0.7085949948448778,0.1700627987627707,1.047433787221308,2.270653294591808,9.755,9.3,4.415980846925034,0.9615442166691608,1.4433637587909622,0.1696842735298519,0.1696842735298519,1.0,2.0383061499326653,3.198862786173874,0.637,0.9332635044141855,2.1231482866975915,0.44,53.464,53.345,9.589652263567347,4.142393851345019,8.400262442590686,0.571,1.3048645608773084,2.8679726309869724,0.455,2.8385790608304435,5.532289811603712,0.513,0.2834379979379511,0.42725653763239296,0.663,1.0487205923704193,1.9578217264973288,0.536,1.5043209297966074,3.15036085856219,0.478,2.0,1.3,3.3,5.7,-1.6,4.1,0.57,0.342,0.22,7.4,22.4,14.8,10.5,1.3,0.5,10.3,16.0
226,76.0,210,82.0,29.0,8,13,7,12,6,7,10,11,8,11,12,8,6,12,10,7.659,5.096428571428572,10.928571428571429,0.55,1.8285714285714287,4.398214285714287,0.416,3.2678571428571437,6.5339285714285715,0.5,1.6553571428571432,2.091071428571429,0.792,1.0017857142857145,2.6690599057662103,3.670845620051925,0.8267857142857145,1.2277316580659638,0.17410814449181064,1.5232142857142859,2.0139107022660987,0.196,13.495,3.3107142857142864,1.0892857142857144,1.785714285714286,0.13214285714285715,0.13214285714285715,1.0,1.5250000000000001,2.655357142857143,0.574,1.610714285714286,3.7482142857142864,0.43,31.36,31.199,9.676463989230424,3.984743100740409,9.850572133722237,0.491,1.710567646398923,4.7727170742652,0.358,2.2777653129908013,5.079649988781692,0.448,0.30693291451649096,0.4361678258918555,0.704,0.6102759703836662,1.3120933363248823,0.465,1.3551716401166705,3.326004038590981,0.407,0.6,-0.6,0.0,-1.1,-0.3,-1.4,0.577,0.402,0.191,4.2,10.2,7.3,5.0,2.2,0.6,11.4,21.6
